x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood
10911,14452,0,4314,6.9932,2123.6,108.33,95.043
17728,10899,0,4314,6.233,2433.8,108.79,88.941
10920,14471,0,4315,7.3446,2041.9,114.56,71.134
16495,7020.7,0,4319,7.9063,2054,146.25,114.96
10790,14632,0,4321,7.1975,2049.2,108.24,73.134
14342,16508,0,4326,5.8316,2718.2,117.78,70.695
15115,4933.1,0,4326,4.6853,3240.5,85.786,68.314
9953.7,15264,0,4327,6.0564,2541.3,108.1,51.176
14342,16526,0,4327,5.3532,3037,119.35,64.446
9952.3,15279,0,4328,6.2235,2404.3,101.41,56.337
14321,16537,0,4328,5.6684,2831.9,117.37,70.071
14335,16531,0,4329,6.6186,2282.8,111.77,61.218
15264,6108.2,0,4336,6.1323,2417.5,100.82,62.189
12382,10501,0,4338,6.8374,2199.9,111.85,85.758
15264,6113,0,4338,6.489,2260.7,101.8,88.106
12563,7471.8,0,4339,6.5419,2283.5,103.06,68.288
15273,6122.6,0,4339,6.1468,2394.1,99.204,63.205
12543,7479.1,0,4340,6.3147,2403.2,102.71,74.81
12536,7470.3,0,4341,5.3514,2959.2,109.03,95.639
12538,7482.6,0,4342,3.625,4926.4,109.88,92.74
16549,10587,0,4344,3.6711,4788.6,108.78,71.062
11504,5043.4,0,4345,6.8505,2092.4,93.603,94.391
16539,10587,0,4345,4.8369,3345.7,109.59,53.939
10565,11276,0,4346,6.1732,2381.3,95.919,57.404
16545,10577,0,4346,6.5825,2211.6,101.18,66.134
10559,11255,0,4347,7.003,2112.3,106.99,85.585
12566,7465.9,0,4347,6.0274,2404.2,91.977,57.672
16567,10593,0,4347,5.5406,2761.8,101.4,54.159
10562,11263,0,4348,6.3659,2329.5,101.68,72.977
13918,19693,0,4349,6.8476,2190.3,111.11,56.391
16561,10600,0,4349,6.1233,2440.8,101.23,72.565
10559,11263,0,4352,6.6968,2244.9,108.68,59.031
16554,10597,0,4352,6.274,2387.8,105.8,76.772
10561,11270,0,4353,6.4923,2388.5,111.5,64.686
10547,11271,0,4354,6.2812,2431,108.48,54.244
12865,19779,0,4354,7.6967,1992.4,124.42,71.608
10546,11269,0,4355,6.4204,2421.4,113.24,59.203
12876,19782,0,4355,8.46,1815,129.79,99.707
10560,11257,0,4356,6.6788,2267.9,110.86,66.758
12871,19779,0,4356,7.9239,1953.2,128.9,53.9
10557,11265,0,4357,6.6004,2393.9,122.77,65.845
16509,7000.7,0,4357,8.6441,1886.3,152.92,124.98
14666,6157.2,0,4358,6.9116,2054.4,97.574,51.319
16510,7004.6,0,4358,7.9487,2081.1,153.43,104.28
16500,7017.7,0,4360,7.6072,2191.4,153.56,109.54
12534,15709,0,4362,6.2794,2469.1,115.61,72.132
13601,20162,0,4362,7.5939,2015.4,123.11,71.419
12526,15684,0,4363,6.5583,2301.8,111.4,84.231
12537,15699,0,4364,5.9505,2612.7,113.13,63.361
12784,19643,0,4365,6.8316,2391.3,135.56,114.61
15551,14928,0,4365,7.2741,2061.5,115.38,96.444
12797,19638,0,4367,7.7062,2054.3,133.53,91.129
13580,20155,0,4369,5.7309,2900.7,130.25,61.511
12558,7476.4,0,4371,4.4084,3524.4,86.778,65.262
12560,7478.7,0,4372,3.0474,6086.4,100.24,76.864
13578,20151,0,4372,7.2502,2157.4,126.25,59.314
12563,7469.2,0,4373,3.3057,5464,98.033,61.983
12546,7467.7,0,4374,4.1168,4081.1,103.98,115.34
12547,7464.1,0,4375,4.0764,4096.9,101.19,103.31
12542,7468.8,0,4377,6.2289,2360.3,98.45,88.349
11232,17640,0,4378,6.6746,2349.8,123.33,79.671
11240,17635,0,4379,6.2217,2458.5,111.17,81.632
10052,10828,0,4380,5.3612,2878.3,103.48,50.649
11224,17642,0,4380,6.9481,2221,120.72,63.839
14980,5437.7,0,4380,6.2123,2356.2,98.205,42.99
10042,10818,0,4381,6.1531,2493.2,111.82,46.657
11235,17642,0,4381,6.1096,2540.7,114.12,95.116
15096,11502,0,4381,6.4971,2391.7,116.42,77.67
15865,3349.7,0,4382,6.6218,2195.3,99.87,54.677
15724,11443,0,4383,6.8467,2171.8,107.89,44.683
15847,3350.7,0,4384,6.2007,2442.6,106.8,88.873
15866,3336.1,0,4385,6.8262,2109.1,98.962,78.332
14650,6173.4,0,4386,5.9458,2502.2,100.16,47.682
15726,11444,0,4387,6.6828,2226.9,106.72,61.722
15850,3342.8,0,4387,6.8138,2127.2,100.51,71.393
15828,3366.7,0,4388,6.7638,2192.6,105.59,43.092
17415,7176.4,0,4388,6.1202,2581.1,118.81,90.732
15843,3359.1,0,4389,6.4512,2399.8,115.75,97.365
17416,7179.2,0,4389,7.4957,1938.3,106.83,87.609
15845,3359.4,0,4390,5.5654,2832.5,110.93,108.22
17419,7169.5,0,4390,7.2769,2030.1,110.16,73.73
15847,3349.8,0,4391,6.1929,2435.7,105.55,92.554
17427,7166.5,0,4391,5.9412,2727.1,124.85,99.892
15847,3347.3,0,4392,6.5915,2240.4,103.54,85.307
17418,7177.1,0,4392,5.8583,2681.7,113.81,102.15
15537,13571,0,4393,5.7646,2667,101.82,86.55
15864,3357.6,0,4393,6.7144,2190,103.81,80.345
17426,7173.4,0,4393,5.6729,2813.6,116.23,104.52
17748,10872,0,4393,6.8614,2247.9,118.22,79.879
13377,18080,0,4394,7.7427,2008.4,129.53,75.719
15526,13584,0,4394,5.2191,3030.1,101.72,42.741
15842,3366.7,0,4394,6.6979,2290.6,115.34,106.81
17429,7175.9,0,4394,6.7685,2250.3,114,89.256
15550,13568,0,4395,6.5975,2317.3,110.08,71.119
13374,18059,0,4396,6.4995,2527.5,137.28,80.883
15537,13582,0,4396,5.3305,3002,107.94,123.16
17425,7172.6,0,4396,5.1019,3236,118.59,102.47
13379,18067,0,4397,4.376,4300.3,154.16,112.12
17423,7179.5,0,4397,6.1125,2563.6,115.76,93.836
10654,18955,0,4398,7.1276,2064.7,107.48,89.531
13379,18061,0,4398,4.6338,3948.6,148.87,129.16
17433,7190.4,0,4398,5.137,3250.3,122.37,115.62
10641,18958,0,4399,6.0659,2528.1,107.59,87.016
13382,18081,0,4399,6.2933,2694.3,145.76,95.664
17417,7189.8,0,4399,5.25,3197.2,126.8,96.823
13380,18072,0,4400,5.4755,3181.1,144.96,109.54
17425,7192,0,4400,5.0371,3322.1,121.94,93.009
13377,18087,0,4401,5.6441,3066.2,143.8,118.96
13458,10913,0,4401,5.9181,2647.2,106.35,84.6
17422,7172.6,0,4401,6.8845,2152.4,107.56,100.86
13380,18068,0,4402,6.3191,2614.2,137.1,72.489
9610.7,6009.6,0,4403,6.0383,2342.4,86.387,46.03
10475,13279,0,4403,4.8765,3301.2,108.09,48.766
13376,18065,0,4403,7.7222,2061.3,137.53,91.848
13372,18072,0,4404,7.3582,2189,138.35,63.508
17416,7184.9,0,4404,4.8866,3473.9,124.02,76.114
13370,18080,0,4405,7.4018,2103.7,127.18,84.131
13374,18084,0,4407,8.6978,2040.7,186.1,97.963
17410,7186.4,0,4407,5.8385,2708.8,115.79,85.28
9964.8,17170,0,4408,6.4426,2443.8,122.44,60.956
9973.2,17179,0,4409,5.4154,3017.8,121.29,74.207
9972.2,17165,0,4410,6.0391,2639,121.56,94.403
10794,14628,0,4410,6.2403,2490.8,115.02,83.877
14743,13762,0,4412,7.4124,2037.9,114.65,66.882
15834,3367.8,0,4412,6.6534,2233.9,105.44,70.706
17413,6926.5,0,4412,6.6633,2366.3,124.71,114.1
10066,10818,0,4413,5.3759,2779.7,94.827,73.052
16905,19310,0,4413,7.4238,2004.5,105.94,86.932
17388,6927.9,0,4413,5.7345,2862,127.39,115.96
9973.5,17166,0,4414,6.0873,2572.1,116.52,47.158
10081,10811,0,4414,5.8752,2442.1,90.113,32.703
16908,19332,0,4414,5.0084,3191,104.71,65.086
17386,6927.3,0,4414,4.888,3571.2,135.57,101.76
9988.8,17170,0,4415,5.8689,2697.2,116.56,46.325
9990.3,17170,0,4415,5.7722,2740.4,115,53.378
12529,15716,0,4415,5.8728,2687.7,116.2,89.222
16996,19281,0,4415,4.2049,3991.3,101.7,91.104
17390,6913.4,0,4415,5.7967,2882.1,134.37,64.609
9979.7,17167,0,4416,5.7594,2723.1,112.79,59.302
10083,10812,0,4416,5.7862,2547,95.887,76.366
17391,6930.6,0,4416,6.032,2702.2,128.89,107.67
9974.8,17155,0,4417,6.1358,2478.7,108.25,66.749
10080,10811,0,4417,5.5758,2677.8,96.93,49.98
17393,6938.2,0,4417,6.375,2453.5,119.32,88.329
10075,10808,0,4418,5.227,2866.6,93.39,56.491
17397,6936,0,4418,7.5347,1991.8,117.12,75.595
9974.7,17155,0,4419,6.7794,2191.6,108,73.714
10070,10815,0,4419,5.2709,2839.4,93.774,58.101
15950,2112.4,0,4419,6.1563,2308.7,87.59,56.401
9961.2,17102,0,4420,5.544,2974,123.53,136.59
10082,10816,0,4420,5.1301,2992.4,98.239,69.729
11032,17550,0,4421,6.3399,2394.9,107.85,63.92
10084,10818,0,4422,5.5384,2655.1,92.201,80.107
9982.7,17149,0,4423,6.0118,2519.5,105.26,58.359
10086,10804,0,4423,5.2139,2918.9,97.012,51.844
13529,8708.9,0,4424,7.0046,2213.3,110.69,77.517
15970,13778,0,4426,7.1849,2079.6,111.32,62.866
9908.9,16879,0,4427,5.6267,2748.7,107.01,65.258
11818,13859,0,4427,6.8988,2156.2,105.96,64.771
11028,17558,0,4428,6.7713,2206,106.97,40.736
11851,13858,0,4428,4.2042,4025.6,108.05,66.397
11032,17568,0,4429,6.4496,2388.1,111.99,39.442
11824,13853,0,4429,5.3569,3018.9,113.89,86.718
11835,13872,0,4430,6.9481,2151.8,108.09,46.918
11843,13860,0,4431,6.3578,2400.9,109.39,52.813
11030,17568,0,4432,6.476,2323.7,105.56,78.903
10054,10840,0,4433,4.6584,3410.6,100.11,67.292
11846,13874,0,4433,5.5478,2865,111.25,52.633
11853,13881,0,4434,6.5307,2246.8,99.209,91.241
11027,17560,0,4435,5.9578,2568.6,105.35,46.257
10267,12347,0,4436,6.1609,2375.4,97.977,47.567
12499,12089,0,4437,7.11,2087,108.7,51.176
16664,12936,0,4437,6.4141,2629.4,143.77,98.981
16344,13048,0,4438,6.7349,2658.3,170.46,448.89
11016,17555,0,4439,6.4466,2315.6,103.96,45.572
16635,12927,0,4439,6.0094,3129.9,184.34,226.89
16667,12919,0,4440,5.5676,3282.2,163.09,123.98
16673,12923,0,4441,4.5546,4208.6,163.45,150.11
16657,12940,0,4442,6.6904,2578.6,155.83,142.34
16654,12933,0,4443,5.6611,3340.6,181.14,250.55
17749,15630,0,4443,6.9075,2249.1,122.53,73.99
16629,12948,0,4444,5.1279,4053.2,220.33,631.58
17748,15640,0,4444,6.2464,2458.3,112.68,50.925
10259,12334,0,4445,6.0624,2372.4,92.786,46.31
16652,12933,0,4445,5.3344,3703.4,196.5,507.16
16670,12923,0,4446,5.7128,3163.1,160.69,133.69
10633,13069,0,4447,6.1715,2389.6,98.979,29.494
13971,6136.8,0,4447,4.1243,4079.4,106.36,70.748
15098,11514,0,4447,6.1239,2565.5,116.54,86.963
15906,16019,0,4447,6.6154,2322.6,116.01,48.742
16668,12920,0,4447,6.1624,2791.9,147.35,88.353
13984,13445,0,4448,4.0353,4233.9,105.76,99.239
15094,11535,0,4448,7.2666,2038.4,110.62,51.049
16677,12925,0,4448,7.2185,2144,121.5,122.65
13995,13455,0,4449,4.8075,3323.1,101.57,85.601
13990,13446,0,4450,5.9158,2544.8,100.48,118.12
10655,13049,0,4451,6.5881,2219.8,101.77,40.178
12531,17178,0,4451,5.6919,2716.1,106.88,59.808
13995,13447,0,4451,3.5877,4895.6,100.64,64.148
12537,17164,0,4452,5.8738,2604,106.12,61.65
13992,13427,0,4452,3.2809,5640.3,104.79,102.98
15952,1847.6,0,4452,4.4889,3583.5,99.881,81.276
16342,13059,0,4452,4.7374,3953.3,158.53,485.36
10663,13074,0,4453,6.4585,2266.4,101.05,44.853
12522,17186,0,4453,6.555,2258.5,103.77,57.789
13996,13450,0,4453,3.4992,5098.7,102.95,92.485
15951,1859.9,0,4453,5.3668,2807.5,95.606,74.883
16316,13089,0,4453,6.5007,2451.1,125.43,136.84
10659,13050,0,4454,6.3056,2309.1,98.007,81.117
13995,13445,0,4454,4.4823,3625.1,101.01,66.129
12526,17170,0,4455,5.8153,2597.4,101.83,77.431
13996,13436,0,4455,4.0489,4168.8,103.58,52.939
15948,1847.2,0,4455,5.9996,2390.7,90.39,58.199
12517,17172,0,4456,6.0782,2511.3,107.77,63.968
12844,19524,0,4456,5.9369,2585,108.56,79.447
13989,13449,0,4456,3.52,5076.3,104.88,80.493
10652,13049,0,4457,6.7194,2136,97.885,59.602
12522,17175,0,4457,6.7661,2198.3,107.22,98.352
13979,13441,0,4457,4.4324,3707.8,102.96,55.282
15929,1850.8,0,4457,4.8137,3212.6,93.337,87.667
16691,12907,0,4457,6.329,2587,129.31,104.15
10636,13055,0,4458,6.7807,2169.9,104.42,75.479
13986,13442,0,4458,3.8833,4497.1,108.3,50.49
15938,1846.5,0,4458,5.0316,3067,95.684,74.697
16680,12909,0,4458,5.9532,2862.9,139.28,118.83
10636,13050,0,4459,5.7318,2671,104.37,53.946
13983,13443,0,4459,3.8519,4531.9,107.58,80.204
15931,1841,0,4459,6.1502,2348.8,92.796,87.088
10637,13064,0,4460,3.5845,4895.5,102.95,51.08
13987,13448,0,4460,3.6807,4736.2,102.1,73.927
17510,7507.1,0,4460,6.4225,2378.2,111.65,94.095
13986,13435,0,4461,5.5278,2805.2,103.37,59.614
13992,13454,0,4462,3.6654,4701,97.97,56.665
14000,13445,0,4463,5.8505,2620.8,103.99,109.08
17522,7486.5,0,4466,7.3726,2072.7,121.06,71.856
17523,7518.3,0,4467,4.9285,3488.9,128.1,141.27
17515,7505.5,0,4468,5.2135,3145.1,118.24,122.58
17519,7510.3,0,4469,3.9606,4706.2,136.29,158.3
17521,7512.3,0,4470,4.2882,4156.9,127.93,106.27
10699,10873,0,4478,5.8873,2499.3,96.623,59.785
16345,11586,0,4492,4.1178,4308.2,122.57,50.311
16346,11600,0,4493,3.5402,5266.2,122.05,59.955
16349,11591,0,4494,4.2543,4129.3,122.03,66.462
12588,7456.9,0,4495,6.5764,2161.6,92.17,60.274
16334,11585,0,4495,5.1006,3190.7,114.46,58.894
12593,7463.9,0,4496,3.0749,5907.5,94.069,85.241
16324,11608,0,4496,5.8557,2703.3,110.32,75.594
12595,7457.9,0,4497,3.1655,5580,89.096,68.853
12597,7447.2,0,4498,2.6806,7085.1,90.17,80.879
12593,7454.3,0,4499,2.8706,6540.8,95.952,94.695
12599,7452.9,0,4500,4.3401,3631.9,89.506,72.312
16335,11586,0,4500,5.4406,2918.8,111.93,83.573
12598,7460.3,0,4501,2.8476,6687.8,100.1,61.149
10053,16767,0,4502,6.2357,2619.4,132.25,57.608
12592,7456.5,0,4502,3.2688,5490.4,98.08,104.38
10052,16767,0,4503,5.0467,3482.7,141.36,111.48
12589,7445.8,0,4503,2.9864,6280.5,100.86,54.196
16341,11588,0,4503,5.8818,2697.7,117.27,57.901
10048,16776,0,4504,4.9898,3416,128.73,78.494
11719,20979,0,4504,6.3158,2376.3,104.32,81.777
12586,7454.2,0,4504,5.1714,2966.3,95.852,69.593
12660,13965,0,4504,4.0591,4195.3,107.21,79.567
10038,16778,0,4505,5.8951,2757.1,126.07,81.612
11727,21002,0,4505,5.0429,3208.3,107.85,82.647
12652,13974,0,4505,4.4142,3796.3,110.17,101.46
11722,21001,0,4506,5.3451,2957.2,106.64,64.989
14621,15140,0,4507,6.317,2401,109.39,64.62
11746,20991,0,4508,5.3501,2942.9,107.02,71.152
11754,20996,0,4509,4.8058,3322.9,102.46,61.827
14623,15134,0,4509,6.728,2201.6,106.66,61.413
11727,20991,0,4510,6.771,2162.4,101.75,42.335
17419,11190,0,4510,4.6729,3403,99.094,58.772
10035,16774,0,4511,7.946,1905.3,122.75,70.448
17425,11189,0,4511,6.1203,2539.9,109.74,84.859
10060,10832,0,4512,4.0701,3994.6,94.755,58.802
10050,15938,0,4512,6.3432,2394.2,108.79,65.959
10040,16782,0,4512,7.5485,2028,123.04,60.294
11738,20996,0,4512,5.1879,3083.4,108.87,46.911
17409,11191,0,4512,5.5043,2902.4,107.81,78.538
10053,10832,0,4513,3.3535,5350.4,104.57,90.493
10051,15948,0,4513,5.8769,2603.9,104.95,45.179
11741,20998,0,4513,5.8771,2605.1,105.26,77.968
10065,10831,0,4514,3.6824,4669.4,101.36,79.29
10062,10838,0,4515,6.3936,2273.8,98.7,63.428
10033,10832,0,4516,6.4165,2246.8,96.926,57.337
10053,15930,0,4516,5.5859,2712.3,99.885,70.002
11730,20993,0,4516,4.8587,3313.1,105.2,57.139
10045,10810,0,4517,7.1635,2009.9,103.42,92.069
10040,15933,0,4517,5.7191,2651.8,101.73,71.52
11713,20978,0,4517,5.4959,2808.8,102.95,40.466
11716,20998,0,4518,5.6228,2793.3,108.68,58.747
10055,15939,0,4519,6.3644,2338.4,103.21,63.407
14597,18732,0,4519,3.6749,5172.4,131.09,95.312
14177,13109,0,4520,6.2159,2450.6,108.3,80.351
14597,18734,0,4520,3.5718,5350.3,129.85,57.639
14167,13108,0,4521,6.8957,2174.3,110.63,64.665
14595,18728,0,4521,3.0258,6550.5,119.82,92.606
14591,18723,0,4522,3.1314,6309.9,123.13,130.71
10953,18439,0,4523,5.7583,2679.9,105.33,63.994
14163,13112,0,4523,6.6099,2318.9,114.39,84.984
14580,18734,0,4523,3.4992,5431,126,68.153
10247,12343,0,4524,5.9931,2425.6,94.386,60.797
14150,13101,0,4524,7.2944,2052,113.84,82.094
14586,18728,0,4524,3.6146,5176.8,123.01,106.13
14604,18732,0,4525,3.6302,5197,125.85,137.11
14600,18741,0,4526,2.9621,6828.8,126.31,97.088
14605,18725,0,4527,3.246,6077.3,126.97,104.73
14606,18732,0,4528,5.6747,2854,117.48,69.277
12555,7477.9,0,4529,6.4777,2200.6,92.25,46.615
12557,7482.4,0,4530,5.7294,2486.6,84.183,75.802
13903,19709,0,4530,4.2147,4242.2,127.05,73.701
14589,18726,0,4530,6.7166,2354.5,124.15,52.112
10710,10873,0,4531,5.0405,3015.3,94.068,67.517
12154,6395.8,0,4531,5.2379,2859.9,91.395,64.502
12804,15657,0,4531,6.6165,2320.7,116.3,52.651
13909,19714,0,4531,6.2452,2549.4,122.38,38.809
10706,10872,0,4532,5.092,3010.4,97.2,92.777
12148,6381.6,0,4532,5.4959,2693.4,92.384,66.814
13915,19698,0,4532,3.67,5049.7,123.56,57.127
14606,18724,0,4532,7.026,2201,117.44,80.187
17449,11181,0,4532,6.0839,2481.9,103.49,69.035
11386,15280,0,4533,4.4982,3928.8,129.26,109.35
13889,19689,0,4533,5.0688,3218.2,112.54,79.564
10703,10874,0,4534,5.6224,2630.1,94.846,64.409
11384,15291,0,4534,4.9514,3471.3,127.76,78.894
13895,19691,0,4534,5.2784,3211.3,127.86,63.491
11378,15288,0,4535,4.9388,3466.9,126.84,102.95
12552,7472.8,0,4535,4.3271,3678.7,92.155,49.983
10362,6336.7,0,4536,4.1107,4121.1,107.81,98.962
11375,15280,0,4536,6.5361,2409,121.83,70.295
12561,7474.9,0,4536,3.8435,4391.9,97.5,70.238
10364,6331.2,0,4537,4.6391,3449.8,101.38,109.58
12568,7468,0,4537,3.3572,5276.9,97.32,83.895
13564,13111,0,4537,7.3029,2078.4,115.75,84.608
10700,10878,0,4538,5.883,2465.6,93.077,69.341
12564,7460.1,0,4538,3.1626,5664.6,94.038,73.556
10696,10869,0,4539,5.9697,2482.4,99.258,66.636
12570,7459,0,4539,2.4052,8807.9,109.38,149.52
13574,13097,0,4539,7.3941,2065.4,119.32,61.507
12128,12879,0,4540,6.7701,2228.6,100.95,25.509
12573,7456.9,0,4540,2.5482,7976.4,103.7,114.92
12568,7464.2,0,4541,2.5562,7717.3,95.927,72.221
13797,20006,0,4541,7.2271,2251.9,141.05,85.859
12578,7464.7,0,4542,2.3749,9111.7,117.27,123.47
12587,7470.9,0,4543,3.5023,4921.7,92.666,90.078
10203,15389,0,4544,3.7173,4804.4,111.22,71.362
12582,7458.1,0,4544,4.4408,3625,96.44,77.242
10198,15378,0,4545,5.2425,2993.7,104.36,73.05
12578,7466.5,0,4545,2.5933,7725.6,101.64,95.583
13115,18882,0,4545,5.8454,2809.4,117.33,63.094
14264,17954,0,4545,5.6415,2775.2,110.69,98.005
10214,15384,0,4546,5.0995,3198.9,112.66,48.93
11250,18580,0,4546,7.9145,1938.5,124.9,68.597
12581,7468.6,0,4546,2.7419,7067.3,98.584,55.638
13114,18882,0,4546,7.142,2159.3,111.8,98.094
14273,17950,0,4546,3.2941,5601.9,111.47,143.88
12582,7474.9,0,4547,3.4066,5203.5,97.699,96.452
14279,17945,0,4547,3.8656,4512.1,110.89,68.272
12571,7472.6,0,4548,3.6577,4653.2,94.205,40.308
14279,17958,0,4548,2.7496,7224.6,112.43,100.8
15538,10468,0,4548,5.4771,2807.9,103.72,72.636
12581,7478.6,0,4549,4.4296,3587.8,91.828,60.127
14280,17954,0,4549,5.6173,2762.4,107.42,68.309
12566,7477.6,0,4550,4.1461,3879.2,90.338,54.353
14268,17956,0,4550,3.151,6046.1,117.17,98.173
10613,9848.3,0,4551,6.354,2328,102.72,72.013
12583,7481,0,4551,2.7827,6841.1,94.093,85.06
14276,17961,0,4551,2.7436,7410.9,121.41,152.38
10611,9821.3,0,4552,4.8613,3212.1,98.958,82.012
12582,7463.8,0,4552,2.5762,7720.5,98.407,82.197
12584,7473.8,0,4553,2.9461,6288.8,93.612,72.593
15105,11512,0,4553,5.0994,3377.7,132.83,74.42
12582,7475.1,0,4554,3.7538,4427.3,88.788,75.813
14420,22566,0,4554,7.1194,2389.1,154.73,84.617
15109,11516,0,4554,6.596,2385.6,122.43,68.928
11025,17563,0,4555,6.608,2271.1,106.5,50.108
12568,7474.3,0,4555,4.4563,3553,90.305,52.282
14428,22580,0,4555,7.3745,2206.8,141.29,55.694
11038,17547,0,4556,6.1188,2468.6,104.11,65.232
12574,7482.1,0,4556,5.7752,2533.1,89.716,59.715
11110,17576,0,4557,5.4855,3043.5,129.08,98.68
12586,7478.9,0,4557,6.1521,2390.3,96.113,70.59
10608,9841.6,0,4558,6.9016,2045.8,95.668,73.94
11035,17553,0,4558,5.583,2766.8,103.79,39.535
12577,7483.7,0,4558,6.2192,2337.8,93.157,61.589
10628,9831.3,0,4559,6.2119,2284.5,90.257,70.192
10618,9827.3,0,4560,3.973,4174,97.924,91.21
11026,17549,0,4560,6.2445,2466.9,111.22,73.09
12125,12873,0,4560,6.5368,2302.5,101.13,103.93
10633,9827.2,0,4561,4.5851,3421,94.229,69.539
15093,11506,0,4561,5.6243,2831.4,113.86,65.772
10625,9824.5,0,4562,4.2924,3735.4,95.076,77.724
11041,17533,0,4562,6.7076,2215.9,105.91,55.057
12586,7476,0,4562,6.3327,2289.7,94.354,85.445
16284,13078,0,4562,6.4548,2292.6,102.81,92.074
10622,9824.7,0,4563,4.0499,4114.3,101.11,107.26
11030,17537,0,4563,5.5123,2858.9,109.65,67.679
16287,13077,0,4563,3.5901,5148.8,122.26,157.25
10627,9834.7,0,4564,5.6703,2628,96.857,58.384
16320,13061,0,4564,4.7683,3720.1,137.94,412.58
11024,17555,0,4565,6.2426,2418.6,105.02,39.857
11299,15642,0,4565,5.8221,2980.8,146.02,111.35
15108,11501,0,4565,7.2502,2171.7,127.87,57.312
16654,12926,0,4565,7.2745,2285.4,147.26,108.91
16649,12927,0,4566,8.2639,1980,149.43,205.88
11028,17557,0,4569,6.1053,2496,106.02,68.908
14313,15035,0,4569,7.1922,2090.2,114.87,90.248
11670,18402,0,4570,5.6373,2714.8,104.22,52.726
13841,20652,0,4570,7.9639,1982.2,137.11,82.596
11664,13416,0,4571,6.6544,2220.2,104.46,74.998
16811,6019.6,0,4572,4.5926,3339.2,88.639,70.671
11020,17566,0,4573,5.8202,2608.6,101.1,56.053
16799,6014.3,0,4573,3.0896,6430.6,128.89,196.58
11031,17556,0,4574,6.5667,2281.8,106.03,54.059
16741,6037.2,0,4574,5.5067,3014.8,128.48,215.97
11022,17564,0,4575,6.4511,2341.2,106.7,55.677
13828,20650,0,4575,7.7213,2012.6,130.34,75.83
11029,17556,0,4576,5.9251,2561.7,102.89,44.02
13824,20642,0,4576,8.006,1926.3,130.11,69.253
14334,16536,0,4576,4.8114,3362.4,108.6,62.189
17021,5691.3,0,4576,6.8302,2258.5,114.63,243.42
11029,17551,0,4577,5.2518,3014.7,106.58,30.777
13850,20653,0,4577,8.0981,1910.2,131.16,77.084
14346,16533,0,4577,5.1735,3009.3,103.41,61.91
10243,17136,0,4578,5.2122,2978.4,102.72,50.119
11027,17573,0,4578,6.3715,2410,109.84,72.271
13844,20654,0,4578,8.0776,1905.1,129.49,78.752
10244,17124,0,4579,5.1455,3056.3,104.08,61.582
11036,17553,0,4579,5.7421,2710.1,107.99,60.989
13832,20646,0,4579,7.9874,1927.4,129.32,77.392
11042,17562,0,4580,5.6559,2681.9,98.843,54.253
13836,20633,0,4580,7.4483,2098.6,130.27,70.518
11031,17553,0,4581,6.6191,2255.9,105.75,38.044
13809,20632,0,4581,7.5936,2031.4,127.19,106.43
17063,5611.4,0,4581,6.4273,2231.7,94.531,75.875
11042,17557,0,4582,6.7434,2186.4,103,64.049
16232,13091,0,4582,6.1953,2384,99.735,58.092
11035,17567,0,4583,6.1944,2456.6,105.77,60.619
11035,17550,0,4584,6.0074,2503.9,101.62,51.979
13824,20637,0,4584,7.2704,2138,127.08,79.512
11035,17561,0,4585,5.6267,2729.8,102.16,57.143
12742,4252.6,0,4585,6.9501,2204,109.86,105.14
12733,4251.9,0,4586,6.6707,2297.7,106.95,117.47
13834,20635,0,4587,7.8186,1940.5,123.69,78.085
11026,17536,0,4589,5.4115,2842.4,101.23,63.046
11016,17560,0,4590,5.6336,2757.4,105.72,92.862
9896.3,16853,0,4591,3.8206,4374.7,96.044,73.747
9899.7,16868,0,4592,3.3593,5521.9,115.68,80.352
9910.3,16876,0,4593,5.19,3013.1,104.24,85.497
11052,17552,0,4594,6.3143,2358.5,101.64,55.846
9906,16869,0,4595,6.8261,2156,105.83,72.822
11034,17558,0,4598,5.652,2702.5,101.17,50.244
11029,17553,0,4599,6.3965,2319.5,101.8,60.819
17737,10903,0,4599,5.8465,2601.9,105.01,53.309
11043,17551,0,4600,6.6226,2258.8,106.21,61.998
17746,10897,0,4600,5.6786,2708.1,105.54,58.785
17751,10914,0,4601,6.2267,2370.1,100.1,51.955
11036,17559,0,4602,5.8005,2593.5,98.657,60.227
17744,10899,0,4602,6.3329,2331.2,101.57,45.422
9611.7,6014.1,0,4606,6.4343,2103.2,81.675,55.637
11039,17554,0,4606,6.2229,2401.7,101.86,59.489
10579,19334,0,4609,8.955,1757,140.55,94.414
9988.1,17281,0,4610,5.5392,2899.2,116.19,49.156
10582,19345,0,4611,9.105,1760.7,147.83,74.56
10570,19311,0,4612,6.9013,2513.6,160.46,105.17
10574,19312,0,4613,8.2652,2025.4,158.43,85.838
11036,17579,0,4615,6.6941,2273,113.32,66.812
11033,17570,0,4617,6.8353,2186,106.75,70.497
9989.7,17246,0,4618,5.4327,2901.1,108.44,67.367
17348,7134.7,0,4618,8.5674,1821.2,136.46,222.35
9996.5,17274,0,4619,6.0513,2495,103.76,56.937
10022,6487.2,0,4626,5.1567,2794.1,82.453,55.727
10045,15934,0,4626,6.4554,2346.9,109.54,49.992
10048,15952,0,4627,4.4321,3727.5,107.57,93.276
11084,7556.6,0,4627,5.2106,2857.3,91.412,69.114
11498,17238,0,4627,5.9151,2813.9,132.26,77.96
