x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood
16254,13082,0,1721,3.4592,4999.8,93.019,107.43
13069,18855,0,1728,6.343,2356.4,97.676,50.026
9895.7,16862,0,1749,5.5445,2679.8,94.697,76.851
15873,13601,0,1760,6.1452,2276.4,84.975,81.099
14695,18567,0,1761,2.653,7899.7,114.59,109.61
14699,18552,0,1762,2.9038,7111,122.15,91.99
14697,18562,0,1763,2.6701,7882.1,117.02,145.26
14699,18554,0,1764,2.9761,6594.1,106.23,130.32
14696,18558,0,1765,2.23,10379,124.68,232.88
14696,18565,0,1766,2.4148,9366.2,130.48,114.13
14705,18564,0,1767,2.5944,8303.7,121.31,105.6
14696,18560,0,1768,2.6889,7867.1,120.23,157.51
14688,18569,0,1769,4.0857,4231.9,103.19,36.786
14688,18548,0,1771,5.7136,2688.8,96.493,37.707
14697,18548,0,1772,3.5549,5155,105.32,102.61
14688,18554,0,1773,4.4439,3896.5,111.51,1.4329
14699,18555,0,1774,4.5613,3710.3,105.93,82.586
14704,18549,0,1775,4.3908,3892.1,104.73,94.528
14704,18550,0,1776,6.1911,2493.1,102.32,73.133
14697,18549,0,1777,6.3484,2380.6,98.658,20.175
14692,18560,0,1778,2.9371,7040.6,125.51,98.481
12689,3854.8,0,1779,4.8467,3105.6,80.681,111.76
14691,18552,0,1779,2.8975,7136.8,122.94,80.639
12685,3851.5,0,1780,6.5074,2106.4,78.598,81.697
14690,18558,0,1780,2.5994,8266.8,121.38,125.72
14690,18560,0,1781,2.9575,6630.5,105.99,134.09
12688,3847,0,1782,6.4488,2127.3,78.241,64.046
14692,18544,0,1782,2.9416,6823,112.75,147.42
12695,3870.6,0,1783,6.2409,2264.7,83.095,121.44
14695,18559,0,1783,4.1267,4252.6,108.16,113.4
14691,18561,0,1784,4.3815,3892,105.3,73.45
12696,3854.5,0,1785,4.1738,3843.2,84.291,12.624
14632,6174.1,0,1785,6.1783,2282.5,88.234,57.076
14692,18559,0,1785,4.3441,3974.2,108.23,43.91
12701,3856.4,0,1786,4.4969,3463.3,83.239,112.38
14699,18567,0,1786,3.5908,5134.9,109.38,84.374
17407,14411,0,1786,5.0934,2987.1,85.031,71.475
14693,18549,0,1787,3.6976,4902.2,106.6,83.62
14702,18557,0,1788,4.1188,4244.4,106.16,129.96
14695,18558,0,1789,2.8203,7294.5,116.65,186.65
14695,18564,0,1790,4.637,3623.2,105.81,89.366
14693,18563,0,1791,2.7771,7501.4,119.63,97.953
14678,18560,0,1792,2.589,8349.3,124.13,133.21
14689,18562,0,1793,2.6226,8237.8,125.58,174.15
14695,18553,0,1794,3.5319,5273.9,110.62,71.706
14684,18548,0,1795,5.5029,2960.8,110.97,119.32
14698,18550,0,1796,6.5891,2307.8,102.6,41.745
14685,18555,0,1797,5.4845,2896.5,103.36,128.5
14687,18554,0,1799,5.8644,2779.1,115.99,65.505
14680,18552,0,1800,7.2541,2071.1,106.48,69.549
14687,18563,0,1801,6.641,2211.8,95.072,46.137
14692,18556,0,1802,6.405,2320.4,95.348,81.947
16226,13074,0,1816,6.3919,2172.3,86.359,73.963
13365,18088,0,1817,7.3503,1970.2,104.8,80.206
16228,13088,0,1817,3.7929,4364.1,91.609,99.708
16226,13096,0,1818,4.7829,3158.3,87.278,70.482
16216,13091,0,1819,6.3128,2185.5,84.252,53.9
12765,19617,0,1867,6.0182,2504.8,103.78,73.119
12761,19624,0,1868,6.8229,2125.1,101.28,83
12524,19968,0,1872,4.346,3728.8,100.18,81.789
12527,19955,0,1874,5.6519,2601.2,93.681,76.199
12537,19963,0,1875,4.4105,3572.1,93.353,71.848
12531,19956,0,1876,3.9509,4228.9,99.912,42.192
12545,19959,0,1877,5.3736,2761.3,92.683,30.169
16073,3699.4,0,1887,5.9559,2640.7,116.5,212.77
16079,3726.9,0,1888,4.9141,3248,104.63,79.081
16073,3725.4,0,1889,4.4773,3738.3,110.77,147.02
16075,3715.8,0,1890,4.7335,3609.1,124.1,212.06
16083,3726.5,0,1891,3.9673,4314.9,106.12,113.24
16081,3729.8,0,1892,3.8798,4526.3,112.37,189.17
16082,3717.6,0,1893,4.8328,3350.3,106.94,138.05
16062,3714,0,1894,6.6073,2214.6,100.24,118.12
11720,20994,0,1895,4.7947,3207.6,90.519,58.113
11726,20988,0,1896,3.4533,5085.8,96.424,72.37
11726,20988,0,1896,3.4274,5104.2,95.853,62.759
11723,21001,0,1897,2.9608,6337.1,98.729,97.719
10568,10076,0,1913,3.6646,4720.3,94.915,84.541
10571,10071,0,1914,5.3507,2773.5,88.765,87.637
10571,10075,0,1915,6.2993,2227,85.126,66.558
11489,5022.4,0,1945,6.5547,2101.5,83.126,60.46
11494,5026.1,0,1946,4.8303,3215.3,92.063,75.48
11495,5013.5,0,1947,4.2087,3826.4,90.854,70.341
15685,11457,0,2010,3.942,4237,90.613,51.316
15696,11463,0,2011,3.7316,4493.3,93.792,59.024
16907,19361,0,2011,5.9547,2420.7,89.02,66.698
15697,11460,0,2012,3.5858,4812.6,98.316,83.016
15702,11471,0,2013,5.5113,2710.4,90.702,59.506
16915,19366,0,2013,6.3858,2211.1,88.537,83.008
15703,11464,0,2014,4.0394,4117.4,97.26,63.78
15706,11463,0,2015,5.5637,2671.3,93.889,76.613
15703,11452,0,2017,5.822,2466.3,87.258,62.733
15703,11451,0,2018,6.2468,2270.3,89.773,56.905
11231,18585,0,2026,7.1665,1985.8,97.944,59.778
14832,8950.6,0,2027,6.8029,2038.5,89.763,59.218
15627,8167.1,0,2036,5.7274,2543.4,90.135,71.729
15630,8161.6,0,2037,4.9843,3013.5,89.44,70.224
15638,8166.4,0,2038,5.3989,2733.9,91.233,84.256
15636,8172.2,0,2040,4.3399,3656,93.438,65.527
15634,8172,0,2041,4.4847,3495.3,92.873,90.372
12771,19632,0,2042,6.7285,2117.3,95.835,68.378
12765,19630,0,2043,6.5823,2169,95.196,72.275
12764,19640,0,2044,6.5866,2166.6,95.29,59.53
13523,8684.8,0,2044,6.7673,2190.5,99.934,89.28
13526,8680,0,2044,6.8006,2203.5,99.203,86.077
13516,8700.9,0,2045,6.5781,2290.2,98.154,92.267
12764,19640,0,2046,6.8088,2085.5,95.921,62.132
12780,19637,0,2050,7.792,1904.4,114.9,89.025
13527,8692.8,0,2050,6.765,2218.5,102.11,34.778
13536,8687.9,0,2051,7.4487,1974.5,100.07,103.96
13529,8677,0,2053,6.3148,2431.6,105.42,22.189
13535,8684.1,0,2054,6.9727,2088.2,96.057,48.073
13566,8671.8,0,2055,7.189,2048.7,98.717,77.127
13549,8679.9,0,2056,7.026,2095.4,98.468,61.199
13559,8666.7,0,2057,6.5596,2308.9,99.918,8.6889
12722,20744,0,2058,5.4982,2788.4,103.19,65.581
13545,8687.5,0,2058,6.6359,2249.3,97.274,44.189
13548,8674.4,0,2059,6.6528,2219.6,96.548,113.76
13531,8672.6,0,2060,7.0348,2104.4,102.23,135.76
13540,8672.1,0,2061,6.5004,2350.9,101.85,42.242
13555,8678,0,2062,6.7777,2213.2,99.802,68.396
13525,8685.6,0,2063,4.9569,3330.5,103.13,101.46
13537,8673.7,0,2064,5.3473,3030.9,108.71,98.471
13524,8672.1,0,2065,5.3945,2940.9,104.41,50.463
13537,8681.9,0,2066,5.4996,2923.1,104.43,83.832
13553,8682.9,0,2067,5.4856,2918.4,103.45,101.17
13548,8670.4,0,2068,5.2206,3223.4,114.01,88.387
13554,8675.4,0,2069,5.2954,3117.1,109.49,75.598
13555,8674.9,0,2070,5.3954,3038.6,108.93,61.779
13561,8692.7,0,2071,4.7742,3504.3,105.41,80.638
13533,8684.8,0,2072,4.7663,3526.6,105.59,85.699
13536,8673.1,0,2073,6.9528,2116.5,99.453,103.5
15798,4855.8,0,2073,6.2222,2182.8,79.619,38.895
13829,17718,0,2075,6.1538,2419.4,102.68,77.374
13830,17727,0,2077,6.7185,2168.5,102.12,64.902
13840,17711,0,2080,6.5164,2224.2,98.944,84.419
13839,17706,0,2081,6.6979,2115.5,94.728,97.382
13840,17710,0,2082,6.7129,2150.4,99.647,70.507
13819,17716,0,2086,6.2657,2291.7,94.201,104.32
12539,19968,0,2089,3.913,4106.2,87.887,96.096
16898,15048,0,2092,6.0595,2368.5,90.413,52.782
16911,15049,0,2093,5.334,2805.9,92.73,82.573
16915,15037,0,2095,4.9278,3150.9,97.254,70.277
12529,19965,0,2104,4.626,3224.2,82.86,66.923
12535,19962,0,2105,3.7666,4383.7,91.694,62.787
12534,19955,0,2106,4.7174,3237.1,90.302,45.656
16899,15031,0,2114,4.0734,4053.6,97.629,73.303
16901,15042,0,2115,2.8625,6760.6,106.63,91.329
16902,15025,0,2116,3.4905,5084,103.37,80.059
15830,13399,0,2117,6.3285,2212,87.006,46.134
16907,15032,0,2117,4.8399,3170.7,92.249,89.772
15435,16667,0,2120,6.0705,2284.9,84.136,66.285
15415,16667,0,2123,5.4874,2621.5,86.118,45.013
16920,15033,0,2132,4.9725,3143.9,100.22,95.68
16912,15040,0,2133,4.9104,3262.6,105.83,117.54
16915,15041,0,2134,6.0276,2370.5,89.581,93.696
12965,7968.1,0,2135,5.5787,2480.1,77.639,47.114
12962,7960.7,0,2136,6.0773,2273.4,82.372,40.425
11820,13865,0,2146,4.6288,3290.9,84.203,69.756
11815,13851,0,2147,3.6761,4617.3,92.875,61.623
11789,13856,0,2148,3.5633,4730.3,90.155,90.797
11798,13852,0,2149,4.0505,3928.9,86.668,57.405
12003,6201.1,0,2149,4.7555,3146.6,84.703,82.683
11807,13853,0,2150,4.1107,3938.1,89.513,63.443
12005,6209.3,0,2150,4.6702,3200.9,82.405,69.923
11816,13849,0,2151,3.3828,5012.7,85.355,83.228
11823,13852,0,2152,3.3648,5125.2,88.529,93.231
11826,13868,0,2153,3.5048,4892.3,90.616,68.79
11803,13849,0,2154,3.9258,4072.3,84.92,56.641
11792,13846,0,2155,4.483,3444.4,87.842,68.215
17406,9770.1,0,2157,5.7284,2468.5,83.992,65.919
17420,9786.8,0,2158,5.7169,2475.9,82.827,53.6
17422,9759.9,0,2159,6.3562,2122.4,79.394,42.035
17422,9769.7,0,2160,5.1434,2830.4,83.032,115.28
17414,9769.2,0,2162,4.6491,3200.4,81.161,73.546
15523,14921,0,2168,3.7549,4486.6,97.143,76.787
10613,20876,0,2181,6.7859,2171.3,105.34,65.672
10856,16174,0,2191,5.9609,2397.4,88.674,87.379
10879,19044,0,2201,5.2792,2759.6,86.136,45.108
10886,19058,0,2202,5.9632,2357.4,85.136,50.459
17565,13519,0,2224,5.6045,2616.5,92.098,72.235
17574,13518,0,2225,3.7063,4575.6,97.436,58.361
17570,13523,0,2226,3.7005,4709.8,105.66,124.87
17570,13515,0,2227,6.2838,2249.2,90.419,54.989
17561,13518,0,2228,5.7682,2506.5,90.321,50.046
17573,13512,0,2230,6.1858,2238.4,84.654,36.058
13424,10893,0,2263,6.086,2393.9,89.56,68.181
13431,10902,0,2264,6.3092,2316.7,92.14,59.704
16778,5742,0,2273,3.9178,4062.2,84.042,100.76
16798,5722.8,0,2274,2.3816,8806.9,107.16,130.79
16800,5751.8,0,2275,2.53,7919,98.604,133.53
16806,5747.9,0,2276,3.0341,5924.8,90.328,81.445
16803,5751.3,0,2277,5.2243,2843.8,88.151,81.544
15071,11533,0,2294,5.3225,2929.1,103.42,79.27
16652,12900,0,2300,5.0801,3322.1,123.73,111.64
16645,12919,0,2301,4.897,3511.3,128.56,136.72
13055,14792,0,2302,6.1134,2669.1,131.31,70.755
16655,12913,0,2302,5.6101,2874.3,117.68,109.57
9592.1,6023.1,0,2303,5.5923,2447.8,76.002,43.975
13067,14788,0,2303,6.1103,2623.4,125.46,80.875
16656,12921,0,2303,6.9904,2180.8,115.72,65.743
16656,12921,0,2304,5.9148,2692.1,118.01,126.65
13054,14794,0,2305,6.8209,2297,125.45,85.47
13065,14795,0,2306,6.0427,2736.6,135.17,76.054
16679,12907,0,2307,6.8564,2267.1,118.73,111.17
16684,12905,0,2310,7.0293,2157.5,112.54,81.337
14462,6717.8,0,2321,6.6079,2029.5,81.344,60.805
14439,6717.8,0,2324,6.0306,2261.2,79.506,74.088
14464,6710.9,0,2325,6.3892,2162.4,86.374,82.577
14451,6703.4,0,2326,6.8597,1952.6,83.036,57.808
14464,6707.7,0,2327,6.5952,2062.1,84.525,59.12
13490,20290,0,2332,7.7879,1844.7,106.87,104.95
14012,12754,0,2385,4.5292,3401.6,87.52,61.351
14004,12763,0,2386,2.4761,8283.6,105.82,65.323
13998,12760,0,2387,3.0499,5987.6,95.207,67.268
14003,12744,0,2388,3.4248,5076.3,94.464,67.186
13999,12745,0,2390,5.6359,2572.3,87.863,66.51
14010,12737,0,2391,6.2724,2239.8,87.357,55.075
14009,12730,0,2392,6.1956,2283.9,88.352,68.237
10347,6320.4,0,2407,6.2206,2201.7,81.346,120.59
10359,6327.8,0,2408,4.9936,2935,83.358,126.03
10357,6317.4,0,2410,4.8619,3121.9,89.599,80.091
10355,6316.5,0,2411,5.3596,2718.4,86.422,121.85
10355,6317,0,2412,5.2926,2737.2,84.109,91.086
10354,6318.5,0,2413,4.2605,3749.2,92.124,110.96
10359,6323.9,0,2414,5.1005,2884.9,85.713,120.06
10347,6303.5,0,2415,5.8751,2400.6,85.12,66.713
9938.2,16806,0,2426,5.658,2548,88.28,66.439
9946,16811,0,2427,5.1343,2868.2,87.003,71.946
12339,13053,0,2439,7.1926,1966.8,92.983,86.186
16944,8881.7,0,2445,5.8764,2447.7,90.478,73.09
10255,13795,0,2447,6.6003,2070.7,85.554,42.261
12324,13051,0,2448,6.8356,2098.3,94.273,45.267
9907.4,16852,0,2450,4.9392,2975.8,84.028,69.299
9894.4,16850,0,2451,5.3352,2738.7,87.677,52.061
9898.4,16853,0,2452,5.279,2823.7,92.202,89.318
9894.6,16864,0,2454,6.0395,2306,84.111,59.221
12324,13025,0,2461,6.415,2347.4,104.96,94.368
11018,17577,0,2463,3.9972,4206.1,97.33,69.555
11031,17577,0,2464,4.4491,3582.1,96.067,73.129
12332,13047,0,2469,6.7713,2099.3,91.629,41.055
15776,8869.1,0,2469,5.8183,2384.4,81.322,67.34
10043,10837,0,2484,5.2874,2663,78.681,112.28
10192,17214,0,2497,5.0921,2907.7,87.385,49.982
10207,17221,0,2499,6.0761,2301.9,84.568,61.733
10195,17225,0,2500,5.6955,2489.3,83.932,59.615
16973,5494.7,0,2508,6.2917,2399.4,106.47,75.596
16903,19383,0,2516,6.2147,2331,91.901,58.831
11233,17639,0,2518,6.8653,2064.5,96.304,47.852
16953,19335,0,2518,6.5326,2142.3,88.22,63.889
16975,19321,0,2519,6.4248,2204.7,89.736,80.6
16996,19293,0,2520,6.1433,2332.1,86.681,61
10026,16777,0,2522,4.8511,3445.9,119.29,67.137
10019,16777,0,2523,4.5443,3809.5,124.89,64.845
10019,16777,0,2524,4.2014,4197.7,123.52,103.79
10019,16776,0,2525,4.2581,4194.6,129.65,93.517
10025,16787,0,2526,4.407,3872.6,116.57,64.367
10028,16773,0,2527,5.3189,3085.3,121.22,88.307
10034,16769,0,2528,6.2185,2541.3,121.11,80.717
15899,14435,0,2528,4.4298,3444.8,84.457,67.316
15891,14441,0,2529,5.0333,2895,83.251,76.033
15894,14431,0,2530,4.8818,3009.5,82.584,70.963
15895,14427,0,2531,4.1121,3798.1,83.637,73.019
15808,17326,0,2534,5.7495,2601.7,94.278,80.973
15528,10519,0,2551,7.0398,2096.7,104.28,63.101
10629,18961,0,2555,6.1075,2319.8,87.511,48.208
15424,6724.7,0,2590,5.8708,2388.5,84.681,73.088
16486,7015.3,0,2591,7.7464,2001.8,129.17,106.1
16487,7001.6,0,2593,5.4722,3526.2,188.92,189.45
15407,6729.4,0,2594,6.1479,2346.7,93.991,61.156
16471,7010.8,0,2594,5.4901,3329.5,163.88,131.41
15245,6120.3,0,2595,5.6332,2527.6,83.794,73.997
15404,6721.9,0,2595,6.1909,2307.5,92.029,70.025
15246,6109.8,0,2596,5.7554,2428.4,81.598,65.889
15229,6112,0,2597,5.7387,2488.5,86.47,58.942
15394,6701.5,0,2597,6.3507,2258.7,94.466,89.167
15420,6712.7,0,2598,5.9469,2375,87.367,108.97
12136,6388.4,0,2599,4.9028,3062.4,88.206,41.526
15412,6713.1,0,2599,5.7334,2514.9,89.887,89.813
12119,6391.1,0,2600,6.6333,2012,80.221,53.071
15400,6729.4,0,2600,5.4725,2566.4,79.716,49.466
15891,14435,0,2603,5.4744,2648.3,87.731,54.636
12679,14173,0,2616,5.1371,3174.8,114.96,102.72
12670,14157,0,2617,6.0275,2527.5,107.02,80.119
12680,14159,0,2618,6.3543,2313.1,100.1,55.15
12673,14150,0,2620,5.1651,3017.6,102.31,80.182
12663,14166,0,2621,6.3238,2359.7,104.39,72.302
14381,12261,0,2622,6.4522,2414.5,117.26,128.19
14368,12250,0,2624,5.4762,2908.5,113.12,94.159
16290,13833,0,2630,4.5064,3401.8,88.399,54.775
16290,13822,0,2631,4.0497,3960.5,91.236,77.109
16284,13819,0,2632,3.6884,4401.5,85.292,72.745
16291,13830,0,2633,4.0536,3911.5,88.185,62.494
16289,13834,0,2635,3.8701,4187.5,89.745,83.842
16302,13824,0,2636,4.6781,3230.2,87.865,54.761
16296,13823,0,2637,4.0094,3940.3,86.269,63.596
16311,13824,0,2638,4.1776,3745.3,87.505,51.638
16298,13830,0,2639,3.6847,4445.7,88.057,99.014
16292,13828,0,2640,3.9386,4020.4,85.163,82.12
10870,16189,0,2690,6.0355,2332.1,86.557,52.98
11821,18888,0,2704,5.7247,2469.7,81.393,84.561
11973,4923.1,0,2708,7.1357,1956.2,92.885,68.524
11952,4926.3,0,2709,5.4158,2794.1,95.418,65.049
17030,9257.8,0,2723,4.3125,3543.1,81.491,86.053
17041,9257.3,0,2724,3.1074,5692.2,89.018,65.218
17032,9264.7,0,2725,3.3592,5107.6,89.061,64.433
17036,9263.3,0,2726,5.5476,2514.4,78.57,60.221
17248,4305.6,0,2783,4.5597,3400.4,89.712,91.628
17239,4305.8,0,2784,5.182,2931.1,93.929,81.854
17232,4311.4,0,2785,4.6607,3330.7,91.133,74.177
14714,18590,0,2815,6.8978,2110.5,93.922,26.481
16267,13097,0,2865,4.1166,3858.8,86.903,49.933
16267,13085,0,2866,6.5506,2086.3,83.284,57.566
16272,13090,0,2867,6.1898,2265.9,86.162,73.667
11995,4926.3,0,2884,6.4722,2156.9,87.332,80.935
12015,4943,0,2887,6.3914,2236.9,93.959,55.211
9694.3,13359,0,2889,6.9261,2306.5,130.26,70.791
9673.5,13364,0,2890,5.3815,3418.1,161.5,171.8
9689.1,13371,0,2891,4.6211,4346.5,188.87,180.87
9695.6,13364,0,2892,5.7147,3252.2,174.14,104.52
9693,13368,0,2893,4.674,4204.9,179.62,155.93
9690.1,13370,0,2894,6.7407,2436.9,138.24,158.51
11324,7205.6,0,2899,4.6904,3169,82.721,72.195
11326,7208.5,0,2900,5.1284,2901,89.813,104.17
16872,12954,0,2900,3.9667,3957.5,81.289,86.614
11316,7197.6,0,2901,4.9114,3047.3,87.548,88.277
16874,12942,0,2901,3.5783,4699.8,89.67,95.283
11318,7196.7,0,2902,4.4637,3387.9,82.609,87.609
15787,8874.6,0,2902,3.341,5042.7,84.022,108.6
16866,12936,0,2902,3.6105,4513.2,81.606,82.197
11305,7190.8,0,2903,4.8159,3086.7,83.697,91.649
15784,8880.6,0,2903,4.2233,3653.3,83.363,47.25
16860,12940,0,2903,5.482,2625.2,84.998,42.125
11302,7193.9,0,2904,5.3089,2689.9,81.101,98.195
16860,12948,0,2904,6.1033,2314.9,87.687,66.256
15774,8880.7,0,2906,5.5978,2466.2,77.693,43.897
15785,8888.1,0,2908,5.9626,2306.8,80.573,71.35
12502,12093,0,2934,4.8405,3232,93.398,52.436
12504,12076,0,2935,5.2038,2967.3,99.111,68.016
13566,13123,0,2937,6.9547,2056.9,95.959,49.197
11983,4953,0,2939,6.5617,2141.9,91.581,63.972
13556,13111,0,2939,6.4983,2228.9,95.127,63.931
11973,4943.6,0,2940,5.8905,2470.3,93.49,75.682
10577,19330,0,2941,7.777,1880.8,110.48,67.602
11969,4936,0,2941,5.7886,2527.9,90.942,115.99
10565,19315,0,2942,6.8465,2302.5,125.38,103.41
11976,4937.4,0,2942,5.9294,2507,96.646,81.219
11969,4932.5,0,2943,6.2804,2322.8,95.794,81.757
11988,4932.8,0,2944,6.0125,2391.6,91.64,73.996
15537,14920,0,2949,6.2193,2252.4,88.108,87.621
15541,14937,0,2950,5.9426,2361.9,85.345,59.288
11323,16558,0,2964,7.2976,2028.1,108.66,72.114
13915,19707,0,2968,3.8923,4298,97.018,57.291
13905,19698,0,2969,3.295,5462.3,101.7,72.331
13904,19702,0,2970,2.7702,7066.5,104.71,70.736
13901,19696,0,2971,2.9537,6499.3,106.23,73.239
13899,19694,0,2972,3.2892,5457.1,100.55,60.703
13893,19706,0,2973,3.477,5109.7,101.89,46.425
13883,19716,0,2974,5.3098,2839.2,93.64,63.378
13879,19718,0,2975,6.0927,2381.7,93.006,57.032
13886,19718,0,2976,4.5847,3446.7,95.034,38.497
13886,19701,0,2977,5.0102,3033.4,90.613,51.734
11308,7204.8,0,2978,6.2743,2168.3,80.965,82.538
11320,7207,0,2979,5.3496,2664.4,82.065,43.467
11326,7211.2,0,2980,6.3283,2149.2,81.814,65.856
11318,7194,0,2981,6.0807,2249,80.174,70.157
11315,7200.5,0,2983,6.2774,2176.4,81.962,64.923
11312,7204.1,0,2984,5.7508,2453.6,84.173,78.181
11323,7203.5,0,2985,5.9535,2320.8,81.603,66.148
9715,8676.5,0,3002,4.7398,3114.7,81.255,59.968
9674.2,8734.9,0,3003,3.4462,4892.4,85.289,69.551
9687.4,8745.9,0,3004,3.0208,5822,84.713,100.35
9682.8,8725.4,0,3005,3.6083,4455.5,78.654,81.534
9687.6,8717.7,0,3006,4.3387,3470,78.831,73.401
9665.8,8691.8,0,3007,3.3452,5075.4,81.796,70.141
9598.9,8665.3,0,3008,4.0998,3767.1,80.442,65.092
9549.4,8687.3,0,3009,3.8707,4116.2,81.19,58.244
9560.4,8680.3,0,3010,3.5815,4604,82.109,73.248
9644.9,8704,0,3011,4.069,3844,81.989,73.929
12135,4661,0,3011,6.2202,2346,96.888,82.65
9657.4,8708.3,0,3012,4.8393,2982.8,76.296,58.898
12135,4668.4,0,3012,6.2396,2317,94.513,74.433
9561.7,8654.1,0,3013,5.4186,2606.6,78.671,58.004
9570.1,8694.1,0,3014,4.5182,3383.7,82.438,52.3
9572,8692.7,0,3014,4.6146,3306.9,85.26,61.929
9565.3,8774.9,0,3015,3.497,4749,83.763,66.192
9539.6,8756.6,0,3016,3.8763,4066.2,80.957,59.245
9543,8755.8,0,3017,3.4623,4729.4,79.578,66.924
9555.2,8814.4,0,3018,3.3617,5094.2,86.693,60.476
9557,8859.7,0,3019,3.3546,5097.2,87.816,90.138
9551.1,8855.5,0,3020,3.4738,4699.6,79.347,69.792
9561.5,8833.3,0,3021,4.002,3961.2,84.922,79.578
9478.1,8840.2,0,3022,4.812,3097.4,85.785,72.882
9405.6,8812.6,0,3023,4.7376,3098.3,79.921,76.903
9398.9,8800.2,0,3024,3.2095,5311,81.037,110.65
9448.4,8709.3,0,3025,3.2402,5341,82.635,91.178
9453.4,8731.4,0,3026,3.5713,4613.8,83.623,63.535
9480.3,8784.8,0,3027,2.6964,6971.8,89.516,120
9478.7,8831.2,0,3028,4.5568,3248.4,79.577,100.16
9486.7,8871.9,0,3029,4.6985,3154.7,82.953,67.883
15715,17570,0,3029,5.0381,3371,124.7,129.79
15717,17573,0,3030,5.7473,2821.8,120.12,73.209
15744,17592,0,3033,4.8826,3384.5,114.29,100.82
15743,17607,0,3035,5.0199,3321.8,119.6,67.54
15715,17568,0,3036,5.8137,2774.9,119.39,72.956
15749,17598,0,3037,5.2845,3050.7,113.06,73.305
15767,17606,0,3038,5.1392,3237.5,120.82,69.857
15769,17605,0,3039,4.7877,3464.2,113.6,115.41
15724,17581,0,3040,5.0234,3292.2,114.74,55.287
15708,17575,0,3041,4.8666,3480.9,121.45,87.86
15717,17575,0,3042,5.2743,3095.8,115.47,78.509
15745,17586,0,3043,7.1422,2010.5,100.06,60.81
15764,17569,0,3044,8.2191,1860.1,123.14,67.985
13075,18899,0,3045,7.3643,1911,90.696,74.388
15746,17570,0,3045,6.5488,2517.1,136.55,97.461
13077,18886,0,3046,6.0209,2459.8,91.869,86.614
15743,17573,0,3046,6.6244,2373.1,121.55,60.816
13071,18870,0,3047,6.7353,2106.3,88.201,18.364
15744,17594,0,3047,4.8592,3423.1,116,86.91
15755,17604,0,3048,5.1038,3263.2,120.69,79.119
15724,17574,0,3049,6.4715,2457.7,123.44,82.783
13065,18886,0,3050,6.7917,2115.6,91.793,48.597
15773,17554,0,3050,6.3064,2647.2,136.55,86.751
15766,17569,0,3051,6.815,2351.2,126.65,78.296
15753,17606,0,3054,6.6504,2180.8,98.403,52.278
15776,17449,0,3058,5.5121,2999.8,123.65,211.14
15776,17456,0,3059,6.0931,2690.1,129.05,201.37
13675,10818,0,3064,6.102,2484.3,95.886,86.466
13645,10808,0,3065,5.8018,2664.9,100.33,108.39
13668,10797,0,3066,6.515,2291.7,97.629,95.808
15945,13764,0,3108,3.8239,4350,91.648,67.339
15952,13772,0,3109,3.5312,4841,91.007,60.421
15945,13768,0,3110,4.1747,3878.3,92.325,77.046
15950,13782,0,3111,3.7125,4454,87.515,57.025
15945,13774,0,3112,5.168,2869.8,86.756,47.464
13768,17516,0,3131,5.0049,3006,88.583,65.647
10689,9256.2,0,3132,5.8003,2378.3,77.115,77.76
10694,9272.8,0,3133,3.4773,4772.6,84.903,78.049
10693,9248.3,0,3134,5.482,2583.2,79.993,80.831
13775,17504,0,3134,3.7453,4498.1,93.818,78.625
13782,17505,0,3135,3.4958,4940.5,95.242,66.759
13780,17501,0,3136,4.2345,3733.2,88.715,62.372
13769,17522,0,3137,5.5148,2632,86.537,53.474
14244,17939,0,3155,3.9574,4023.3,86.064,73.707
14248,17929,0,3156,5.3919,2699.1,87.728,74.735
14243,17937,0,3157,3.8655,4172.5,87.37,62.803
14234,17942,0,3158,3.4993,4928.9,96.404,98.297
15651,18237,0,3158,6.3979,2380.4,111.33,77.145
14238,17942,0,3159,3.4769,4857.4,89.391,56.41
15656,18238,0,3159,5.9985,2595.2,113.58,99.727
14239,17950,0,3160,4.637,3328.4,91.355,91.349
15649,18243,0,3160,6.5404,2360.2,116.77,75.948
14238,17938,0,3161,3.0907,5726.4,89.772,83.858
15658,18239,0,3161,7.0509,2101.7,109.42,60.134
14245,17930,0,3162,3.2426,5301,86.901,106.62
15658,18244,0,3162,7.4673,1992.3,113.79,96.922
14240,17938,0,3163,3.2755,5352.3,93.995,65.108
15642,18233,0,3163,7.1508,2037.1,105.34,63.312
14242,17944,0,3164,3.2904,5207.3,87.471,74.204
15669,18246,0,3164,5.0951,3262.7,121.88,88.315
14243,17943,0,3165,3.0163,5955.8,91.389,102.28
15663,18241,0,3165,4.643,3768.9,131.46,137.65
14256,17950,0,3166,3.8908,4126.4,86.567,75.346
15670,18236,0,3166,5.6047,2816.6,112.84,111.32
15667,18247,0,3168,6.9758,2177.1,115.87,77.473
14249,17952,0,3169,4.6978,3165.7,82.806,68.167
15677,18246,0,3169,7.3438,2007,110.05,67.496
14255,17952,0,3170,5.4471,2669.8,88.035,65.291
14255,17947,0,3171,4.553,3358,87.5,72.628
14245,17947,0,3172,5.5855,2550.5,84.706,58.152
14251,17953,0,3173,3.9386,4039.7,85.182,72.43
10381,12932,0,3192,6.7469,2050.1,87.882,75.375
13868,9687.1,0,3257,6.3907,2145.9,81.496,52.852
16379,6114.1,0,3264,6.6286,2048.1,81.587,80.542
