x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood
17389,9997.1,0,2849,6.5091,2303.4,103.95,83.732
10328,3484.9,0,2850,5.639,2480.1,80.219,75.38
10326,3480.1,0,2851,5.6249,2493.3,80.74,75.957
16360,10317,0,2851,5.9227,2692.4,107.24,85.946
8062.7,8217.3,0,2852,6.3601,2220.6,91.069,52.615
10328,3476.7,0,2852,5.8308,2414.2,84.02,46.067
11975,8343.1,0,2852,5.2997,2869.1,88.571,84.341
8057.4,8201.2,0,2853,6.1634,2312.9,91.259,44.987
10326,3470,0,2853,5.2355,2725.4,78.766,70.993
11987,8363.3,0,2853,4.9165,3166.2,87.137,89.245
20694,12833,0,2853,6.8758,2135.9,102.45,93.849
10327,3472.8,0,2854,5.3136,2730.2,83.617,80.251
10330,3472.8,0,2854,5.254,2745.9,83.18,75.648
11969,8358.4,0,2854,4.6634,3414.5,89.869,35.401
18605,13697,0,2854,5.9996,2442.6,97.317,49.419
8047.3,8202.5,0,2855,5.9246,2523.9,100.73,75.947
10412,12001,0,2856,5.2243,2962.5,100.14,62.043
16203,14948,0,2857,5.2227,3029.3,106.65,67.874
17783,12386,0,2857,7.248,2415,163.26,95.859
11186,10952,0,2858,5.9168,2570.2,103.1,65.715
16202,14942,0,2858,5.2695,2958.5,104.71,71.619
17772,12380,0,2858,7.2205,2491,175.24,102.6
11195,10977,0,2859,6.1008,2435.9,98.342,72.754
16218,14937,0,2859,5.2109,3037.5,108.42,79.5
17777,12376,0,2859,7.0154,2548.1,169.79,82.157
18056,13376,0,2859,4.6348,3712,125.44,87.951
18907,19599,0,2859,6.8235,2013.3,87.415,117.04
9088.4,15672,0,2860,6.2083,2240.4,86.204,43.503
11167,10968,0,2860,5.4691,2762.7,96.575,53.221
16218,14937,0,2860,5.1798,3035.8,105.98,76.903
11194,10882,0,2861,5.8715,2487.9,91.905,45.987
16221,14938,0,2861,5.8363,2644.1,109.3,112.09
17770,12388,0,2861,9.0977,1801.8,153.15,89.833
7836.4,14016,0,2863,5.6024,2560.7,85.24,51.656
15775,9986.1,0,2863,6.6327,2228.8,102.46,59.306
12624,16911,0,2865,5.149,3035.4,100.52,59.142
12623,16913,0,2866,4.8865,3236.4,99.417,83.011
17675,5260.6,0,2866,6.824,2149.7,102.88,13.538
12632,16917,0,2867,4.8752,3301.2,104.19,64.219
17675,5267,0,2867,6.5981,2227.6,101.62,34.656
12622,16921,0,2868,4.5864,3501.7,97.693,76.442
17681,5255,0,2868,6.3156,2295.5,95.029,77.129
12623,16922,0,2869,4.9787,3187.4,101.05,77.271
17687,5264.1,0,2869,7.0405,2071,103.44,34.855
12622,16901,0,2870,4.8887,3227.9,99.793,85.523
12633,16918,0,2871,5.3933,2912.4,107.14,78.089
12623,16907,0,2872,4.6856,3407.2,99.175,48.645
12632,16905,0,2873,5.4125,2892.1,105.37,64.731
12625,16912,0,2874,4.8991,3256.4,102.3,77.508
13572,3296.3,0,2874,5.9612,2378,85.973,70.095
4406.4,17876,0,2875,6.1925,2218.6,82.223,65.185
8383.7,7457.9,0,2875,5.6379,2485.9,80.617,90.675
8384.5,7469,0,2876,5.6666,2449.9,78.597,65.98
4414.2,17863,0,2878,6.2918,2129.3,77.986,47.308
4404.9,17869,0,2880,5.8461,2342.9,78.195,61.252
13332,10197,0,2880,6.3882,2424.4,113.6,72.503
17853,5956,0,2881,4.4761,3583,92.206,101.27
14917,4500.8,0,2882,4.7922,3152.4,88.295,81.414
17807,5938.1,0,2882,4.4992,3442.5,89.351,109.2
5704.1,20746,0,2883,6.408,2168,81.935,45.701
5702,20736,0,2884,5.374,2744.9,85.507,66.669
5715.6,20727,0,2885,5.3307,2780.1,86.24,40.124
10340,8880.8,0,2887,6.5968,2351.8,116.88,74.127
10361,8865.8,0,2888,6.9957,2163.9,112.89,55.227
10342,8868.9,0,2889,6.7245,2258.8,111.8,80.418
10358,8869.8,0,2890,6.6017,2299.3,110.3,78.054
16995,13567,0,2890,3.8184,4347,86.97,100.15
21953,19813,0,2890,7.589,2527.5,114.46,79.397
16520,17960,0,2891,5.15,3125.3,111.95,132.52
16991,13562,0,2891,4.0776,4044.2,92.058,80.099
7020.8,9442.2,0,2893,5.5215,2671.5,92.479,64.927
6790.9,19110,0,2894,6.3993,2196.4,90.154,66.634
7022.2,9442.6,0,2894,5.9611,2430.2,92.967,74.261
7025.9,9427.4,0,2895,5.6379,2519.7,84.97,58.286
15360,6181.5,0,2895,5.0483,3186,109.13,93.244
6790.2,19118,0,2896,6.4281,2198,91.702,55.934
7043.3,9413.2,0,2896,5.1645,2783.2,81.783,63.64
15124,11263,0,2896,6.1081,2382,95.622,64.437
15362,6176.5,0,2896,5.1755,3124.3,112.92,98.153
20945,21791,0,2896,2.5273,8352.5,113.59,84.351
7025.6,9418.5,0,2897,5.6485,2485.3,82.454,47.645
10240,11060,0,2897,4.3592,3585.2,87.471,85.293
14119,15760,0,2897,5.4093,2852.5,93.23,65.054
15120,11262,0,2897,5.8992,2455.3,92.29,54.039
20864,21740,0,2897,3.9589,4209,97.083,99.059
7028.4,9420.8,0,2898,5.8231,2405.5,83.813,68.967
8355.8,12638,0,2898,6.2345,2299.1,92.835,73.939
14111,15773,0,2898,5.2803,2941.9,91.516,89.254
15119,11273,0,2898,6.2874,2257,90.745,65.506
20854,21696,0,2898,4.6954,3486.4,108.42,74.518
5731.4,14231,0,2899,3.3693,5156.9,92.38,82.81
7033.9,9418.1,0,2899,5.2906,2741.9,85.848,75.731
8349.6,12634,0,2899,4.8603,3224.8,99.388,67.824
15127,11269,0,2899,6.2039,2256.9,86.81,61.384
5724,14229,0,2900,2.9485,6353.9,100.02,81.639
7023.9,9421.2,0,2900,5.8231,2436.1,86.862,45.806
8340,12634,0,2900,5.4054,2842.7,102.38,70.852
15141,11258,0,2900,6.3414,2229,90.521,59.519
5706.6,14226,0,2901,3.9335,4118.8,87.653,93.66
7024.4,9414.1,0,2901,5.707,2456.4,82.848,48.422
8364.5,12638,0,2901,6.2269,2337.7,96.332,57.107
15120,11262,0,2901,6.0746,2342.1,89.64,53.625
5736.3,14216,0,2902,4.8421,3146,89.131,57.505
7031.3,9405.9,0,2902,5.5435,2508.3,79.075,46.278
8349.5,12623,0,2902,5.7352,2672.2,105.62,59.995
15122,11255,0,2902,6.0624,2315.3,86.407,53.964
16414,20912,0,2902,5.6519,2844.8,118.85,75.894
5728.7,14221,0,2903,4.9683,3037.6,88.813,62.706
8353,12619,0,2903,5.3018,2851.3,95.904,71.206
15145,11261,0,2903,6.2531,2231.2,86.394,51.229
16405,20913,0,2903,5.8288,2785.2,124.24,103.42
5687.6,14098,0,2904,5.2684,3260.3,131.86,568.1
8358,12622,0,2904,5.197,2989.8,101.85,81.595
20828,21703,0,2904,6.3412,2541.3,127.01,58.83
5617.4,13830,0,2905,4.2408,3907.7,105.27,55.897
7967.3,8722.4,0,2905,6.1433,2286.4,87.517,50.64
8353,12630,0,2905,4.9353,3233,105.76,60.117
20802,21718,0,2905,6.1397,2676.6,128.84,79.14
5613.7,13835,0,2906,4.1095,3941.4,95.302,65.243
7968.5,8723.8,0,2906,5.6157,2520.1,83.731,54.12
8357.8,12623,0,2906,5.0898,3122.6,106.86,62.729
20794,21784,0,2906,4.8686,3532.5,122.35,72.121
5591.9,16354,0,2907,5.7307,2905.1,129.92,111.33
7167.7,16538,0,2907,6.8429,2201.9,111.98,95.142
7976.9,8718.3,0,2907,5.3694,2640.9,81.31,63.947
8371.5,12628,0,2907,5.7944,2591.6,99.535,66.227
14097,21931,0,2907,9.1636,1942.1,120.74,97.115
20789,21815,0,2907,4.9573,3470.3,119.34,46.569
5604.5,13831,0,2908,4.2455,3714.9,90.762,69.178
5600.5,16346,0,2908,5.7857,2840.9,125.68,89.817
7166.8,16562,0,2908,6.2429,2358.7,99.198,67.541
7974.1,8719.1,0,2908,5.798,2427.8,84.546,69.404
8351,12623,0,2908,3.9817,4515.6,124.7,63.634
20820,21805,0,2908,6.4487,2337.2,102.3,78.66
5613.7,13831,0,2909,4.0306,3971.5,90.208,106.25
5592,16355,0,2909,7.3425,2066.2,117.16,91.874
7152.1,16584,0,2909,6.4948,2150.2,88.17,69.305
7975.7,8714.3,0,2909,5.7637,2467.1,86.505,55.966
8369.7,12628,0,2909,3.6546,4871.3,109.87,75.515
11568,17789,0,2909,5.2915,2934.8,102.31,95.955
12542,7875,0,2909,4.4798,3541.2,96.264,79.523
5620.9,13827,0,2910,4.4349,3473.3,88.307,52.391
7974,8714.3,0,2910,5.7158,2446.2,81.954,52.615
8370,12627,0,2910,4.1849,3949.6,100.42,77.828
12542,7872.4,0,2910,4.7801,3269.8,97.54,69.825
12541,7877.3,0,2911,4.8274,3206.6,95.689,69.448
12535,7861.9,0,2912,4.7232,3321.2,97.389,71.383
18526,18403,0,2912,7.1813,2102.8,114.23,79.302
10504,19949,0,2913,5.5507,2800.9,107.49,66.729
12537,7870.9,0,2913,6.458,2230.5,96.743,56.886
18539,18420,0,2913,6.965,2203.5,117.6,45.561
10512,19953,0,2914,6.4973,2302.2,106.99,60.551
10946,5616,0,2914,6.6173,2223.3,99.329,66.761
10516,19959,0,2915,5.6256,2696.6,101.25,86.12
10957,5625.2,0,2915,6.1757,2427.5,99.666,85.314
12538,7882.1,0,2915,6.3196,2243.7,91.521,61.089
12575,10425,0,2915,6.2952,2391.6,100.26,98.061
16689,7950,0,2915,6.0141,2399,90.622,76.114
11997,8365.2,0,2916,6.1279,2542.2,103.61,151.67
12538,7877.4,0,2916,4.7081,3318.6,96.265,83.314
12577,10433,0,2916,6.2225,2399.4,98.047,51.555
16671,7976.6,0,2916,4.0218,4053.7,90.743,73.44
12006,8368.3,0,2917,5.6286,2686.4,90.011,24.283
12539,7870.9,0,2917,4.9939,3025.4,91.704,72.707
12577,10436,0,2917,5.8057,2550.6,91.348,53.236
16686,7977.7,0,2917,3.8475,4308.3,92.62,101.93
12541,7869.4,0,2918,4.4198,3447.3,84.051,78.588
12588,10448,0,2918,6.1435,2412,95.918,44.378
16643,7996.9,0,2918,3.8285,4264.3,89.873,58.791
12588,10436,0,2919,5.7934,2583.3,94.135,37.73
11045,5970.9,0,2920,6.3149,2265.9,93.417,62.052
10914,6102.6,0,2921,6.1655,2329.1,92.021,35.683
12806,18659,0,2921,5.8973,2494.2,95.053,70.355
11023,5995.5,0,2922,5.9072,2447.6,91.107,60.511
11024,5995.2,0,2922,5.8725,2460.8,90.744,61.854
12775,18650,0,2922,4.8845,3199.3,99.149,62.857
16622,17167,0,2923,5.8021,2623.3,104.73,74.14
10198,10750,0,2924,6.057,2843.8,145.39,159.58
10972,19054,0,2924,4.8959,3262.1,102.1,107.48
16630,17152,0,2924,6.2656,2422.6,108.96,62.381
10168,10734,0,2925,8.2191,1842.7,121.76,61.58
11002,18967,0,2925,5.3226,2944.3,105.64,100.16
16620,17145,0,2925,6.2085,2478,112.13,78.022
10997,18978,0,2926,6.3201,2422.8,111.47,81.582
13422,14574,0,2926,5.9852,2712.8,126.67,57.902
16615,17134,0,2926,7.4088,2009.8,111.33,75.418
10972,19013,0,2927,5.7551,2717,109.48,88.799
16626,17158,0,2927,6.6449,2266.6,105.54,53.18
17438,10458,0,2927,6.9039,2174.3,111.33,45.19
10956,19062,0,2928,5.4305,2886.2,105.51,77.198
16625,17140,0,2928,7.2127,2046.1,106.82,66.093
17438,10463,0,2928,6.8483,2229.8,115.43,80.926
10979,18980,0,2929,7.0326,2170.5,116.78,54.742
11116,6155.1,0,2929,6.0113,2313.3,84.557,62.429
11009,18986,0,2930,7.2748,2003.2,106.41,98.131
10971,19036,0,2931,5.3408,2945.6,105.5,86.419
11004,18929,0,2932,5.3735,2954,104.27,65.681
10993,18904,0,2933,4.6007,3916.5,135.07,127
10998,18916,0,2934,4.3771,4167.8,133.4,121.69
11003,18895,0,2935,3.6347,5226.8,125.64,137.25
14643,3683.1,0,2935,6.0832,2391.1,92.864,76.884
10990,18969,0,2936,4.6003,3524.9,103.48,83.644
10980,18962,0,2937,3.6197,5433.8,140.43,105.18
10986,18925,0,2938,4.2283,4500,148.2,137.78
10968,19018,0,2939,3.7659,5159.9,146.06,157.23
10998,18961,0,2940,3.2146,6021.4,124.12,130.81
10981,18946,0,2941,3.9982,4644.7,131.25,96.955
19330,16550,0,2941,6.6563,2269.8,112.09,64.9
11014,18935,0,2942,4.2962,4139.2,128.46,97.887
18074,14648,0,2945,5.4664,2865.4,107.78,86.861
11747,8507.3,0,2946,6.5557,2242.1,100.91,76.772
18071,14638,0,2946,4.5655,3595.7,106.51,69.892
18474,21238,0,2946,6.8333,2052.9,93.284,63.074
8392.9,7446.4,0,2947,4.7458,3127.7,82.725,75.996
8383.5,7456.6,0,2948,5.0066,2997,89.05,110.34
10994,18965,0,2948,6.0685,2561.8,112.56,71.074
11759,8516.1,0,2948,6.5977,2227.1,101.65,87.633
8386.7,7435.9,0,2949,5.0175,2886.9,80.611,57.542
10986,18886,0,2949,5.52,2874.9,109.01,94.501
8388.7,7454.3,0,2950,5.4679,2669.6,88.695,57.663
10982,18987,0,2950,6.0219,2600.5,112.06,93.4
8397.5,7454,0,2951,4.844,3049.8,83.267,83.62
10983,18999,0,2951,6.0199,2552.8,109.29,65.411
11744,8500.9,0,2951,6.733,2194.6,103.55,133.55
11004,18902,0,2952,3.448,5743.1,135.05,90.397
11733,8505.9,0,2952,6.6493,2202.6,100.59,87.787
17874,11425,0,2952,7.2462,2057.6,112.38,80.979
17877,11424,0,2952,7.4275,2010.1,114.29,78.725
10984,18975,0,2953,3.7237,5087.1,135.55,93.901
11747,8488.5,0,2953,6.1306,2452.8,100.61,79.45
10999,18956,0,2954,3.6921,5060.6,128.16,112.09
10987,18976,0,2955,5.7982,2709.1,112.71,77.303
9916.9,20356,0,2956,7.0342,2010.6,96.129,90.363
10994,18981,0,2956,6.7755,2251.9,114.9,78.217
9911.5,20365,0,2957,6.2261,2340.9,96.695,94.05
11057,10871,0,2957,4.7278,3211.8,87.102,93.789
10985,18987,0,2957,6.3798,2409.8,113.17,88.446
9930.8,20369,0,2958,6.7908,2114.3,98.606,107.2
11103,10866,0,2958,4.6216,3287.2,86.003,64.041
17179,17319,0,2958,3.0697,5906.7,95.216,92.051
11062,10854,0,2959,6.1511,2346.9,91.882,66.028
17170,17306,0,2959,3.4852,4919.6,93.629,69.51
11041,10872,0,2960,5.1939,2870,90.072,52.285
17178,17317,0,2960,2.4525,8133.1,95.048,118.18
10994,10870,0,2961,4.908,3075.8,88.985,61.775
17174,17314,0,2961,2.3644,9060.3,117.19,208.66
17178,17306,0,2962,3.0337,5948.8,92.937,103.31
8182.8,9060.8,0,2963,6.2588,2294.8,93.555,129.92
17180,17315,0,2963,2.4722,8313.1,107.93,136.9
8164.2,9060.6,0,2964,5.8515,2653.9,109.86,123.68
10286,5415.4,0,2964,5.4133,2621.3,81.967,74.419
17175,17310,0,2964,2.4975,7992.2,98.913,109.72
8170.9,9059.1,0,2965,5.9812,2597,111.83,100.21
10290,5422.1,0,2965,5.4594,2611.4,83.426,55.875
14382,16543,0,2965,8.0698,2013,147.49,95.75
17183,17312,0,2965,2.4117,9106.2,132.23,192.84
8155.9,9058.6,0,2966,5.6335,2760,106.92,98.408
10270,5410.4,0,2966,6.1096,2280.1,85.607,72.941
13611,7232,0,2966,6.6219,2083.5,88.027,44.258
16656,13183,0,2966,6.0123,2534.1,106.68,99.629
16854,14795,0,2966,5.6118,2719.3,103.92,98.176
17171,17300,0,2966,3.8012,4512,103.48,86.913
10175,10710,0,2967,6.0325,2917.9,156.2,84.377
10275,5403.6,0,2967,5.3508,2697.9,85.648,74.347
10277,5402.3,0,2968,5.1314,2855.5,86.362,60.713
10191,10720,0,2969,7.2344,2255.6,140.04,97.347
13350,4022.4,0,2969,6.3866,2623.9,140.54,77.898
10186,10717,0,2970,6.0073,2942.3,156.91,146.23
13366,4022.4,0,2970,6.2505,2715.7,144.23,109.7
16531,15287,0,2970,5.5983,2754.9,103.96,66.27
16531,15287,0,2970,5.3298,2878.8,99.502,65.604
10198,10714,0,2971,5.98,2850.6,142.02,100.26
11851,19419,0,2971,3.9077,4132,87.541,102.66
15322,11446,0,2971,4.9681,3213.2,107.1,117.95
10191,10716,0,2972,5.6139,3142.4,150.22,124.94
13044,8911.3,0,2972,5.3554,2785.5,91.975,79.354
15318,11441,0,2972,4.9332,3294,111.92,92.988
19174,20402,0,2972,5.6519,2730.3,105.71,76.848
10181,10715,0,2973,6.8396,2365.3,133.89,123.47
13046,8910,0,2973,4.9107,3051.1,86.62,96.441
15332,11449,0,2973,4.8751,3324,110.18,76.547
16291,15310,0,2973,5.2517,2907.4,98.872,91.333
17895,15281,0,2973,4.2401,3803.3,93.705,75.815
9589,18766,0,2974,5.7406,2611.4,99.893,60.235
15347,11462,0,2974,6.1777,2392.7,100.71,62.225
17906,15276,0,2974,3.824,4377.2,95.27,88.816
18613,13670,0,2974,4.6436,3311,89.913,75.244
15346,11465,0,2975,4.7042,3386.7,101.73,97.254
17912,15287,0,2975,3.643,4598.7,90.426,93.038
18618,13681,0,2975,4.5893,3400.2,93.277,66.417
17904,15292,0,2976,5.9893,2360.4,86.556,30.649
18717,13774,0,2976,7.2144,2224.7,134.94,536.5
9076.3,19694,0,2977,6.7527,2139.9,100.7,89.452
10200,10705,0,2977,8.4347,1762.9,118.88,55.062
9073.6,19691,0,2978,6.8368,2084,97.835,102.59
9072,19687,0,2979,7.163,2005.4,102.68,80.876
14403,16508,0,2979,8.5979,1964.7,164.95,181.09
9078.1,19682,0,2980,7.0576,2001.2,97.562,80.114
17734,8853.7,0,2980,4.1291,3835,88.885,62.382
4401.9,17133,0,2981,5.8577,2364.6,80.646,73.332
17732,8851.3,0,2981,3.8298,4198.3,85.978,59.093
4419.6,17131,0,2982,5.5665,2551.6,83.546,66.83
16767,11992,0,2984,7.1441,2020.2,101.64,77.322
16759,11989,0,2985,6.7828,2159.7,102.87,87.707
10953,5615.7,0,2987,6.7023,2110.4,89.591,42.631
10945,5621.7,0,2988,7.2139,1914.5,88.13,59.641
5220.1,11783,0,2989,5.2989,2644.8,77.592,65.667
10336,3463.2,0,2989,6.2308,2239.2,86.336,47.591
10965,5627.6,0,2989,7.1613,1985.2,94.08,73.287
5222.3,11778,0,2990,5.1299,2720.9,74.486,56.245
8598.3,10276,0,2990,6.1637,2410,100.72,149.47
10321,3479.7,0,2990,5.2412,2705.2,77.568,53.556
10322,3479.2,0,2990,5.2521,2693.7,78.127,46.344
10946,5622.6,0,2990,7.1355,1979.4,92.989,72.794
18596,13689,0,2990,2.6938,7104.3,96.924,104.7
5215,11780,0,2991,5.3373,2643.4,79.803,79.098
10326,3488.3,0,2991,5.5236,2588.4,83.853,32.988
10954,5625.9,0,2991,6.9369,2028.5,90.258,59.582
14980,5799.2,0,2991,8.1684,1833.1,118.97,102.46
18588,13685,0,2991,4.1578,3879.3,94.853,69.917
10330,3472.4,0,2992,4.644,3087,72.868,41.717
18578,13679,0,2992,4.427,3645.1,100.59,52.985
10321,3475,0,2993,3.0621,5769.2,85.02,81.108
15641,15145,0,2993,5.4409,2782.3,99.225,90.7
17911,14873,0,2993,8.1724,2008.8,150.87,52.374
18587,13698,0,2993,6.1152,2398.2,99.069,78.568
4479.9,14635,0,2994,3.8883,4125.6,82.937,94.993
10326,3466.7,0,2994,2.4546,8010,86.97,105.73
15781,9990.3,0,2994,5.68,2612.6,93.616,32.95
17939,14895,0,2994,8.3741,2024.2,164.92,97.448
4459.7,14638,0,2995,4.384,3528.8,85.087,88.469
10324,3474,0,2995,3.0673,5737.7,83.752,118.36
9034.7,17742,0,2996,5.9704,2447.8,95.252,73.898
10323,3464.1,0,2996,3.8238,4161.8,80.257,99.386
10726,6303.8,0,2996,5.1876,2841.5,87.728,122.02
16972,10462,0,2996,3.3388,5159.5,91.13,198.94
17952,14889,0,2996,8.7597,1818.9,140.41,115.36
9023,17744,0,2997,6.4826,2278.6,102.18,74.579
10326,3477.7,0,2997,5.3602,2641.4,79.874,65.152
16963,10459,0,2997,2.6931,7223.7,102.96,201.92
17892,14898,0,2997,7.4713,2201.4,146.11,63.253
9020.2,17749,0,2998,5.8573,2511.9,94.544,95.4
15874,12491,0,2998,5.7129,2631.8,98.067,39.974
16964,10461,0,2998,2.4057,8626.1,108.99,326.57
20958,15763,0,2998,5.8929,2827.3,132.69,95.317
9021.4,17735,0,2999,6.2388,2351.7,98.637,79.459
10323,3463.7,0,2999,5.7274,2435.2,80.74,60.421
16953,10452,0,2999,2.8647,6637.7,103.69,175.14
9015.1,17743,0,3000,6.3876,2254.8,95.028,74.325
16952,10457,0,3000,2.8055,6822,103.17,255.3
9019.4,17742,0,3001,5.7621,2562.2,94.608,83.253
16959,10452,0,3001,2.5268,7984.1,106.07,261.79
9039,17741,0,3002,6.1066,2398.2,97.435,67.086
16958,10454,0,3002,2.8568,6574.4,99.04,148.71
9038.9,17736,0,3003,6.0258,2426.2,96.264,68.13
16961,10457,0,3003,2.6196,7518.8,103.1,190.14
9024.2,17753,0,3004,6.81,2120.3,99.391,72.938
13003,2960.2,0,3004,6.4475,2224,92.418,70.634
16956,10451,0,3004,2.8235,6772.1,103.52,228.03
13030,2956.9,0,3005,4.9181,3114.6,93.468,72.801
14200,16448,0,3005,5.9317,2560.2,104.89,55.786
16965,10457,0,3005,2.5455,7875,105.01,272.16
11182,9292.8,0,3006,5.864,2547.6,99.399,72.57
14192,16472,0,3006,6.5585,2233.1,101.08,57.36
16963,10451,0,3006,2.6639,7487.4,110.31,209.17
16959,10447,0,3007,2.7012,7555,121.54,270.29
17646,15295,0,3007,6.6133,2199.7,99.529,49.422
16957,10446,0,3008,2.5654,8127.4,121.69,196.28
17644,15290,0,3008,6.3958,2307.9,101.26,66.688
19513,19456,0,3008,4.5877,3404.6,94.117,75.584
16964,10450,0,3009,2.9359,6735.3,122.09,213.33
17636,15296,0,3009,6.4026,2292.3,100.29,70.235
18417,11126,0,3009,7.5572,2027.4,123.1,64.698
19504,19460,0,3009,4.7214,3294.4,94.845,72.266
16963,10451,0,3010,2.7094,7514.5,121.25,214.3
17642,15303,0,3010,7.0388,2050.7,101.53,44.738
20370,12437,0,3010,4.2874,3736.1,94.499,81.615
16959,10454,0,3011,2.6975,7463.9,116.2,207.72
20369,12436,0,3011,4.1305,3929.6,94.793,71.031
16962,10457,0,3012,2.8737,6548,100.63,240.31
13568,10012,0,3013,7.5577,1904.5,105,90.341
16959,10460,0,3013,2.5603,7816.7,105.53,244.96
20781,15482,0,3013,6.1452,2409.2,96.072,51.523
7028.2,9427,0,3014,6.002,2333.8,85.58,49.918
8362.3,12628,0,3014,5.8052,2523.3,93.559,45.121
13572,10020,0,3014,7.1664,2075.2,111.42,94.508
16960,10467,0,3014,2.5805,7577.6,98.368,177.15
20788,15478,0,3014,3.9418,4340.2,101.65,51.895
7033.9,9433.3,0,3015,5.9641,2372.6,87.392,63.351
8371.9,12643,0,3015,5.1564,2986.2,97.78,86.569
13579,10012,0,3015,7.0781,2107.3,111.53,74.883
16955,10464,0,3015,2.6557,7333.3,101.36,197.43
17054,3801.4,0,3015,7.2324,2074,115.16,74.779
20793,15486,0,3015,4.0508,4186.6,101.93,36.566
5559.6,16055,0,3016,5.6043,2578.4,84.761,84.995
7044.3,9435.8,0,3016,6.0719,2362.1,91.574,53.366
8362.8,12638,0,3016,5.4531,2841.3,104.45,80.484
13564,10007,0,3016,6.2669,2408.7,106.67,94.767
16965,10458,0,3016,2.5896,7650.3,103.4,252.61
20786,15474,0,3016,4.382,3727.2,97.79,55.509
7040.8,9432.7,0,3017,6.1802,2327,93.54,77.754
8362.5,12626,0,3017,5.6329,2665.2,98.011,42.926
13588,10011,0,3017,7.214,2100.6,117.46,84.554
16970,10458,0,3017,2.5911,7569.6,99.693,275.86
19492,16168,0,3017,6.2733,2382.5,101.86,60.13
5556.7,16068,0,3018,5.914,2414.4,84.349,87.991
7027.5,9427.4,0,3018,5.6385,2544.1,87.339,56.459
8364.7,12642,0,3018,5.0263,3062.7,96.191,58.782
16965,10464,0,3018,2.6914,7176.7,100.37,246.35
5551.8,16051,0,3019,5.5755,2566.4,82.664,31.347
7042.2,9423.8,0,3019,5.7055,2574.9,94.011,38.849
8361.7,12628,0,3019,5.3252,2855.2,97.446,63.69
16965,10458,0,3019,2.5944,7683.1,106.04,246.76
7015.5,9427.3,0,3020,5.5757,2601.7,89.413,59.473
8345,12625,0,3020,4.6888,3358,97.875,80.619
11878,8011.8,0,3020,4.0582,4153.9,95.312,108.42
16968,10449,0,3020,2.693,7221.6,102.28,213.9
7039.2,9417.6,0,3021,5.7885,2475.6,88.816,59.464
8337.7,12606,0,3021,6.2053,2389.2,101.78,52.837
11873,8021.4,0,3021,2.9444,6442.5,94.577,79.773
13486,18972,0,3021,6.0476,2365.4,91.435,58.913
16965,10444,0,3021,2.8162,6872.4,107.1,149.5
7036.3,9435.7,0,3022,5.3972,2613,80.013,64.03
7468.3,11863,0,3022,6.6389,2055.5,84.777,47.989
11867,8023.3,0,3022,2.9448,6512.9,98.074,109.37
13468,18981,0,3022,5.7867,2521,93.465,60.687
16962,10456,0,3022,2.6431,7417.9,102.77,272.45
7026.3,9413.6,0,3023,5.4265,2572.2,78.584,88.433
8343,12630,0,3023,6.3177,2280.9,95.461,64.931
11873,8028.8,0,3023,6.212,2366.4,90.686,59.654
16955,10449,0,3023,2.4076,8673.9,111.19,281.01
18674,6365.2,0,3023,3.5145,4859.7,94.282,73.802
7040.4,9422.5,0,3024,5.5175,2554.5,81.588,46.647
11142,5406.3,0,3024,7.4049,1962.2,105.48,96.005
11871,8019.7,0,3024,5.0114,3126.8,92.755,51.044
16959,10459,0,3024,2.5683,7804.6,106.61,217.09
18665,6359.2,0,3024,3.363,5129.8,92.034,100.85
7029.8,9428.5,0,3025,5.0927,2794.6,78.453,43.032
11144,5412.4,0,3025,6.8959,2087.1,98.922,49.65
11880,8012.1,0,3025,6.928,2038.7,88.029,55.091
16958,10456,0,3025,2.6806,7253.5,101.95,208.85
18672,6360.8,0,3025,3.882,4302.9,98.064,63.347
7028.1,9415.7,0,3026,5.9678,2282.3,78.97,52.642
16964,10463,0,3026,2.4303,8362.8,102.68,236.57
18678,6362.8,0,3026,3.4308,5007.9,93.351,69.948
5651.7,14356,0,3027,5.3165,2736.4,84.532,62.07
16956,10460,0,3027,2.6169,7522.5,102.87,182.88
18677,6370.6,0,3027,4.045,4002.7,93.13,56.132
5644.7,14364,0,3028,5.7764,2489.2,87.505,50.165
16957,10459,0,3028,2.6754,7215,99.162,175.67
18676,6368.3,0,3028,3.3461,5109.9,89.118,59.595
5640.6,14357,0,3029,5.6283,2563.4,86.793,38.775
16953,10464,0,3029,3.2307,5385,90.453,139.49
18685,6361.9,0,3029,3.824,4326.2,93.661,41.16
5638.3,14358,0,3030,5.5562,2599.9,86.365,55.24
18682,6363.5,0,3030,3.7994,4331.9,91.553,48.296
21150,18475,0,3030,7.8616,1847.8,109.85,97.288
5649.9,14351,0,3031,5.7511,2477,84.617,51.919
15219,8090.6,0,3031,5.4993,2729.1,98.051,76.663
18683,6357.8,0,3031,3.7216,4376.8,86.326,84.63
5631.1,14364,0,3032,5.5085,2588.4,82.906,76.37
15212,8089.8,0,3032,5.0621,3003.9,95.392,68.208
16379,12876,0,3032,6.9729,2275.3,128.89,51.957
18684,6366.4,0,3032,4.3699,3648.5,95.808,45.48
15209,8077.1,0,3033,5.9544,2435.5,94.083,76.268
18671,6365.2,0,3033,3.3642,5046.4,87.515,65.477
5777.8,14282,0,3034,5.7602,2492.6,82.724,66.607
18603,13705,0,3034,3.9667,4161,97.271,98.441
