"frame","x [nm]","y [nm]","intensity [photons]","loglikelihood" 
6792,23229,9095.9,4803.2,-215.56
6793,23237,9087,2031.3,-186.29
6794,23235,9099.8,1198.6,-164.1
6796,18821,13055,1640.6,-231.33
6798,24531,9669.2,1496.2,-179.22
6799,24527,9672.3,2489,-181.56
6800,24535,9661.4,1148.2,-188.85
6801,24523,9670.9,4330.9,-204.76
6802,24529,9666.1,3640,-203.31
6803,24530,9669.9,3492.5,-215.16
6804,20489,13318,7470.5,-225.47
6805,20526,13260,7362.6,-218.74
6806,20571,13306,5721.8,-191.5
6807,20576,13171,9714.7,-223.35
6807,20581,13276,10042,-223.63
6808,20532,13291,7269.5,-237.85
6836,22710,13395,1197.8,-177.98
6837,22729,13396,3412.8,-246.77
6838,22743,13379,2963.3,-220.61
6841,22733,13410,2009.9,-192.43
6842,22731,13432,1856.1,-204.38
6844,21060,11321,8863.2,-241.99
6844,22736,13423,1773.5,-192.42
6844,24537,10030,1875.1,-181.26
6847,22710,13392,1751.6,-218.38
6848,22728,13401,3187.6,-221.36
6849,22721,13396,1820.4,-180.23
6850,22724,13370,3632.7,-203.83
6851,22713,13392,1780.1,-203.98
6853,22716,13396,3540.3,-224.32
6854,22719,13384,3153.1,-225.43
6855,22670,13414,1315.8,-162.37
6856,22708,13398,1575.6,-200.7
6857,22747,13417,2425.6,-189.83
6861,22705,13385,2057,-180.55
6862,22726,13401,2559.4,-226.1
6863,22719,13393,2948.8,-175.68
6864,22734,13410,2961.9,-180.76
6865,22743,13413,1511.8,-191.54
6879,22942,13834,5626.6,-209.84
6879,22942,13852,4535.7,-218.23
6880,22796,13552,8094.3,-447.46
6880,22822,13648,8869.9,-479.47
6881,18079,11406,2634,-178.53
6881,22723,13399,2961.7,-216.32
6882,18048,11434,1335.5,-182.96
6882,22737,13404,3323.3,-220.77
6883,22739,13404,3092.7,-214.1
6884,22701,13381,3052.1,-206.85
6890,22720,13383,1577.2,-192.33
6891,22723,13405,1930.4,-196.74
6892,22693,13406,1509.8,-173.31
6896,22714,13424,1370,-201.64
6899,23388,14205,2087.8,-204.37
6901,23406,14211,2407.2,-209.08
6902,18063,11416,3047.3,-195.22
6903,18065,11410,1981.2,-183.19
6903,23392,14210,4261.5,-243.55
6904,18075,11420,3503.1,-186.43
6904,20132,9274.1,2346.2,-181.8
6904,23385,14218,3497.4,-397.41
6905,18072,11422,3185.7,-172.23
6905,20159,9292.6,2880.3,-194.46
6906,18057,11421,2720.3,-173.63
6906,20154,9255.1,2103.5,-175.21
6906,22717,13382,3615.5,-224.4
6907,18061,11418,3707.4,-177.68
6907,22733,13415,2673.3,-313.55
6908,18067,11421,2629.9,-171.39
6908,23400,14236,1116.2,-319.03
6909,18070,11413,3580.5,-199.92
6909,23395,14213,5447.8,-299.74
6910,18067,11420,3849.5,-192.57
6910,23396,14235,2707.2,-181.73
6911,18071,11419,3434,-208.42
6911,23420,14252,1023.4,-162.95
6912,18060,11407,2159.9,-190.69
6917,18061,11413,2378.4,-163.4
6918,18067,11426,1275.5,-173.75
6925,18064,11419,1264.5,-172.3
6926,18072,11421,1783.8,-175.32
6927,18067,11420,3852.3,-166.94
6961,23849,13519,3692.6,-242.94
6962,23844,13521,4660.7,-231.95
6963,23844,13533,4180.8,-244.22
6964,23841,13522,3977.7,-222.92
6966,23840,13537,1357.9,-171.39
6967,23829,13534,1568.8,-178.32
6972,23854,13524,2144.9,-214.24
6973,23844,13532,3298.3,-175.24
6974,18203,8941,1236,-180.68
6974,23837,13530,4146.9,-207.23
6978,23833,13523,1679.9,-187.56
6979,23841,13526,4122.2,-209.75
6982,23833,13525,2497.7,-178.65
6983,23833,13529,4226.1,-221.61
6984,23453,13525,5269.7,-468.85
6984,23818,13539,1904.1,-314.66
6985,23815,13515,1272.7,-210.92
6986,23823,13533,2836.8,-226.66
6987,23827,13536,4212.4,-381.91
6988,23804,13535,1494.9,-264.41
6989,23822,13530,1956.2,-189.54
6992,23826,13526,2061.8,-189.72
6993,23828,13511,1064.3,-181.08
6994,23825,13525,4020.5,-253.41
6995,23820,13529,3944.6,-445.91
6996,23812,13525,2674.5,-475.88
6997,23828,13526,4248.9,-495.29
6998,21146,10246,1311.3,-163.94
6998,23828,13522,4138.7,-248.01
6999,21132,10238,3292.4,-219.8
6999,23834,13530,4160.7,-250.13
7001,23000,13566,5434.5,-214.98
7002,22970,13552,6861,-237.96
7024,23532,11930,5321.9,-212.52
7065,23334,11834,3118,-186.3
7066,23339,11828,1544.5,-180.16
7067,17833,11495,1355.2,-156.26
7067,23335,11831,4592,-192.08
7069,21439,14099,2175,-160.92
7069,23341,11827,5574.7,-200.43
7070,23337,11828,5353,-204.27
7071,23353,11822,4250.5,-190.14
7072,21444,14082,1408.6,-188.9
7072,23341,11813,2764.3,-186.15
7073,21439,14106,1435.2,-171.05
7073,22219,12325,4478.5,-221.07
7073,22216,12330,3617.1,-444.86
7073,23338,11821,6248.4,-285.1
7074,22213,12375,10009,-309.56
7074,22214,12384,9457.8,-306.88
7075,22261,12373,3307.1,-301.11
7075,22260,12365,3663,-275.36
7075,23336,11819,2687.2,-283.22
7076,23327,11814,1776.6,-181.98
7077,23328,11804,1039.1,-184.92
7081,22235,12380,6073.2,-260.51
7086,21461,9593.1,1001,-166.69
7087,21471,9587.3,1248.3,-181.5
7088,21518,9608.8,1032.8,-179.64
7091,21487,9594.2,1354.5,-167.22
7092,21505,9610.6,1085.8,-184.62
7094,21507,9606.3,1227.3,-200.55
7101,21476,9591,1079.7,-159.54
7104,21508,9585.8,1109.7,-188.59
7105,21487,9574.2,1179.9,-175.13
7117,23073,12238,2190.2,-161.98
7118,23083,12238,1088.8,-182.09
7121,23063,12229,1608.8,-169.71
7122,23089,12226,2659,-212.43
7123,23070,12232,1559,-179.88
7124,23070,12226,2697.5,-205.05
7125,23089,12228,3141.9,-189.24
7126,23065,12262,1644.1,-199.29
7127,23078,12242,3566.6,-212.64
7129,21054,14433,6458.8,-217.94
7129,21031,14425,6838.2,-230.8
7130,21113,14455,4618.8,-213.61
7131,21072,14450,4940.8,-225.28
7166,23565,12021,7851.1,-208.41
7188,24568,9761.7,11014,-196.89
7193,20409,13415,3072.1,-216.65
7194,20396,13428,3841.8,-169.56
7195,20408,13422,2772.2,-184.3
7196,20407,13412,3628.2,-178.87
7197,20406,13410,3818.3,-199.19
7229,21438,9738.8,3025,-215.31
7231,21379,9812.2,2192.5,-193.69
7238,21239,9733.2,3113.2,-197.98
7244,21290,9669.3,6959.3,-191.67
7245,21372,9739.1,3778.9,-203.85
7256,22234,8509.1,3765.7,-197.5
7257,22234,8511.4,3557.8,-197.9
7258,22227,8511.8,1795.8,-176.08
7271,22978,11570,2359,-218.85
7272,22973,11564,3326.5,-200.4
7273,22951,11594,1118.7,-173.29
7274,22958,11558,2794.3,-196.77
7275,22969,11572,3534.8,-191.89
7276,22974,11562,1484.1,-196.26
7277,22961,11556,1394.2,-176.58
7278,22975,11580,1953.8,-159.79
7283,22560,9776.7,1597.9,-170.87
7326,17675,9127.4,8372.2,-196.12
7340,22174,9411.4,2915.8,-182.78
7341,22187,9405.3,3202.4,-186.36
7342,22185,9416.4,3484.7,-190.67
7343,22191,9418.8,3273.4,-189.68
7344,22189,9423.1,2511.3,-205.59
7345,22490,10792,1805.8,-211.34
7346,22500,10766,3461.2,-196.07
7347,22500,10775,3295.2,-205.93
7348,19759,14605,4661.8,-236.64
7349,19782,14588,4475.6,-242.53
7349,22493,10780,1139.5,-189.31
7350,22499,10773,2185.6,-192.8
7351,19859,14578,3704.7,-208.87
7351,22490,10774,2140.3,-183.98
7352,22485,10770,2613.8,-185.64
7353,19719,14541,3959,-217.35
7354,22483,10784,1308.3,-171.34
7355,22493,10792,1939.4,-180.41
7356,22490,10781,2085.5,-171.47
7357,22485,10783,1401.1,-178
7358,22498,10775,3325.3,-211.6
7421,22307,9844.8,1329.5,-183.92
7422,22296,9829.1,3453.5,-176.04
7423,22297,9835.5,3520.4,-226.49
7424,22273,9830.8,1750.1,-178.84
7425,22295,9816.8,1100.2,-201.43
7426,22273,9821.5,1375.5,-186.95
7444,22729,10026,1602.3,-194.99
7446,21070,8899.1,3103.6,-211.71
7459,21069,8931.2,1238.8,-167.59
7460,21057,8922.6,1756.2,-219.7
7468,21073,8927.6,1925.2,-188.15
7469,21091,8907.4,1873.7,-183.63
7470,21077,8903.5,3325.4,-210.56
7471,21059,8889.3,1130.7,-174.35
7472,21069,8913,3073.2,-245.52
7473,21087,8915.9,3144.4,-195.7
7474,21114,8943.4,3125.5,-213.78
7475,21100,8929.2,3614,-259.48
7476,21101,8931.6,2398.2,-275.04
7485,21060,8929.1,1924.7,-182.95
7486,21069,8877.6,1942.9,-201.61
7487,21058,8905.7,1355.3,-221.23
7496,22225,12588,2064.5,-177.12
7500,22189,10433,1049.7,-150.37
7502,22233,12606,1977.3,-181.62
7508,23200,10642,2485.5,-231.81
7510,22272,12563,1059.9,-186.39
7512,23506,11029,6493.2,-218.99
7514,22184,12608,1033.8,-179.68
7517,22192,12577,1214.1,-220.43
7518,22226,12580,1625.6,-195.8
7519,22267,12587,1358.1,-177.52
7532,21491,11034,1257.8,-185.1
7533,21488,11050,2040.1,-205.6
7534,21476,11049,2100.5,-223.2
7535,22470,10702,1556.3,-221.91
7536,21480,11052,2485.3,-439.33
7536,22465,10687,2501.3,-423.17
7537,21486,11036,1300.6,-299.17
7537,22481,10678,1691.5,-301.91
7538,21489,11043,3228.5,-209.03
7539,21483,11036,3423.3,-236.64
7540,22466,10683,1783.6,-213.6
7541,22249,12573,1474.3,-173.29
7543,22282,12566,1026.1,-180.45
7544,21466,11025,2243.4,-186.76
7544,22221,12597,1302.4,-178.56
7545,22204,12612,1974.4,-208.72
7546,21476,11038,4646.9,-264.48
7547,21487,11049,2607.8,-199.36
7548,21480,11042,2820.2,-209.05
7549,21489,11028,1329.3,-210.96
7552,21472,11041,1899.3,-180.24
7554,21481,11046,4388.5,-250
7555,21474,11045,2465.1,-192.65
7556,21488,11048,3381.3,-215.49
7557,21475,11054,1049.4,-174.71
7558,21484,11042,2972.3,-183.08
7559,21482,11044,2994.5,-197.5
7560,21482,11045,2869.4,-192.26
7561,21491,11048,3383.7,-192.38
7562,21481,11032,1111,-174.41
7563,21473,11079,1030.7,-201.88
7564,21477,11050,2414.5,-180.38
7565,21480,11044,3148.4,-199.69
7567,21482,11050,3874.3,-200.02
7568,21491,11045,3986,-189.35
7569,21480,11045,2413,-211.65
7569,22590,12207,1255.1,-171.2
7570,21477,11043,1436.7,-168.89
7570,22582,12216,1078,-186.51
7570,22632,9779.7,1914.3,-163.15
7571,21483,11055,2410.5,-198.75
7571,22634,9790,1657.3,-186.24
7572,21486,11055,2996,-207.3
7572,22646,9789.6,1667.9,-169.3
7573,21484,11051,2737,-149.66
7575,22654,9775.6,2740.2,-202.95
7593,23273,11935,1015.9,-195.32
7602,22585,12213,1170.7,-197.32
7607,22478,10423,1389.9,-191
7608,22454,10450,1664.8,-209.22
7613,22489,10426,1058.8,-184.27
7617,22488,10439,1073.5,-187.99
7621,19292,9983.9,1469.6,-177.08
7622,19309,9991,1235.8,-160.15
7652,24597,13520,1879,-216.85
7653,24680,13571,3812.4,-258.89
7654,24659,13538,2718.9,-209.31
7656,24702,13577,3113.1,-232.11
7657,24714,13591,1604.9,-190.35
7660,21684,8981.2,1115.9,-183.82
7664,21694,8958.3,1049.4,-187.31
7665,21680,8973.6,1202.3,-142.13
7666,21702,8951.6,1219.4,-190.53
7667,21681,8956.1,1331.2,-169.38
7668,21683,8957.5,1310.5,-185.57
7670,21686,8964.5,1152.6,-182.06
7671,21701,8936.5,1101.1,-211.15
7672,21658,8949.8,1284.2,-182.78
7673,21695,8971.7,1051.9,-202.59
7675,21696,8966.8,1078.9,-186.3
7676,21682,8971,1043.9,-173.57
7677,21689,8979.3,1079.3,-171.5
7682,21676,8958.4,1490.5,-187.3
7683,21667,8982.2,1381.3,-175.81
7693,23250,11037,1041.6,-193.05
7694,23271,11038,2911.3,-216.47
7695,23268,11029,2568.7,-169.05
7696,23257,11021,2808.3,-175.96
7697,23269,11036,2248.2,-184.8
7698,23276,11024,3405.9,-207.06
7699,23258,11026,1807.2,-179.19
7700,23275,11031,3346.8,-202.19
7701,23259,11034,2519.6,-234.46
7702,23279,11025,3102,-188.08
7703,23270,11027,4309,-199.57
7704,23278,11029,3475.3,-188.97
7705,23282,11036,3483.6,-185.67
7706,23272,11025,1684.6,-180.3
7707,23292,11033,2870.6,-200.18
7708,23264,11035,2298.7,-181.9
7709,23254,11038,3475.1,-203.48
7712,21682,8960.9,1038.9,-175.19
7714,21676,8988.7,1060.5,-191.45
7715,21684,8960.9,1014.1,-178.65
7745,18084,10135,2436.2,-196.24
7746,18088,10133,3702.7,-208.53
7747,18079,10123,1120.1,-201.3
7750,20550,8764.9,1516.8,-181.39
7770,20589,8725.9,1978,-198.67
7771,20568,8721.2,3291.4,-239.73
7772,20545,8726.9,3358.2,-195.46
7773,20469,8772,2326.4,-197.52
7774,20467,8740,4512.4,-243.78
7775,20474,8818.8,3602.7,-246.6
7776,20536,8894.6,2557.8,-248.29
7777,23156,9284.9,1257.7,-168.47
7778,23163,9278.4,1926.9,-204.64
7780,21082,8900.4,1126.9,-184.8
7781,21041,8897.1,1990.7,-235.83
7844,21995,10341,1088.4,-178.04
7847,21989,10322,2285.9,-209.09
7848,21990,10321,1440.9,-199.81
7852,23369,10995,2732.5,-192.91
7853,23366,10998,1817.6,-190.64
7854,23376,10977,4705.3,-202.73
7855,23359,10991,3225.2,-178.73
7856,23375,10993,2894.5,-210.69
7870,19510,10245,8361.4,-242.01
7878,23053,12119,3601.3,-223.97
7879,23048,12116,4972.9,-273.21
7880,23046,12107,4906.4,-230.34
7881,23072,12129,1805.9,-237.65
7883,23038,12104,5299.8,-273.31
7884,23032,12094,1948.7,-239.81
7885,20543,12266,1932.1,-165.62
7886,20532,12262,1692.8,-173.28
7887,20544,12248,1779.4,-166.16
7888,20543,12252,1598,-207.65
7889,18806,15192,4425.2,-242.2
7889,20540,12248,1860.3,-178.17
7890,20532,12253,1582.5,-172.44
7891,20542,12241,2220.4,-193.8
7892,20559,12270,1864.6,-193.52
7893,18786,15164,2159,-194.26
7893,20517,12256,1639.5,-185.28
7894,18821,15135,3356.4,-198.18
7894,20521,12256,1711.4,-186.65
7895,20535,12253,1417.5,-163.1
7896,21951,13808,2772.8,-200.51
7897,21950,13802,2733.3,-181.63
7898,21954,13796,3509.4,-186.58
7901,21954,13787,3080.1,-185.23
7903,21963,13785,1011.2,-195.65
7906,21937,13802,2518.6,-171.9
7907,21955,13796,3123.3,-195.52
7908,21949,13795,3509.9,-183.05
7909,21962,13787,2756,-160.09
7910,21949,13797,2477.6,-184.93
7911,21943,13788,1615.5,-166.01
7914,21959,13803,1020.6,-201.61
7916,21928,13803,1506.3,-177.96
7919,21945,13810,2468,-166.7
7920,21956,13795,3525.4,-197.88
7921,21952,13794,3237.1,-174.58
7922,21942,13798,3107.7,-160.35
7925,21946,13799,2714.7,-188.57
7926,21962,13799,1955.3,-199.31
7927,21940,13794,1429.8,-160.41
7928,21955,13809,1777.6,-172.39
7929,21944,13810,2712.5,-178.35
7961,19947,14134,2519.1,-211.74
7962,19947,14137,2202.9,-203.35
7963,19958,14135,2683.9,-191.94
7964,19948,14145,3066.3,-192.28
7965,19953,14149,2363.8,-219.05
7966,19942,14141,2430.2,-201.16
7967,19940,14136,3041.8,-225.38
7968,19938,14139,2428,-216.26
7969,19949,14136,2897.2,-216.3
7970,19948,14140,3022.4,-214
7971,19941,14132,3470.3,-254.08
7972,19942,14130,3114.2,-223.38
7973,19943,14124,3142.7,-241.24
7974,19947,14153,2158.5,-189.5
7975,20766,13048,5211.2,-220.56
7976,19962,14142,1484.8,-412.28
7976,20775,13049,5701.2,-183.1
7977,19954,14145,1795.2,-385.19
7977,20770,13048,4668,-224.75
7981,22453,9504.8,11887,-235.59
7982,20767,13055,4009.5,-206.1
7983,20770,13055,5402.8,-199.75
7989,20752,13050,2294.8,-167.49
8066,23291,10872,3889.8,-181.12
8067,23309,10865,3579.7,-211.63
8068,23291,10876,2232.1,-184.86
8097,21152,9072.5,1708,-174.21
8098,21140,9055.6,1617.8,-198.16
8100,21143,9054.7,2764.1,-211.05
8101,21156,9027.5,1016.3,-187.11
8102,21155,9049.7,3556.9,-254.46
8103,21141,9043.2,3101.5,-224.18
8128,19242,13984,3145.3,-166.68
8129,19271,13960,3231.2,-210.05
8130,19315,13980,3375.1,-190.18
8132,19314,13992,2740.6,-209.87
8134,19302,14003,3498,-177.75
8135,19312,14034,3382.4,-161.99
8137,19281,14013,2831,-182.27
8138,19301,14022,2544.8,-227.35
8139,19291,14025,2414.1,-167.03
8140,19294,14039,2685.6,-189.77
8142,19299,14044,2223.9,-181.81
8143,19265,14018,3210.5,-182.77
8158,22215,12277,1482.8,-187.72
8159,22238,12270,2497.6,-206.37
8160,22233,12279,1954.4,-187.62
8172,23557,10760,3789.6,-195.28
8173,23555,10756,3239.1,-182.82
8262,19304,13854,4198,-241.65
8263,19267,13853,4336.5,-248.04
8264,19270,13831,4582.2,-221.8
8265,19297,13836,2432.8,-237.78
8281,18933,14148,3024.1,-181.3
8282,18977,14103,1768.6,-179.52
8283,18969,14128,2656.6,-196.13
8284,18953,14129,4127.1,-206.5
8289,18951,14157,3727.8,-214.41
8290,18946,14147,2757.8,-208.39
8316,24139,10715,4501.6,-210.27
8318,24150,10725,6371.2,-221.08
8354,21635,14790,1453.8,-193.03
8355,21616,14746,1396.2,-169.14
8359,21597,14768,2678,-215.54
8360,21597,14785,2291.7,-224.03
8364,21604,14788,1436.8,-203.25
8365,21597,14789,2097.8,-212.19
8369,21602,14784,1999,-226.61
8370,21594,14792,2232.1,-213.01
8370,24540,12371,1728.7,-196.78
8371,21603,14800,2314.9,-229.66
8371,24538,12381,2684.3,-197.73
8372,21612,14799,3884.8,-212.8
8372,24530,12379,1773.3,-173.98
8373,24541,12384,1580,-216.68
8375,21605,14798,3709.2,-239.93
8377,21600,14777,2250.7,-213.69
8378,21586,14765,1485.2,-202.82
8382,21617,14781,3922.7,-226.83
8386,21609,14800,3691.3,-255.54
8387,21717,14881,4087.7,-205.32
8388,21702,14920,2569.9,-217.32
8390,20716,13374,1316.1,-195.06
8418,22923,10482,2906.8,-192.44
8478,18221,10270,1884.8,-228.39
8537,19739,12542,1282.3,-176.04
8538,19747,12526,2060.5,-206.87
8539,19731,12549,2338,-204.05
8540,19737,12541,1740.6,-198.02
8542,19750,12554,2681.4,-196.33
8543,19726,12535,1634.9,-207.94
8545,19741,12529,4049.8,-269.58
8546,19754,12554,3438.8,-233.83
8603,20230,14885,1521.6,-221.44
8619,22713,12211,1627.9,-171.87
8620,22731,12186,2070.3,-185.1
8621,22715,12195,2317.4,-188.47
8647,22925,12095,1105.3,-176.45
8711,20120,14478,1107.2,-190.29
8714,20133,14520,2233.2,-187.33
8715,20123,14521,1094,-168.5
8716,20120,14524,1704.6,-203.58
8717,20119,14497,1334.9,-197.04
8718,20118,14510,1779.6,-185.12
8719,20153,14524,1055.7,-190.96
8720,20121,14493,2339.3,-199.81
8721,20130,14498,1555.2,-204.72
8722,20117,14509,1678.2,-199.86
8723,20106,14495,1454.1,-181.39
8724,20127,14517,1267.7,-173.25
8725,20115,14492,1805.1,-187.68
8726,20120,14500,1530.6,-191.37
8727,20112,14507,2063.3,-227.04
8728,20124,14502,1863.6,-181.24
8729,20117,14496,2223.7,-206.54
8730,20120,14505,1920,-191.44
8731,20121,14492,1446.5,-198.76
8732,20126,14505,1164.9,-211.47
8733,20149,14497,1450.6,-164.8
8734,20126,14516,1419.4,-166.92
8735,20147,14517,1399,-221.84
8782,18940,13598,2997.4,-202.34
8783,18917,13605,4373.8,-182.76
8784,21599,13429,1543.4,-164.14
8785,18904,13585,4035.6,-198.97
8786,18895,13570,3963.5,-202.29
8787,18896,13583,3466.3,-199.34
8788,18919,13638,1803.6,-206.64
8789,18923,13611,3467.4,-190.3
8790,18927,13591,1394.6,-191.8
8791,18903,13588,3491.7,-215.11
8792,18911,13617,3353.5,-193.39
8793,18905,13603,4167.9,-198.77
8795,18919,13586,2001.9,-186.72
8797,17688,8853.2,2290.1,-189.36
8798,17682,8899.9,2618.9,-174.95
8799,17696,8878.4,2641.3,-176.69
8800,17684,8850.9,1921.4,-179.07
8801,17692,8806.7,1983.4,-180.05
8801,23875,11594,1545.7,-199.48
8802,17664,8848.2,3273.7,-199.41
8803,17730,8804.1,1765.8,-195.72
8804,17659,8867.2,3394.4,-154.57
8805,17680,8872.7,2785.7,-209.07
8806,17690,8899.1,3377.6,-180.27
8807,17719,8882.8,2337.2,-209.38
8808,17682,8884.4,1777.1,-211.91
8814,17675,8848.6,1251.7,-176.97
8815,17685,8838.7,2114.6,-202.39
8816,17682,8864.2,1794.9,-182.86
8817,17724,8866.2,2149.6,-183.09
8818,17699,8886.8,2957.8,-180.66
8819,17691,8845.1,2468.6,-198.05
8820,17679,8860.7,2692.3,-213.46
8820,23458,9960.7,1337.6,-175.45
8821,17695,8852.7,2494.3,-190.57
8822,17704,8836.5,2545.1,-200.46
8823,17671,8845.9,3231.9,-192.1
8824,17760,8899.9,2977.4,-188.31
8825,17673,8851,2426.6,-172.34
8826,17732,8868.3,2201.1,-174.48
8827,17687,8840.3,2161.4,-192.42
8828,17698,8870.9,2952.7,-165.61
8829,17682,8856.1,1862.4,-189.69
8830,17709,8884.7,2546.2,-198.2
8831,17672,8855.6,2367.7,-208.71
8833,17677,8884,1900,-173.8
8834,17685,8861.4,3581.3,-220.42
8835,17650,8867.9,3054.4,-183.99
8836,17657,8873.9,2302.5,-189.1
8837,17669,8867.9,2309.7,-183.54
8838,17698,8846.3,2211,-205.73
8839,17674,8846.1,1772.1,-193.44
8840,17687,8855.5,2025.5,-177.89
8841,17688,8886,1872.8,-196.04
8842,17697,8900.3,2640.8,-207.1
8843,17644,8839.1,2220,-203.2
8867,22050,14702,1162.7,-204.39
8868,22049,14694,1810.3,-165.24
8872,22027,14674,1886.4,-180.55
8873,22058,14700,2251,-186.04
8878,20667,12904,2265.4,-171.72
8879,20673,12913,3239.8,-200.99
8879,22030,14686,1383.8,-222.48
8880,20681,12906,2053.8,-172.1
8881,20674,12908,2362.3,-197.1
8882,20671,12917,2733.8,-177.18
8883,20669,12914,2865.4,-190.42
8883,22033,14706,1024.6,-182
8884,20663,12907,3085,-168.99
8884,22037,14691,2179.5,-187.06
8885,20674,12910,2892.2,-196.7
8886,20672,12910,2541.4,-176.86
8889,22058,14670,1277.7,-198.49
8890,22042,14678,2235.8,-195.29
8891,22039,14679,3707.5,-193.67
8892,22041,14690,2519.1,-200.21
8893,22046,14683,3981,-203.27
8902,22045,14691,3558.5,-230.92
8903,22042,14686,3851.7,-182.78
8904,22039,14676,3998.7,-224.67
8906,22040,14679,3035.1,-200.78
8907,22038,14684,2107.3,-191.44
8909,22023,14690,1147.5,-187.37
8911,22045,14701,3021,-186.35
8915,22043,14699,1574.4,-158.53
8919,22036,14696,3030.5,-182.21
8921,22043,14705,1881.2,-192.14
8922,22041,14685,2869.8,-223.18
8992,23009,13862,1709.2,-196.84
8993,23002,13871,2858.3,-209.21
8994,23010,13862,2654.9,-212.12
8995,22996,13859,2107.1,-174.33
8998,21376,12232,1157.6,-148.7
9008,21377,12220,1198.6,-158.12
9009,21365,12231,1053.9,-168.2
9010,21371,12227,1408.8,-215.29
9013,21369,12228,1451.9,-202.98
9015,23156,11917,1462.4,-200.02
9016,23150,11916,2322.8,-228.61
9018,23167,11917,2813.8,-202.7
9028,21360,12192,1340.2,-232.26
9029,21007,11941,1723.7,-192
9032,23151,11894,1148.3,-170.26
9033,20995,11939,1158.8,-175.66
9033,23163,11902,4309.4,-199.36
9034,23162,11913,2136.1,-210.27
9035,23156,11904,2327.8,-207.51
9038,23157,11914,2786.1,-227.96
9039,23158,11908,4032.8,-217.99
9040,23170,11911,3495.6,-193.37
9041,23168,11920,2991.4,-198.75
9043,23177,11907,2887.9,-212.09
9044,23173,11913,4237.6,-181.98
9045,23174,11894,1531.9,-190.41
9046,23163,11911,3713.2,-193.34
9048,23162,11921,2831.2,-171.36
9049,23160,11911,1316.1,-163.62
9051,23173,11907,1794.1,-173.14
9052,23159,11913,2506.5,-198.71
9053,23167,11901,1213.1,-192.38
9054,23177,11907,3000.5,-151.71
9058,23170,11909,2795.1,-207.6
9059,23163,11911,2140.7,-183.17
9060,23163,11919,1207,-173.73
9061,23168,11911,2426.2,-220.36
9062,23184,11911,1673.8,-165.66
9065,23162,11916,1455,-204.25
9066,23174,11911,3865.2,-197.37
9067,18629,12265,1610,-184.81
9067,23138,11916,1500,-217.67
9068,23156,11915,2003.4,-200.36
9069,18642,12263,1291.1,-180.42
9070,23176,11923,3582.1,-191.37
9071,18609,12297,1231.6,-194.89
9071,23178,11915,3005.2,-162.76
9072,23169,11911,3536.4,-174.34
9073,23167,11912,3452.8,-219.3
9074,18618,12240,1232.7,-191.03
9074,23163,11915,3506.1,-175.7
9075,23172,11916,3553.3,-205.55
9076,18606,12251,1065.7,-205.25
9076,23169,11922,3185.8,-206.62
9079,18613,12245,1080.2,-191.74
9083,18618,12225,1168.4,-204.69
9084,18639,12261,1129.6,-187.08
9085,18625,12251,1098.6,-198.96
9086,18613,12256,1071.8,-220.46
9089,18631,12259,1053.9,-184.04
9090,18613,12217,1165.1,-168.4
9091,18587,12225,1270.3,-173.12
9094,18609,12250,1117.1,-197.52
9096,18585,12258,1083.2,-173.18
9097,18608,12254,1150.2,-189.87
9103,18613,12276,1120,-168
9108,18627,12269,1284.7,-191.64
9111,18641,12266,1020.4,-204.82
9115,18598,12262,1129,-194.55
9118,18557,12228,1465.5,-189.41
9120,18615,12230,1021.9,-184.31
9121,18608,12229,1129.5,-159.91
9123,23915,11076,1694.2,-231.09
9124,18627,12242,1062.6,-175.29
9124,23900,11081,1473.5,-179.05
9125,18575,12241,1137.8,-170.86
9127,18593,12242,1198.8,-184.99
9128,18591,12250,1298.9,-171.02
9294,22884,11485,3524,-222.89
9297,22857,11507,2700.7,-190.95
9298,22840,11499,3594,-184.63
9301,22854,11565,1174.1,-191.95
9307,22844,11498,3107.9,-181.86
9331,18862,13065,1814.6,-203.51
9332,18876,13040,1206.2,-199.2
9393,17911,14684,4756.6,-222.74
9394,17920,14662,5988.7,-227.29
9395,17903,14668,3165.7,-219.86
9395,17899,14686,3722.6,-211.9
9396,17928,14641,4818.9,-200.07
9396,17932,14645,5079.2,-195.04
9398,17908,14658,6328.7,-220.74
9426,20742,12081,5689.2,-258.56
9426,20741,12081,5789.3,-265.51
9464,22849,13565,3043,-184.39
9469,22218,14728,4526.7,-188.62
9470,22187,14674,6523.2,-213.31
9470,22184,14684,6514,-238.83
9471,22189,14702,4106.6,-222.21
9472,22202,14679,4575,-208.27
9472,22200,14692,3966.6,-226.75
9473,22170,14750,1734.1,-205.26
9475,22184,14704,2839,-187.63
9476,22230,14680,4465.1,-198.01
9476,22223,14694,4161.5,-199.36
9477,22248,14700,2982.5,-210.46
9478,22201,14696,4666.9,-219.93
9478,22199,14691,4667.8,-220.99
9479,22213,14695,5666.7,-197.05
9479,22215,14695,4915,-189.9
9480,22206,14715,3844.3,-236.49
9481,22199,14712,3528,-194.89
9482,22234,14722,2584,-210.83
9483,22237,14696,3785.1,-194.92
9483,22233,14708,4169.9,-209.38
9485,22207,14710,5258.1,-201.7
9485,22203,14714,5312.3,-204.34
9509,22440,12721,3526.5,-195.22
9510,22365,14867,5352.8,-201.64
9510,22364,14874,5030.5,-213.37
9510,22431,12708,2816.9,-182.61
9511,22346,14880,3015.7,-204.12
