,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx,dy
65,10201.22067655701,83612.55142681845,0,513,22.418000000000003,421.49,57.46,55.247,148.64,0.7793234429908897,-2.551426818451655
66,16551.220676557008,68894.55142681845,0,513,19.973,374.29,56.652,76.056,128.26,0.7793234429908897,-2.551426818451655
67,25263.220676557008,42083.55142681845,0,513,13.684000000000001,667.17,62.415,38.738,133.78,0.7793234429908897,-2.551426818451655
68,34789.22067655701,67927.55142681845,0,513,15.565,568.01,57.156000000000006,32.516,139.67,0.7793234429908897,-2.551426818451655
69,47827.22067655701,13795.551426818452,0,513,14.898,506.28,58.76,79.71600000000001,123.14,0.7793234429908897,-2.551426818451655
70,54974.22067655701,45754.55142681845,0,513,17.480999999999998,398.08,62.56100000000001,56.993,115.64,0.7793234429908897,-2.551426818451655
71,25289.23152662596,42083.54083477923,0,514,10.389000000000001,997.49,56.718,88.93700000000001,145.51,0.7684733740382834,-2.5408347792324983
72,34822.23152662596,67929.54083477923,0,514,17.022000000000002,680.18,58.875,81.911,165.48,0.7684733740382834,-2.5408347792324983
73,47748.23152662596,66033.54083477923,0,514,18.023,554.32,57.443999999999996,58.09,152.37,0.7684733740382834,-2.5408347792324983
74,47814.23152662596,13794.540834779233,0,514,12.569,656.35,56.683,65.884,129.97,0.7684733740382834,-2.5408347792324983
75,55003.23152662596,45732.54083477923,0,514,17.485,463.17,62.818999999999996,85.1,128.42,0.7684733740382834,-2.5408347792324983
76,10196.242306400187,83580.5302770823,0,515,23.131999999999998,357.57,56.383,76.653,137.23,0.7576935998134762,-2.5302770823028125
77,25271.242306400185,42097.530277082304,0,515,13.249,760.62,60.092,60.294,144.76,0.7576935998134762,-2.5302770823028125
78,34802.242306400185,67910.5302770823,0,515,19.625,408.94,59.918,105.27,131.54,0.7576935998134762,-2.5302770823028125
79,47703.242306400185,66024.5302770823,0,515,16.476,360.35,62.293,68.311,104.62,0.7576935998134762,-2.5302770823028125
80,47818.242306400185,13793.530277082304,0,515,15.639000000000001,632.56,53.611999999999995,39.805,152.14,0.7576935998134762,-2.5302770823028125
81,54955.242306400185,45741.530277082304,0,515,21.909000000000002,313.68,64.696,63.193000000000005,115.33,0.7576935998134762,-2.5302770823028125
82,16560.253016029354,68939.51975367786,0,516,14.952,847.33,52.526,79.565,178.9,0.7469839706473821,-2.5197536778573957
83,34821.25301602935,67942.51975367786,0,516,15.282,576.95,58.141999999999996,70.601,138.56,0.7469839706473821,-2.5197536778573957
84,47831.25301602935,13779.519753677858,0,516,16.976,767.36,52.776,61.022,182.15,0.7469839706473821,-2.5197536778573957
85,54991.25301602935,45741.51975367786,0,516,15.328,474.27,61.8,56.916000000000004,118.59,0.7469839706473821,-2.5197536778573957
86,14600.26365566313,50530.50926451609,0,517,18.959,470.87,56.111000000000004,63.805,143.03,0.7363443368709175,-2.5092645160910467
87,16553.26365566313,68898.50926451609,0,517,18.854,687.59,54.917,55.355,183.55,0.7363443368709175,-2.5092645160910467
88,25274.26365566313,42079.50926451609,0,517,13.186,511.75,60.919,83.31700000000001,108.25,0.7363443368709175,-2.5092645160910467
89,34828.263655663126,67977.50926451609,0,517,19.664,473.87,59.358000000000004,54.231,145.7,0.7363443368709175,-2.5092645160910467
90,34827.263655663126,67978.50926451609,0,517,21.666999999999998,367.17,62.347,54.13399999999999,130.28,0.7363443368709175,-2.5092645160910467
91,47738.263655663126,66035.50926451609,0,517,17.526,511.11,57.724,38.825,141.74,0.7363443368709175,-2.5092645160910467
92,47798.263655663126,13813.509264516091,0,517,16.452,461.26,57.272,47.266000000000005,125.54,0.7363443368709175,-2.5092645160910467
93,54988.263655663126,45787.50926451609,0,517,18.254,324.05,62.159,60.988,103.51,0.7363443368709175,-2.5092645160910467
94,14595.274225451185,50520.4988095472,0,518,16.447,507.91,59.608000000000004,61.72,133.05,0.7257745488149971,-2.4988095471985647
95,16553.274225451187,68927.49880954719,0,518,15.790999999999999,620.93,55.391000000000005,55.655,150.74,0.7257745488149971,-2.4988095471985647
96,25253.274225451187,42090.4988095472,0,518,23.884,339.32,64.105,76.123,127.42,0.7257745488149971,-2.4988095471985647
97,34824.27422545118,67920.49880954719,0,518,16.793,724.15,57.066,48.96,171.38,0.7257745488149971,-2.4988095471985647
98,47731.27422545118,66018.49880954719,0,518,19.706,333.61,60.806000000000004,86.837,114.35,0.7257745488149971,-2.4988095471985647
99,47810.27422545118,13797.498809547198,0,518,17.136,417.62,61.675,61.706,118.51,0.7257745488149971,-2.4988095471985647
100,14619.28472554319,50575.48838872137,0,519,14.762,554.44,58.567,64.89699999999999,130.34,0.7152744568105363,-2.4883887213747453
101,16573.284725543188,62720.48838872137,0,519,18.699,491.53,52.211000000000006,49.297,149.04,0.7152744568105363,-2.4883887213747453
102,34855.28472554319,67977.48838872138,0,519,20.07,499.58,59.255,45.643,152.43,0.7152744568105363,-2.4883887213747453
103,47726.28472554319,66013.48838872138,0,519,16.73,336.32,61.733000000000004,85.11399999999999,101.22,0.7152744568105363,-2.4883887213747453
104,47832.28472554319,13799.488388721375,0,519,20.349,377.5,55.641000000000005,53.848,129.8,0.7152744568105363,-2.4883887213747453
105,54951.28472554319,45783.48838872137,0,519,20.214000000000002,348.98,59.83,48.92100000000001,119.18,0.7152744568105363,-2.4883887213747453
106,14611.295156088812,50534.47800198881,0,520,13.663,608.81,59.196999999999996,68.521,130.56,0.70484391118845,-2.47800198881439
107,34796.29515608881,67942.47800198881,0,520,17.834,514.48,58.68600000000001,67.85,143.83,0.70484391118845,-2.47800198881439
108,47759.29515608881,66043.47800198881,0,520,24.219,348.86,62.31,48.37,136.29,0.70484391118845,-2.47800198881439
109,47827.29515608881,13805.478001988815,0,520,16.035,604.96,58.058,71.097,147.42,0.70484391118845,-2.47800198881439
110,54986.29515608881,45779.47800198881,0,520,23.601,266.98,60.744,67.95100000000001,110.79,0.70484391118845,-2.47800198881439
111,14611.30551723772,50547.46764929971,0,521,21.048000000000002,439.54,56.04600000000001,74.798,147.5,0.6944827622796539,-2.4676492997122947
112,16542.30551723772,68946.46764929971,0,521,20.679000000000002,406.5,60.644,49.646,136.35,0.6944827622796539,-2.4676492997122947
113,25275.30551723772,42051.46764929971,0,521,19.349,478.93,58.095,42.608999999999995,143.2,0.6944827622796539,-2.4676492997122947
114,34831.30551723772,67929.46764929971,0,521,24.244,262.76,62.398999999999994,66.444,112.74,0.6944827622796539,-2.4676492997122947
115,47675.30551723772,66012.46764929971,0,521,18.836,347.37,59.411,68.345,114.54,0.6944827622796539,-2.4676492997122947
116,54981.30551723772,45728.46764929971,0,521,20.278,356.89,61.606,48.548,120.9,0.6944827622796539,-2.4676492997122947
117,7880.1158091395855,63516.457330604266,0,522,17.422,405.63,55.978,63.138999999999996,122.29,0.6841908604150625,-2.4573306042632583
118,10177.315809139585,83583.45733060426,0,522,7.5407,1331.0,61.871,104.0,135.66,0.6841908604150625,-2.4573306042632583
119,16547.315809139585,68915.45733060426,0,522,18.215,397.63,61.718,65.21300000000001,121.67,0.6841908604150625,-2.4573306042632583
120,25269.315809139585,42077.457330604266,0,522,18.754,541.47,56.053999999999995,35.812,152.94,0.6841908604150625,-2.4573306042632583
121,10145.326031944074,83559.44704585266,0,523,21.733,406.32,58.318000000000005,55.215,140.68,0.6739680559255918,-2.447045852662078
122,14635.326031944074,50547.44704585266,0,523,18.725,508.1,57.452,53.178999999999995,147.66,0.6739680559255918,-2.447045852662078
123,25277.326031944074,42113.44704585266,0,523,21.875,410.21,61.49,118.02,138.36,0.6739680559255918,-2.447045852662078
124,34829.326031944074,67956.44704585266,0,523,20.666999999999998,482.55,56.483999999999995,16.473,154.83,0.6739680559255918,-2.447045852662078
125,14656.336185800857,50567.436794995105,0,524,15.290999999999999,884.34,55.242,98.273,181.51,0.663814199142157,-2.4367949951035537
126,16578.336185800857,68942.4367949951,0,524,18.500999999999998,553.17,55.326,55.911,156.72,0.663814199142157,-2.4367949951035537
127,25265.336185800857,42086.436794995105,0,524,11.663,771.58,60.505,57.63399999999999,131.53,0.663814199142157,-2.4367949951035537
128,34827.33618580086,67963.4367949951,0,524,14.749,788.32,55.407,54.395,166.52,0.663814199142157,-2.4367949951035537
129,47764.33618580086,66037.4367949951,0,524,22.366,434.75,59.582,61.986000000000004,150.81,0.663814199142157,-2.4367949951035537
130,54985.33618580086,45761.436794995105,0,524,20.724,325.89,62.803999999999995,52.217,114.46,0.663814199142157,-2.4367949951035537
131,16550.346270859605,68916.42657798178,0,525,13.785,1007.5,51.52,69.266,186.21,0.6537291403956726,-2.426577981782484
132,34817.346270859605,67960.42657798178,0,525,14.561,461.54,61.168,70.399,113.62,0.6537291403956726,-2.426577981782484
133,14678.356287269982,50552.41639476289,0,526,9.8926,1041.0,58.942,85.141,145.28,0.6437127300170546,-2.4163947628936655
134,25271.356287269984,42101.41639476289,0,526,12.493,672.42,59.536,52.853,126.77,0.6437127300170546,-2.4163947628936655
135,7842.2662351816625,81369.40624528863,0,527,11.054,804.35,60.797,67.045,133.39,0.6337648183372178,-2.4062452886318972
136,14664.366235181662,50555.40624528863,0,527,12.297,882.76,57.246,53.099,155.42,0.6337648183372178,-2.4062452886318972
137,16540.366235181664,68941.40624528863,0,527,19.833,443.63,58.42100000000001,50.913999999999994,141.33,0.6337648183372178,-2.4062452886318972
138,25221.366235181664,42089.40624528863,0,527,18.345,393.7,63.601000000000006,75.42699999999999,116.45,0.6337648183372178,-2.4062452886318972
139,34807.36623518166,67918.40624528863,0,527,20.055999999999997,336.78,62.315,66.882,116.08,0.6337648183372178,-2.4062452886318972
140,47737.36623518166,66033.40624528863,0,527,21.415,504.19,57.662,55.55,160.2,0.6337648183372178,-2.4062452886318972
141,54977.36623518166,45771.40624528863,0,527,18.519000000000002,372.64,60.803999999999995,77.889,116.25,0.6337648183372178,-2.4062452886318972
142,7856.376114744313,81401.39612950919,0,528,15.739,801.25,52.532,80.98100000000001,179.21,0.6238852556870773,-2.396129509191977
143,14637.376114744313,50537.396129509194,0,528,11.360999999999999,783.95,61.777,71.33800000000001,132.31,0.6238852556870773,-2.396129509191977
144,16579.376114744315,68948.39612950919,0,528,19.659000000000002,576.16,54.72,61.662,168.02,0.6238852556870773,-2.396129509191977
145,7861.685926107602,81366.38604737476,0,529,10.844000000000001,831.25,59.45399999999999,55.305,134.88,0.6140738923975488,-2.386047374768704
146,14671.385926107603,50538.38604737477,0,529,15.937000000000001,532.66,55.446999999999996,49.226000000000006,136.5,0.6140738923975488,-2.386047374768704
147,25252.385926107603,42093.38604737477,0,529,16.55,464.56,59.218,69.73,122.61,0.6140738923975488,-2.386047374768704
148,47771.3859261076,66037.38604737476,0,529,23.305,342.12,63.287,55.948,130.02,0.6140738923975488,-2.386047374768704
149,69795.3859261076,29353.38604737477,0,529,23.342,255.51,62.50899999999999,76.124,104.91,0.6140738923975488,-2.386047374768704
150,14660.395669421201,50563.37599883556,0,530,14.383,558.65,61.465,39.839,126.66,0.6043305787995472,-2.375998835556875
151,34824.3956694212,67979.37599883556,0,530,20.93,455.07,61.233000000000004,55.131,147.19,0.6043305787995472,-2.375998835556875
152,47747.3956694212,66040.37599883556,0,530,19.833,416.48,57.371,49.113,135.7,0.6043305787995472,-2.375998835556875
153,10158.405344834777,83593.36598384175,0,531,24.291999999999998,352.35,59.346000000000004,39.491,138.4,0.594655165223988,-2.36598384175129
154,14682.405344834777,50549.36598384175,0,531,13.545,805.5,53.765,48.986999999999995,160.26,0.594655165223988,-2.36598384175129
155,16596.405344834777,62638.36598384175,0,531,20.326,417.08,56.751999999999995,61.001999999999995,138.86,0.594655165223988,-2.36598384175129
156,25298.405344834777,42067.36598384175,0,531,16.095,558.62,58.813,42.62,137.84,0.594655165223988,-2.36598384175129
157,34844.40534483478,67921.36598384175,0,531,19.842,341.83,59.891999999999996,61.479,117.63,0.594655165223988,-2.36598384175129
158,47734.40534483478,66037.36598384175,0,531,17.211,485.41,59.878,52.294,133.65,0.594655165223988,-2.36598384175129
159,69767.40534483477,29383.36598384175,0,531,19.233,389.68,56.675,50.762,125.48,0.594655165223988,-2.36598384175129
160,7840.314952497998,81360.35600234354,0,532,8.8306,1046.6,58.716,76.92,133.95,0.5850475020017862,-2.356002343546746
161,14613.414952497998,50586.35600234355,0,532,16.918,392.62,58.111000000000004,51.644,114.81,0.5850475020017862,-2.356002343546746
162,16527.414952498,68894.35600234354,0,532,22.586,404.59,59.784,83.30799999999999,145.67,0.5850475020017862,-2.356002343546746
163,25254.414952498,42091.35600234355,0,532,14.798,564.99,62.784,37.748000000000005,126.6,0.5850475020017862,-2.356002343546746
164,34843.414952497995,67945.35600234354,0,532,18.469,523.56,57.622,39.941,149.51,0.5850475020017862,-2.356002343546746
165,47676.414952497995,66060.35600234354,0,532,19.951,492.94,59.803000000000004,49.126999999999995,150.14,0.5850475020017862,-2.356002343546746
166,69783.414952498,29365.356002343546,0,532,23.570999999999998,360.18,59.556000000000004,42.693000000000005,136.74,0.5850475020017862,-2.356002343546746
167,7851.224492560536,81346.34605429113,0,533,7.2088,1076.6,61.743,112.3,114.9,0.5755074394638571,-2.3460542911380418
168,14647.424492560536,50585.34605429114,0,533,15.892000000000001,394.75,60.868,70.60300000000001,108.2,0.5755074394638571,-2.3460542911380418
169,47741.42449256054,66060.34605429113,0,533,17.75,408.38,61.121,74.389,121.11,0.5755074394638571,-2.3460542911380418
170,47829.42449256054,13814.346054291138,0,533,15.458,578.33,57.733999999999995,47.77,139.31,0.5755074394638571,-2.3460542911380418
171,69712.42449256053,29399.346054291138,0,533,23.862,372.05,58.528999999999996,55.632,141.8,0.5755074394638571,-2.3460542911380418
172,7834.53396517206,81362.33613963472,0,534,9.9637,756.48,61.763999999999996,83.382,117.81,0.5660348279411155,-2.3361396347199745
173,14632.433965172058,50599.33613963472,0,534,15.470999999999998,566.31,58.239,72.39,136.97,0.5660348279411155,-2.3361396347199745
174,25270.43396517206,42108.33613963472,0,534,23.604,261.09,65.318,79.69,103.31,0.5660348279411155,-2.3361396347199745
175,34789.43396517206,67941.33613963472,0,534,21.995,614.73,56.103,71.21600000000001,187.88,0.5660348279411155,-2.3361396347199745
176,47737.43396517206,66000.33613963472,0,534,15.030999999999999,905.95,53.965,109.47,185.98,0.5660348279411155,-2.3361396347199745
177,55002.43396517206,45747.33613963472,0,534,17.750999999999998,439.57,62.736999999999995,64.18,125.35,0.5660348279411155,-2.3361396347199745
178,7836.743370482236,81365.3262583245,0,535,6.1609,1534.7,60.073,103.63,127.75,0.5566295177644774,-2.326258324487344
179,25251.443370482237,42114.32625832449,0,535,22.36,414.34,59.742,44.828,142.12,0.5566295177644774,-2.326258324487344
180,25242.443370482237,42111.32625832449,0,535,23.385,309.9,62.312,40.063,118.82,0.5566295177644774,-2.326258324487344
181,47736.44337048224,66021.3262583245,0,535,17.518,472.26,60.485,57.762,132.77,0.5566295177644774,-2.326258324487344
182,47819.44337048224,13787.326258324487,0,535,14.422,492.71,56.382,76.179,119.27,0.5566295177644774,-2.326258324487344
183,69733.44337048223,29394.326258324487,0,535,24.322,283.43,63.071000000000005,53.303999999999995,116.46,0.5566295177644774,-2.326258324487344
184,7841.452708640735,81365.31641031064,0,536,6.0491,1724.0,59.833,66.756,135.64,0.5472913592648575,-2.3164103106349474
185,14619.452708640734,50602.31641031063,0,536,14.292,602.95,62.465,68.697,132.1,0.5472913592648575,-2.3164103106349474
186,16505.452708640736,68949.31641031064,0,536,18.747,309.06,62.497,61.156000000000006,104.27,0.5472913592648575,-2.3164103106349474
187,25250.452708640736,42103.31641031063,0,536,20.404,440.09,60.592,30.788,138.24,0.5472913592648575,-2.3164103106349474
188,47786.45270864073,66045.31641031064,0,536,16.253,785.16,56.119,92.66,176.36,0.5472913592648575,-2.3164103106349474
189,54981.45270864073,45766.31641031063,0,536,21.263,352.12,62.083,40.126,123.48,0.5472913592648575,-2.3164103106349474
190,7851.361979797226,81348.30659554336,0,537,7.268,1219.6,62.68,79.077,124.9,0.5380202027731713,-2.3065955433575835
191,14650.461979797226,50612.306595543356,0,537,17.942,577.13,58.716,47.343999999999994,153.69,0.5380202027731713,-2.3065955433575835
192,16544.461979797226,62702.306595543356,0,537,22.464000000000002,330.23,58.628,79.02600000000001,126.91,0.5380202027731713,-2.3065955433575835
193,25260.461979797226,42102.306595543356,0,537,20.825,315.84,67.084,109.19,106.92,0.5380202027731713,-2.3065955433575835
194,34783.46197979723,67951.30659554336,0,537,19.469,445.92,58.93899999999999,61.979,139.54,0.5380202027731713,-2.3065955433575835
195,54961.46197979723,45730.306595543356,0,537,21.854,342.85,59.951,50.534,125.3,0.5380202027731713,-2.3065955433575835
196,7863.171184101379,81362.29681397285,0,538,11.450999999999999,775.84,55.613,65.807,137.02,0.528815898620334,-2.296813972850051
197,10187.47118410138,83563.29681397285,0,538,17.160999999999998,365.88,55.81399999999999,63.327,111.9,0.528815898620334,-2.296813972850051
198,14665.47118410138,50579.29681397285,0,538,17.508,624.42,54.406000000000006,55.388000000000005,163.44,0.528815898620334,-2.296813972850051
199,16560.47118410138,68945.29681397285,0,538,17.936,519.01,60.041000000000004,35.166,144.68,0.528815898620334,-2.296813972850051
200,25283.47118410138,42105.29681397285,0,538,14.056,576.93,62.576,20.646,123.37,0.528815898620334,-2.296813972850051
201,34810.47118410138,67978.29681397285,0,538,19.268,371.11,60.902,46.99100000000001,121.22,0.528815898620334,-2.296813972850051
202,55004.47118410138,45743.29681397285,0,538,21.25,278.42,64.852,71.907,104.09,0.528815898620334,-2.296813972850051
203,7844.380321702863,81373.2870655493,0,539,7.8702,1239.0,54.637,72.053,138.71,0.5196782971372604,-2.2870655493071466
204,14647.480321702862,50586.28706554931,0,539,21.604,346.94,59.606,83.86399999999999,125.55,0.5196782971372604,-2.2870655493071466
205,16543.480321702864,68962.2870655493,0,539,18.602999999999998,454.19,58.788999999999994,45.76,136.92,0.5196782971372604,-2.2870655493071466
206,25277.480321702864,42099.28706554931,0,539,10.299000000000001,948.88,59.821000000000005,32.545,137.72,0.5196782971372604,-2.2870655493071466
207,34821.48032170286,67984.2870655493,0,539,20.137999999999998,547.91,58.36600000000001,61.147,163.17,0.5196782971372604,-2.2870655493071466
208,47690.48032170286,66007.2870655493,0,539,16.919,497.87,58.137,56.46,135.35,0.5196782971372604,-2.2870655493071466
209,54985.48032170286,45755.28706554931,0,539,14.761,458.69,64.267,69.429,111.2,0.5196782971372604,-2.2870655493071466
210,7826.3893927513445,81360.27735022292,0,540,13.895,667.23,56.801,56.157,142.49,0.5106072486548662,-2.27735022292367
211,14674.489392751346,50597.277350222925,0,540,17.897000000000002,443.12,58.256,43.118,129.88,0.5106072486548662,-2.27735022292367
212,34833.48939275135,67959.27735022292,0,540,18.715999999999998,482.14,61.111999999999995,85.09200000000001,141.03,0.5106072486548662,-2.27735022292367
213,16520.498397396495,68935.26766794389,0,541,16.647000000000002,817.42,54.701,82.81700000000001,184.88,0.5016026035040665,-2.267667943894419
214,25266.498397396495,42102.267667943896,0,541,20.225,353.21,63.382,63.46,115.46,0.5016026035040665,-2.267667943894419
215,34838.4983973965,67923.26766794389,0,541,15.877,520.22,60.416000000000004,55.763000000000005,131.59,0.5016026035040665,-2.267667943894419
216,10148.507335787985,83565.25801866241,0,542,20.311,323.48,55.575,47.379,117.44,0.49266421201577637,-2.2580186624141914
