,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx,dy
110,45334.706242704146,741.1408163141476,0,102,7.577000000000001,967.07,30.159000000000002,70.33800000000001,130.51,4.293757295857657,-2.3308163141477194
111,54272.706242704146,60542.33081631415,0,102,3.3787,3493.5,36.934,124.53,137.39,4.293757295857657,-2.3308163141477194
112,55060.706242704146,21438.33081631415,0,102,7.4663,863.94,34.683,130.29,114.99,4.293757295857657,-2.3308163141477194
113,56883.706242704146,31512.33081631415,0,102,7.9155,929.62,32.955999999999996,60.445,130.1,4.293757295857657,-2.3308163141477194
114,61427.706242704146,53484.33081631415,0,102,9.6137,610.49,32.269,102.91,116.87,4.293757295857657,-2.3308163141477194
115,63927.706242704146,76673.33081631415,0,102,10.640999999999998,673.64,30.671,76.529,136.57,4.293757295857657,-2.3308163141477194
116,64927.706242704146,78388.33081631415,0,102,10.044,752.34,32.013000000000005,48.97,138.27,4.293757295857657,-2.3308163141477194
117,65000.706242704146,80343.33081631415,0,102,10.214,669.47,31.146,78.422,131.06,4.293757295857657,-2.3308163141477194
118,66201.70624270414,79163.33081631415,0,102,7.8014,925.2,31.881,68.126,127.88,4.293757295857657,-2.3308163141477194
119,68865.70624270414,4302.830816314147,0,102,10.478,862.81,26.517,56.544,160.87,4.293757295857657,-2.3308163141477194
120,69393.70624270414,68794.33081631415,0,102,10.716,653.32,31.675,35.928000000000004,125.78,4.293757295857657,-2.3308163141477194
121,74729.70624270414,71502.33081631415,0,102,6.4015,1443.3,34.5,45.856,140.02,4.293757295857657,-2.3308163141477194
122,76334.70624270414,57990.33081631415,0,102,6.7482,1243.5,34.632,72.083,132.81,4.293757295857657,-2.3308163141477194
123,76325.70624270414,63640.33081631415,0,102,6.8226,1078.4,33.588,84.164,125.61,4.293757295857657,-2.3308163141477194
124,76517.70624270414,5719.1308163141475,0,102,3.1508,3935.8,43.766000000000005,134.99,136.26,4.293757295857657,-2.3308163141477194
125,80580.70624270414,34259.33081631415,0,102,10.079,847.54,30.912,43.692,149.46,4.293757295857657,-2.3308163141477194
126,82448.70624270414,63734.33081631415,0,102,9.2754,728.94,30.862,75.117,123.87,4.293757295857657,-2.3308163141477194
127,2829.2687261496744,8827.931082892517,0,103,6.6546,1429.0,31.57,57.657,147.96,4.231273850325464,-2.3310828925169904
128,4900.1687261496745,51643.33108289252,0,103,10.735,504.15,28.949,85.421,113.65,4.231273850325464,-2.3310828925169904
129,4796.368726149675,74934.33108289252,0,103,7.0308,945.48,35.473,103.72,117.11,4.231273850325464,-2.3310828925169904
130,11315.768726149674,51621.33108289252,0,103,4.5848,2005.9,36.143,159.11,129.67,4.231273850325464,-2.3310828925169904
131,14082.768726149674,25886.331082892517,0,103,12.322000000000001,528.91,35.124,66.255,125.58,4.231273850325464,-2.3310828925169904
132,16783.768726149676,28896.331082892517,0,103,10.183,500.58,33.147,100.26,106.22,4.231273850325464,-2.3310828925169904
133,16993.768726149676,9626.931082892517,0,103,7.7734,946.44,31.000999999999998,56.855,130.39,4.231273850325464,-2.3310828925169904
134,17856.768726149676,47995.33108289252,0,103,5.0782,1832.3,36.918,92.726,133.25,4.231273850325464,-2.3310828925169904
135,19369.768726149676,15662.331082892517,0,103,8.3756,948.58,27.971,44.027,143.04,4.231273850325464,-2.3310828925169904
136,19658.768726149676,61987.33108289252,0,103,10.05,826.2,29.893,30.633000000000003,147.73,4.231273850325464,-2.3310828925169904
137,20611.768726149676,12895.331082892517,0,103,10.852,639.36,30.704,49.17,130.54,4.231273850325464,-2.3310828925169904
138,21348.768726149676,43352.33108289252,0,103,7.7314,1075.9,31.42,69.089,141.18,4.231273850325464,-2.3310828925169904
139,22043.768726149676,18323.331082892517,0,103,6.3648,1501.1,33.769,60.848,145.17,4.231273850325464,-2.3310828925169904
140,24906.768726149676,81872.33108289252,0,103,9.2641,828.9,29.273000000000003,29.046,139.61,4.231273850325464,-2.3310828925169904
141,26950.768726149676,51886.33108289252,0,103,7.6533,1089.0,30.03,20.914,138.3,4.231273850325464,-2.3310828925169904
142,29379.768726149676,10723.331082892517,0,103,9.7777,784.75,27.12,43.318000000000005,143.44,4.231273850325464,-2.3310828925169904
143,30746.768726149676,64603.33108289252,0,103,4.8687,1768.9,33.369,128.98,128.08,4.231273850325464,-2.3310828925169904
144,33271.768726149676,76710.33108289252,0,103,8.4407,718.03,29.351999999999997,91.068,117.48,4.231273850325464,-2.3310828925169904
145,35291.768726149676,18702.331082892517,0,103,9.2057,704.94,30.355999999999998,78.249,125.28,4.231273850325464,-2.3310828925169904
146,36757.768726149676,16524.331082892517,0,103,4.1042,2556.9,41.568000000000005,87.956,133.61,4.231273850325464,-2.3310828925169904
147,36986.768726149676,55721.33108289252,0,103,5.5034,1353.4,38.794000000000004,141.15,117.41,4.231273850325464,-2.3310828925169904
148,38081.768726149676,596.231082892517,0,103,9.8922,666.74,28.016,53.21,129.3,4.231273850325464,-2.3310828925169904
149,38822.768726149676,37740.33108289252,0,103,7.9759,1303.8,36.904,89.24700000000001,154.81,4.231273850325464,-2.3310828925169904
150,40408.768726149676,66584.33108289252,0,103,9.216000000000001,824.25,27.676,35.937,141.56,4.231273850325464,-2.3310828925169904
151,40639.768726149676,78635.33108289252,0,103,8.7249,798.09,34.249,77.824,125.92,4.231273850325464,-2.3310828925169904
152,41192.768726149676,42084.33108289252,0,103,6.8086,986.08,35.931999999999995,112.85,116.98,4.231273850325464,-2.3310828925169904
153,45328.768726149676,751.291082892517,0,103,8.1715,846.79,30.901999999999997,66.586,127.03,4.231273850325464,-2.3310828925169904
154,52877.768726149676,61094.33108289252,0,103,12.005,654.11,38.626,68.976,138.52,4.231273850325464,-2.3310828925169904
155,55060.768726149676,21430.331082892517,0,103,7.516,884.75,34.467,101.91,117.66,4.231273850325464,-2.3310828925169904
156,56885.768726149676,31516.331082892517,0,103,8.2383,803.28,35.309,104.18,120.65,4.231273850325464,-2.3310828925169904
157,61442.768726149676,53471.33108289252,0,103,10.409,657.95,32.567,28.344,130.51,4.231273850325464,-2.3310828925169904
158,63938.768726149676,76671.33108289252,0,103,11.882,631.01,27.671999999999997,36.699,146.39,4.231273850325464,-2.3310828925169904
159,64944.768726149676,78378.33108289252,0,103,9.0099,857.01,29.899,57.986000000000004,139.05,4.231273850325464,-2.3310828925169904
160,64979.768726149676,80318.33108289252,0,103,10.498,645.97,29.256999999999998,66.569,132.77,4.231273850325464,-2.3310828925169904
161,66208.76872614968,79159.33108289252,0,103,10.038,606.14,33.219,90.704,118.32,4.231273850325464,-2.3310828925169904
162,66877.76872614968,78115.33108289252,0,103,12.370999999999999,566.75,32.894,65.416,133.82,4.231273850325464,-2.3310828925169904
163,67573.76872614968,76322.33108289252,0,103,11.629000000000001,515.34,31.944000000000003,54.077,121.87,4.231273850325464,-2.3310828925169904
164,69399.76872614968,68811.33108289252,0,103,8.1928,1196.9,29.859,58.193999999999996,152.82,4.231273850325464,-2.3310828925169904
165,69635.76872614968,82807.33108289252,0,103,11.040999999999999,599.87,31.093000000000004,57.602,130.05,4.231273850325464,-2.3310828925169904
166,74747.76872614968,71488.33108289252,0,103,8.6438,1001.3,29.491999999999997,43.222,146.36,4.231273850325464,-2.3310828925169904
167,76366.76872614968,57987.33108289252,0,103,9.6387,571.88,32.64,137.88,110.07,4.231273850325464,-2.3310828925169904
168,76336.76872614968,63681.33108289252,0,103,8.2427,978.89,34.567,81.48,137.28,4.231273850325464,-2.3310828925169904
169,76526.76872614968,5723.131082892517,0,103,3.2917,3887.0,42.101000000000006,88.02,142.18,4.231273850325464,-2.3310828925169904
170,80609.76872614968,34220.33108289252,0,103,10.64,752.47,33.657,62.161,141.92,4.231273850325464,-2.3310828925169904
171,2827.4309028706325,8824.231419416565,0,104,7.1197,1185.7,33.141999999999996,77.351,137.66,4.169097129367612,-2.3314194165648625
172,4802.830902870633,74944.33141941656,0,104,8.2499,997.82,27.673000000000002,49.757,145.75,4.169097129367612,-2.3314194165648625
173,4911.030902870632,51613.331419416565,0,104,9.0388,566.65,30.822,107.68,105.61,4.169097129367612,-2.3314194165648625
174,9097.530902870632,70694.33141941656,0,104,8.7061,751.72,28.991999999999997,57.613,125.39,4.169097129367612,-2.3314194165648625
175,11310.830902870632,51615.331419416565,0,104,4.9011,1811.2,42.873999999999995,132.57,125.12,4.169097129367612,-2.3314194165648625
176,14119.830902870632,25882.331419416565,0,104,10.884,644.65,33.086999999999996,53.379,130.38,4.169097129367612,-2.3314194165648625
177,16087.830902870632,23482.331419416565,0,104,12.833,597.58,30.87,59.306999999999995,140.9,4.169097129367612,-2.3314194165648625
178,16991.83090287063,9667.531419416566,0,104,8.2863,824.01,32.866,82.338,123.8,4.169097129367612,-2.3314194165648625
179,17859.83090287063,47994.331419416565,0,104,4.5515,2113.0,35.036,102.98,133.2,4.169097129367612,-2.3314194165648625
180,19376.83090287063,15656.331419416565,0,104,8.2508,860.38,32.441,66.598,128.54,4.169097129367612,-2.3314194165648625
181,19645.83090287063,61997.331419416565,0,104,7.9047,977.97,32.277,77.943,132.41,4.169097129367612,-2.3314194165648625
182,20632.83090287063,12914.331419416565,0,104,9.4218,803.59,30.994,56.233999999999995,134.94,4.169097129367612,-2.3314194165648625
183,21359.83090287063,43356.331419416565,0,104,8.4893,748.48,32.513000000000005,77.119,120.08,4.169097129367612,-2.3314194165648625
184,22041.83090287063,18336.331419416565,0,104,6.9603,1324.7,35.097,71.26899999999999,144.23,4.169097129367612,-2.3314194165648625
185,24893.83090287063,81880.33141941656,0,104,7.4516,894.09,34.345,100.72,118.28,4.169097129367612,-2.3314194165648625
186,25506.83090287063,55221.331419416565,0,104,2.7235,4635.9,47.552,194.56,129.67,4.169097129367612,-2.3314194165648625
187,25572.83090287063,80091.33141941656,0,104,7.1525,1105.3,29.896,60.903,135.13,4.169097129367612,-2.3314194165648625
188,25688.83090287063,68672.33141941656,0,104,10.892999999999999,690.7,29.218000000000004,53.835,141.89,4.169097129367612,-2.3314194165648625
189,26954.83090287063,51910.331419416565,0,104,8.2089,1103.1,30.299,58.49100000000001,147.92,4.169097129367612,-2.3314194165648625
190,28071.83090287063,37042.331419416565,0,104,11.966,582.13,30.932,47.541000000000004,135.71,4.169097129367612,-2.3314194165648625
191,33281.830902870635,76737.33141941656,0,104,10.526,593.9,29.397,72.74,123.84,4.169097129367612,-2.3314194165648625
192,35278.830902870635,18699.331419416565,0,104,8.0146,953.77,28.926,57.034,137.06,4.169097129367612,-2.3314194165648625
193,36767.830902870635,16525.331419416565,0,104,5.0575,1736.1,38.528,71.956,127.67,4.169097129367612,-2.3314194165648625
194,36996.830902870635,55722.331419416565,0,104,6.2656,1246.7,35.986,105.51,126.19,4.169097129367612,-2.3314194165648625
195,38063.830902870635,598.8314194165648,0,104,10.455,641.42,29.896,59.728,130.03,4.169097129367612,-2.3314194165648625
196,38795.830902870635,37734.331419416565,0,104,9.1233,1109.4,33.961,63.161,158.63,4.169097129367612,-2.3314194165648625
197,40401.830902870635,66556.33141941656,0,104,11.682,520.83,29.99,89.37299999999999,125.32,4.169097129367612,-2.3314194165648625
198,40642.830902870635,78632.33141941656,0,104,7.6094,860.36,32.054,87.28399999999999,119.82,4.169097129367612,-2.3314194165648625
199,41198.830902870635,42081.331419416565,0,104,9.5376,694.06,33.196,94.572,125.28,4.169097129367612,-2.3314194165648625
200,45314.830902870635,736.1214194165648,0,104,8.3536,766.23,32.161,78.987,120.23,4.169097129367612,-2.3314194165648625
201,46562.830902870635,71770.33141941656,0,104,8.0195,876.33,32.923,77.291,126.04,4.169097129367612,-2.3314194165648625
202,52861.830902870635,61116.331419416565,0,104,10.370999999999999,699.87,37.403,114.96,130.54,4.169097129367612,-2.3314194165648625
203,54275.830902870635,60537.331419416565,0,104,3.3324,3334.1,42.655,157.96,128.84,4.169097129367612,-2.3314194165648625
204,54275.830902870635,60537.331419416565,0,104,3.3147,3344.7,42.195,161.0,128.89,4.169097129367612,-2.3314194165648625
205,55051.830902870635,21441.331419416565,0,104,6.8597,1065.7,35.832,89.647,121.94,4.169097129367612,-2.3314194165648625
206,56887.830902870635,31530.331419416565,0,104,10.052,734.81,32.978,45.202,135.94,4.169097129367612,-2.3314194165648625
207,63920.830902870635,76656.33141941656,0,104,10.748,636.4,28.127,60.816,135.32,4.169097129367612,-2.3314194165648625
208,64910.830902870635,78381.33141941656,0,104,8.3121,837.64,32.68,64.615,126.33,4.169097129367612,-2.3314194165648625
209,69406.83090287063,68805.33141941656,0,104,8.2184,1186.1,30.2,6.4268,151.9,4.169097129367612,-2.3314194165648625
210,74736.83090287063,71500.33141941656,0,104,7.1103,1405.7,32.91,75.288,151.8,4.169097129367612,-2.3314194165648625
211,76339.83090287063,57994.331419416565,0,104,7.1913,1104.0,33.049,54.347,131.0,4.169097129367612,-2.3314194165648625
212,76327.83090287063,63696.331419416565,0,104,9.0749,824.97,31.686999999999998,48.505,135.71,4.169097129367612,-2.3314194165648625
213,76524.83090287063,5720.131419416565,0,104,3.3107,3581.7,43.339,136.6,134.61,4.169097129367612,-2.3314194165648625
214,76524.83090287063,5720.131419416565,0,104,3.3178,3533.9,44.492,145.95,133.56,4.169097129367612,-2.3314194165648625
215,80601.83090287063,34243.331419416565,0,104,7.3328,1129.2,29.254,48.692,139.79,4.169097129367612,-2.3314194165648625
216,82441.83090287063,63737.331419416565,0,104,8.0614,866.28,32.566,100.56,121.9,4.169097129367612,-2.3314194165648625
217,4796.29277349726,74932.33182555326,0,105,8.7477,795.04,31.554000000000002,82.62299999999999,128.72,4.107226502739738,-2.3318255532591534
218,11320.89277349726,51606.33182555326,0,105,6.5306,1068.8,36.528,101.94,118.24,4.107226502739738,-2.3318255532591534
219,14081.89277349726,25877.331825553258,0,105,8.697000000000001,795.98,33.897,92.509,124.86,4.107226502739738,-2.3318255532591534
220,17003.89277349726,9695.93182555326,0,105,8.7488,674.24,32.73,96.79799999999999,113.8,4.107226502739738,-2.3318255532591534
