,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx [nm],dy [nm]
2190,43994.91359555915,22801.33064400797,0,2464,4.6265,3279.9,127.82,181.55,138.64,41.08640444084813,10.669355992029523
2191,44004.913880697255,22796.32686176172,0,2465,3.747,4033.3,130.75,192.45,132.31,41.08611930274492,10.673138238280444
2192,43992.91489392666,22801.311331932233,0,2469,5.4802,2528.9,125.51,161.19,134.98,41.08510607333665,10.68866806776714
2193,11836.791458434134,21726.19398947883,0,2615,3.7215,4147.3,126.14,169.0,134.76,41.208541565865744,11.806010521167991
2194,11833.789395248015,21714.182434649825,0,2616,2.8298,5434.3,142.28,406.64,123.54,41.21060475198465,11.817565350174846
2195,11822.78731361435,21711.170833750984,0,2617,6.3044,2065.8,116.22,59.68899999999999,134.68,41.21268638565016,11.829166249015543
2196,11830.78309485202,21722.14749464606,0,2619,4.0433,3671.0,130.75,189.86,132.54,41.21690514797956,11.852505353939705
2197,11844.78095764714,21719.135756891104,0,2620,4.9934,2739.1,114.58,117.39,134.54,41.219042352859105,11.864243108893788
2198,11827.778801842323,21711.123973968573,0,2621,7.3322,2017.7,115.28,56.085,149.75,41.221198157676554,11.87602603142659
2199,11841.774434280462,21725.100273523018,0,2623,6.3989,1872.4,120.33,108.07,126.6,41.22556571953828,11.899726476982323
2200,11846.769991861613,21716.076395113898,0,2625,6.2775,1977.6,114.09,83.634,131.0,41.23000813838735,11.923604886102112
2201,11837.765474280972,21717.052340545728,0,2627,4.0534,3854.8,118.74,82.26799999999999,140.08,41.23452571902817,11.94765945427389
2202,11828.763187209719,21720.0402477659,0,2628,2.7879,5941.8,133.63,276.62,130.66,41.236812790280965,11.95975223410096
2203,11832.76088123372,21716.028111622996,0,2629,2.3404,7459.4,138.77,463.12,128.27,41.23911876627972,11.97188837700196
2204,11834.75855631486,21727.015932342583,0,2630,5.7141,2536.2,118.11,84.708,141.73,41.24144368513953,11.984067657414926
2205,11831.756212415046,21716.003710150224,0,2631,2.2809,8216.2,136.85,386.35,133.62,41.24378758495368,11.996289849777895
2206,11849.753849496174,21731.991445271473,0,2632,5.4833,2713.8,117.31,74.703,143.45,41.24615050382636,12.008554728528907
2207,11834.751467520138,21720.9791379319,0,2633,3.5891,4054.0,128.03,218.95,128.37,41.24853247986175,12.020862068100541
2208,5473.488483883303,23669.671609998986,0,2657,3.6517,4131.4,126.83,134.9,132.38,41.31151611669702,12.328390001015578
2209,5484.885613095262,23666.658314446806,0,2658,5.2488,2472.9,117.17,98.199,130.72,41.31438690473806,12.341685553194111
2210,5480.479811337679,23675.631613779457,0,2660,3.3933,5004.9,125.9,110.55,140.8,41.320188662321016,12.36838622054347
2211,5472.576880291932,23690.61820911541,0,2661,3.1046,5202.5,125.98,203.8,133.5,41.32311970806768,12.381790884586735
2212,5479.373929084085,23680.60476853187,0,2662,4.3158,3403.2,119.53,116.99,136.16,41.3260709159149,12.395231468130078
2213,5471.170957676026,23688.591292254394,0,2663,3.9955,3893.0,118.58,92.709,139.36,41.329042323974136,12.40870774560426
2214,5476.164954106884,23695.5642335199,0,2665,3.2563,5301.1,127.4,99.036,140.39,41.33504589311633,12.435766480100938
2215,5485.161921869592,23679.550651514,0,2666,3.1408,5583.0,119.6,116.95,142.64,41.338078130407666,12.449348485999508
2216,5465.658869279694,23664.53703471642,0,2667,3.4401,4764.3,126.65,113.99,137.96,41.341130720305955,12.462965283577432
2217,5478.955796299081,23676.52338335273,0,2668,3.6152,4710.9,114.77,102.91,145.8,41.344203700919024,12.47661664727093
2218,5475.652702889642,23682.50969764848,0,2669,4.1731,3622.6,119.33,110.84,137.86,41.34729711035834,12.490302351523496
2219,5470.946454631922,23677.482224120562,0,2671,5.7218,2196.6,121.1,120.09,128.68,41.3535453680779,12.517775879439796
2220,5475.34329970743,23679.468436748022,0,2672,3.5473,4670.7,120.66,110.65,141.15,41.35670029257017,12.531563251979605
2221,5474.94012420172,23689.454615937182,0,2673,3.6253,4848.2,115.16,94.786,148.54,41.35987579827997,12.545384062819721
2222,5473.033711294223,23675.426874902838,0,2675,3.9853,3596.7,124.32,155.72,130.9,41.36628870577624,12.57312509716212
2223,5474.830473816229,23669.412955130465,0,2676,4.8404,3215.9,115.22,68.718,145.65,41.369526183771086,12.58704486953502
2224,39500.854348564,27721.002018463172,0,2831,6.7497,1878.8,113.82,99.141,134.03,42.14565143600339,14.997981536827865
2225,39492.84741599202,27720.98575012349,0,2832,5.1777,2370.1,121.32,138.28,124.22,42.152584007977566,15.014249876508984
2226,39494.83347077755,27719.95322162503,0,2834,3.8646,3633.6,129.48,205.68,126.82,42.16652922244975,15.046778374970017
2227,36915.826458058844,5645.4369619173685,0,2835,4.7173,3049.6,119.32,135.67,136.11,42.17354194115251,15.063038082631465
2228,39490.826458058844,27706.936961917367,0,2835,4.5858,2788.3,131.13,186.03,122.72,42.17354194115251,15.063038082631465
2229,36931.81941854837,5641.120705538176,0,2836,3.6356,4321.2,126.39,176.89,135.28,42.18058145163013,15.079294461824247
2230,36930.81235220801,5637.604452713012,0,2837,3.4365,4660.1,124.71,201.72,135.7,42.18764779198318,15.095547286988221
2231,39491.81235220801,27702.90445271301,0,2837,6.3483,2292.5,111.01,71.619,146.11,42.18764779198318,15.095547286988221
2232,39505.80525899968,27717.88820366744,0,2838,4.9110000000000005,2960.0,115.5,115.86,139.02,42.194741000315844,15.111796332559607
2233,36927.798138885264,5641.871958627024,0,2839,5.1058,3108.8,114.29,136.92,148.27,42.201861114739586,15.12804137297644
2234,39517.798138885264,27721.871958627024,0,2839,7.3032,1781.5,107.11,81.943,139.83,42.201861114739586,15.12804137297644
2235,36934.79099182665,5639.655717817325,0,2840,3.6761,4610.8,126.95,202.37,142.11,42.209008173344046,15.144282182674942
2236,36926.78381778577,5639.839481463907,0,2841,5.2198,2830.5,118.22,149.61,141.11,42.216182214229775,15.16051853609315
2237,36916.7766167245,5637.5232497923325,0,2842,3.9026,3823.2,127.71,230.01,132.54,42.223383275500964,15.176750207667283
2238,36931.769388604735,5634.407023028167,0,2843,4.4282,3476.6,113.31,131.76,142.09,42.2306113952618,15.19297697183356
2239,36922.76213338839,5634.29080139697,0,2844,4.3708,3487.7,125.86,173.81,137.69,42.23786661161648,15.209198603030018
2240,37029.74754151351,5586.458374435738,0,2846,6.8887,1764.7,114.85,106.65,130.35,42.25245848649138,15.241625564261994
2241,37070.732840795055,5593.325970713142,0,2848,5.5962,2381.7,117.35,113.48,133.74,42.26715920494826,15.274029286858422
2242,37038.72544952422,5584.609778130238,0,2849,6.1809,2132.6,121.09,79.809,133.63,42.27455047577678,15.290221869761808
2243,37045.7180309282,5582.6935920336855,0,2850,3.7127,4550.8,135.12,161.06,140.33,42.28196907179881,15.30640796631451
2244,37052.71058496888,5591.877412649042,0,2851,3.9128,4011.5,125.03,147.13,137.5,42.28941503112219,15.322587350958202
2245,37037.70311160815,5578.961240201875,0,2852,4.8839,3169.2,122.7,107.57,142.56,42.29688839184746,15.338759798125466
2246,37035.69561080792,5621.645074917742,0,2853,4.9299,2670.1,126.47,144.26,127.72,42.304389192078816,15.354925082257978
2247,37060.68052673654,5624.812766740842,0,2855,7.231,2005.1,111.71,58.368,148.12,42.31947326346199,15.387233259158165
2248,37042.66533244993,5592.480489922844,0,2857,5.1432,2553.0,119.78,125.14,129.99,42.33466755007248,15.419510077155792
2249,37044.657693880654,5576.06436383734,0,2858,7.2702,1833.3,118.97,44.015,138.09,42.34230611934254,15.435636162659648
2250,37026.65002764326,5566.648246268254,0,2859,4.2383,3066.3,129.87,191.31,122.62,42.349972356732906,15.451753731746066
2251,37019.64233369967,5578.232137441145,0,2860,4.2254,3261.3,132.7,214.92,126.69,42.35766630033686,15.467862558854904
2252,37026.63461201174,5620.416037581579,0,2861,6.6141,2181.8,117.55,96.559,144.3,42.36538798825859,15.48396241842056
2253,37032.62686254141,5628.599946915116,0,2862,6.0588,2724.4,105.93,79.706,159.21,42.37313745859137,15.500053084884712
2254,36995.60344705487,5651.0517323299755,0,2865,7.1379,1872.2,113.44,71.842,139.88,42.39655294513068,15.54826767002487
2255,36987.59558607385,5640.635680691556,0,2866,7.2237,1912.0,114.39,100.18,142.87,42.40441392614957,15.564319308443373
2256,46432.59558607385,32228.435680691557,0,2866,7.2336,2162.7,103.56,74.971,157.39,42.40441392614957,15.564319308443373
2257,36990.57978015492,5654.303608603041,0,2868,4.9924,2954.6,127.74,147.49,137.49,42.420219845076645,15.596391396959007
2258,36999.571835140814,5659.88758860407,0,2869,4.8464,3363.9,119.77,128.22,148.1,42.42816485918229,15.612411395930394
2259,46448.56386203948,32229.371579602706,0,2870,6.7238,2202.1,121.04,77.468,145.26,42.436137960517954,15.628420397293667
2260,46444.555860812805,32229.35558182451,0,2871,7.4105,1795.6,111.89,79.503,140.09,42.44413918719147,15.644418175488681
2261,46431.53977383108,32222.323620839892,0,2873,7.167999999999999,1643.6,122.03,102.64,126.14,42.46022616892151,15.6763791601079
2262,46428.52357389079,32225.291707454708,0,2875,5.1367,2639.8,120.67,119.88,132.17,42.47642610921321,15.708292545290533
2263,46425.51543146593,32214.275769175816,0,2876,6.1953,2310.5,116.23,82.719,141.86,42.48456853406606,15.724230824182087
2264,46419.50726068714,32220.259843473475,0,2877,7.2627,2082.1,108.68,58.098,152.6,42.49273931286007,15.740156526526334
2265,46443.49083391532,32212.228030700684,0,2879,7.4296,1792.8,111.94,78.95100000000001,140.23,42.50916608467742,15.77196929931597
2266,46423.46598015049,32225.180411504698,0,2882,7.5915,1819.2,113.65,75.861,143.34,42.534019849506876,15.819588495303833
2267,46432.457638447915,32220.16456599847,0,2883,7.574,2070.0,107.33,91.565,157.29,42.54236155208855,15.835434001530302
2268,46415.44926812469,32222.148734647733,0,2884,6.0199,2418.5,114.34,77.719,143.49,42.550731875307974,15.851265352266637
2269,46423.43244146387,32215.117115314977,0,2886,8.1251,1589.7,116.51,98.6,137.42,42.56755853612776,15.882884685021054
2270,46431.423985050074,32219.101327784094,0,2887,6.7764,2452.8,99.95700000000001,82.491,163.55,42.576014949921955,15.898672215906117
2271,46423.3812706232,32212.022620507043,0,2892,7.5139,1586.0,110.6,96.738,131.06,42.61872937680528,15.97737949295879
2272,46432.372640999514,32231.00692670605,0,2893,5.2466,2924.7,112.04,111.1,146.01,42.6273590004821,15.993073293950147
2273,46435.35529470908,32218.975588562993,0,2895,6.8263,2277.9,101.45,59.647,156.51,42.64470529092432,16.024411437008894
2274,46427.346577966106,32212.95994467205,0,2896,6.6226,2248.5,105.56,94.14,150.46,42.653422033898096,16.04005532795054
2275,46431.32025288892,32217.913116428324,0,2899,6.2823,2333.8,105.02,79.547,147.96,42.67974711107672,16.086883571673752
2276,46435.29366473924,32217.86644806509,0,2902,6.0695,2697.8,102.53,66.736,158.54,42.70633526075835,16.13355193491043
2277,46415.28474338433,32214.850928525637,0,2903,6.3701,2264.3,112.39,76.821,144.28,42.71525661567648,16.149071474363154
2278,46425.266812488335,32224.819945672534,0,2905,7.4684,2000.1,107.98,57.356,152.28,42.7331875116688,16.18005432746395
2279,16184.82126232894,37517.13209850255,0,2951,4.1522,3535.2,134.3,167.27,131.32,43.178737671059935,16.867901497445928
2280,16184.810856415072,37523.11775889594,0,2952,6.5344,1865.3,119.13,104.62,128.79,43.18914358492839,16.882241104058267
2281,20658.81085641507,15599.117758895942,0,2952,6.1302,2149.8,119.41,84.725,134.04,43.18914358492839,16.882241104058267
2282,20672.800419251562,15592.103449008664,0,2953,3.918,3884.3,126.89,150.52,134.53,43.199580748438166,16.89655099133597
2283,20679.789950800277,15588.089169066287,0,2954,3.5948,4392.8,124.57,151.94,135.87,43.21004919972256,16.91083093371344
2284,44280.789950800274,16976.089169066287,0,2954,5.2719,2533.5,116.22,122.32,133.02,43.21004919972256,16.91083093371344
2285,16180.779451023132,37523.07491929438,0,2955,4.1072,3753.4,131.99,151.79,135.79,43.220548976867576,16.925080705625078
2286,20675.779451023132,15587.074919294375,0,2955,3.4562,4306.6,131.42,211.58,128.34,43.220548976867576,16.925080705625078
2287,44298.77945102313,16985.074919294377,0,2955,5.638999999999999,2651.4,113.61,107.38,144.87,43.220548976867576,16.925080705625078
2288,20677.768919882026,15596.060699918486,0,2956,3.9782,3671.8,130.43,121.38,130.7,43.23108011797376,16.939300081514375
2289,20670.758357338844,15589.04651116419,0,2957,3.8806,3932.9,127.64,151.6,134.31,43.24164266115622,16.953488835810276
2290,20668.747763355506,15598.032353257044,0,2958,3.8241,4230.9,123.31,108.97,140.13,43.25223664449368,16.967646742956276
2291,44298.74776335551,16982.032353257044,0,2958,5.0533,2421.0,119.07,172.13,123.98,43.25223664449368,16.967646742956276
2292,20672.73713789389,15586.018226422613,0,2959,4.1408,3417.0,130.1,174.19,129.0,43.262862106108514,16.981773577386775
2293,2794.026480915906,3598.70413088646,0,2960,2.5373,6007.1,125.46,447.37,122.27,43.273519084094005,16.99586911353981
2294,20669.726480915906,15592.00413088646,0,2960,4.1273,3680.8,127.98,146.66,135.45,43.273519084094005,16.99586911353981
2295,44280.72648091591,16959.00413088646,0,2960,5.671,2331.7,115.42,85.38600000000001,133.84,43.273519084094005,16.99586911353981
2296,20665.715792383446,15588.990066874148,0,2961,4.1647,3555.3,126.11,112.7,133.86,43.28420761655434,17.009933125851603
2297,44279.715792383446,16980.990066874147,0,2961,5.4606,2377.1,120.22,98.23100000000001,129.96,43.28420761655434,17.009933125851603
2298,2804.1050722584137,3598.27603461124,0,2962,5.1077,2266.6,117.78,192.96,120.29,43.294927741586434,17.02396538876019
2299,20672.705072258414,15589.97603461124,0,2962,3.8862,3941.8,122.87,141.64,135.79,43.294927741586434,17.02396538876019
2300,20671.69432050271,15593.962034323302,0,2963,4.0194,3550.3,130.29,164.36,129.01,43.30567949729084,17.03796567669815
2301,44302.68353707822,16986.948066235887,0,2964,6.9626,1990.8,109.29,56.828,143.73,43.31646292177902,17.05193376411262
2302,2800.6727219468557,3596.834130574571,0,2965,2.8046,5377.4,123.79,321.4,124.85,43.327278053144255,17.0658694254289
2303,20679.672721946856,15598.934130574571,0,2965,3.7693,4053.4,130.18,151.55,133.2,43.327278053144255,17.0658694254289
2304,44287.67272194686,16973.93413057457,0,2965,4.9531,2743.9,114.74,124.07,133.1,43.327278053144255,17.0658694254289
2305,2797.761875070509,3598.7202275649115,0,2966,2.8999,4771.3,129.78,470.48,118.2,43.33812492949073,17.07977243508867
2306,20667.66187507051,15594.920227564911,0,2966,3.5668,4195.4,125.62,172.71,130.88,43.33812492949073,17.07977243508867
2307,44287.66187507051,16972.92022756491,0,2966,6.3582,1981.8,118.48,97.652,130.81,43.33812492949073,17.07977243508867
2308,2808.350996411081,3609.20635743247,0,2967,3.6733,3400.4,123.23,306.23,117.82,43.349003588919004,17.09364256752997
2309,11618.650996411081,19544.90635743247,0,2967,4.8073,2876.2,120.98,107.3,133.33,43.349003588919004,17.09364256752997
2310,2795.240085930474,3594.1925204028094,0,2968,2.5794,5798.3,123.11,449.87,121.77,43.359914069525985,17.10747959719083
2311,11612.640085930474,19549.89252040281,0,2968,4.0794,3503.2,135.11,166.85,128.95,43.359914069525985,17.10747959719083
2312,20667.640085930474,15592.89252040281,0,2968,3.9108,4015.7,132.23,151.38,135.98,43.359914069525985,17.10747959719083
2313,44279.64008593047,16974.89252040281,0,2968,4.3247,3150.1,115.26,139.98,130.42,43.359914069525985,17.10747959719083
2314,20670.629143590577,15591.878716701494,0,2969,3.8495,3742.3,132.16,173.21,128.31,43.37085640942314,17.12128329850566
2315,20667.618169353293,15592.86494655409,0,2970,3.9146,3648.3,128.11,191.91,128.89,43.381830646707385,17.13505344591067
2316,44279.61816935329,16973.864946554088,0,2970,6.0411,1929.0,114.26,112.62,124.63,43.381830646707385,17.13505344591067
2317,20673.60716318052,15594.851210186154,0,2971,3.8,3877.9,130.96,153.97,130.15,43.39283681947927,17.148789813845724
2318,44266.607163180524,16976.851210186156,0,2971,6.7474,1727.7,114.39,118.32,126.86,43.39283681947927,17.148789813845724
2319,2797.896125034157,3598.537507823253,0,2972,2.5546,6244.1,122.73,347.61,126.48,43.40387496584299,17.162492176747037
2320,44293.59612503416,16981.837507823253,0,2972,5.3253,2281.9,121.01,139.04,124.0,43.40387496584299,17.162492176747037
2321,44284.58505487611,16988.823839690947,0,2973,5.7361,2397.2,117.14,97.26799999999999,136.72,43.41494512389545,17.176160309052648
2322,2800.2739526682626,3605.9102060148048,0,2974,4.4215,2579.4,119.51,244.99,115.9,43.42604733173721,17.189793985195138
2323,44277.57395266826,16973.810206014805,0,2974,5.3309,2405.0,112.08,108.66,130.94,43.42604733173721,17.189793985195138
2324,2794.9628183725204,3600.696607020384,0,2975,2.6898,5622.0,129.04,398.1,122.84,43.43718162747973,17.203392979616183
2325,44283.56281837252,16966.796607020384,0,2975,5.6582,2139.9,111.05,140.96,127.3,43.43718162747973,17.203392979616183
2326,2791.6516519507836,3594.8830429332497,0,2976,2.5571,5964.9,127.39,458.12,122.26,43.44834804921629,17.216957066750183
2327,44269.55165195078,16969.78304293325,0,2976,5.3304,2628.3,109.32,57.035,139.52,43.44834804921629,17.216957066750183
2328,2788.740453364945,3601.3695139789647,0,2977,2.3084,7010.8,129.76,484.58,123.03,43.45954663505472,17.230486021035176
2329,20666.540453364945,15595.769513978965,0,2977,4.9622,2623.5,118.88,145.34,128.88,43.45954663505472,17.230486021035176
2330,20672.517959548575,15587.74256237119,0,2979,3.8446,3731.0,127.97,153.69,128.8,43.48204045142484,17.257437628810294
2331,44275.517959548575,16980.74256237119,0,2979,4.6123,3104.7,114.9,119.07,136.32,43.48204045142484,17.257437628810294
2332,2796.8066642418426,3596.629140168831,0,2980,2.5689,6053.0,134.55,448.93,122.64,43.49333575815763,17.27085983116922
2333,44281.50666424184,16973.72914016883,0,2980,4.4129,2967.0,123.74,156.23,125.33,43.49333575815763,17.27085983116922
2334,2779.2953366185984,3594.415754001572,0,2981,3.0002,4555.4,123.83,371.04,119.36,43.50466338140177,17.28424599842765
2335,44284.495336618595,16978.715754001572,0,2981,5.3357,2303.9,115.93,138.02,126.18,43.50466338140177,17.28424599842765
2336,2803.8839766407496,3601.6024040949765,0,2982,3.8052,3205.6,125.25,296.4,116.47,43.51602335925054,17.297595905023627
2337,44265.48397664075,16968.702404094976,0,2982,4.9775,2412.7,121.84,155.68,121.83,43.51602335925054,17.297595905023627
2338,2800.172584270188,3596.88909067461,0,2983,6.562,1812.9,113.64,97.559,128.14,43.527415729811764,17.31090932538973
2339,22315.47258427019,48788.68909067461,0,2983,7.9433,2937.5,110.87,100.45,129.32,43.527415729811764,17.31090932538973
2340,44273.47258427019,16979.689090674612,0,2983,5.731,2289.0,109.32,76.17699999999999,135.2,43.527415729811764,17.31090932538973
2341,2790.061159468832,3604.4758139660307,0,2984,4.0743,2545.8,130.32,361.48,105.55,43.53884053116781,17.324186033969454
2342,22325.461159468832,48788.67581396603,0,2984,9.1023,2887.2,112.14,56.787,142.65,43.53884053116781,17.324186033969454
2343,44275.46115946883,16966.67581396603,0,2984,4.9174,2626.2,114.26,132.12,128.74,43.53884053116781,17.324186033969454
2344,22327.44970219855,48804.66257419481,0,2985,7.8702,4057.9,110.25,108.48,145.53,43.55029780144832,17.337425805191742
2345,44279.44970219855,16973.66257419481,0,2985,4.8001,2688.5,114.6,135.82,128.53,43.55029780144832,17.337425805191742
2346,2786.038212421268,3588.1493715865,0,2986,3.95,3187.6,124.55,232.62,119.94,43.56178757873204,17.35062841350009
2347,2794.4266900988696,3593.4362063666713,0,2987,3.4717,3650.7,129.8,329.82,116.36,43.573309901130415,17.363793633328896
2348,2807.9802745961038,3598.483923883407,0,2991,3.5175,3707.1,121.24,301.24,120.39,43.619725403896155,17.416076116593104
2349,2797.8685889766166,3596.270948989416,0,2992,2.5445,5889.0,129.18,476.1,120.44,43.63141102338341,17.429051010583862
2350,2794.856870583404,3590.1580128372875,0,2993,3.3422,3990.2,121.25,332.77,120.87,43.64312941659591,17.441987162712394
2351,3074.956870583404,13257.558012837288,0,2993,5.136,3346.4,109.14,63.287,156.92,43.64312941659591,17.441987162712394
2352,22328.356870583404,48793.55801283729,0,2993,9.7946,2854.4,110.81,81.064,147.81,43.64312941659591,17.441987162712394
2353,2793.645119378366,3586.3451156525743,0,2994,2.8047,5367.4,125.57,358.56,124.46,43.65488062163422,17.454884347425832
2354,2806.1333353234086,3594.1322576608486,0,2995,2.7888,5235.8,126.4,353.59,121.7,43.66666467659161,17.4677423391513
2355,2799.509668511294,3579.906660158595,0,2997,5.4755,2180.0,116.39,119.51,124.45,43.69033148870585,17.49333984140503
2356,3067.2858698422606,13245.48122213503,0,2999,3.4571,4897.8,126.56,91.79,138.71,43.71413015773942,17.518777864970616
2357,3058.5257942953112,13241.418336637438,0,3004,4.2397,3796.6,118.5,62.537,142.24,43.77420570468894,17.581663362561812
2358,46698.225794295315,48192.418336637435,0,3004,3.9494,3543.6,112.99,174.29,131.49,43.77420570468894,17.581663362561812
2359,46706.2136796455,48177.405882981504,0,3005,4.0668,3079.9,114.69,193.02,122.87,43.78632035449482,17.594117018497855
2360,3071.9015317266485,13241.39347099975,0,3006,3.648,4348.9,123.51,104.43,134.85,43.79846827335132,17.606529000249793
2361,46711.20153172665,48198.39347099975,0,3006,5.5189,2019.5,113.5,128.44,120.46,43.79846827335132,17.606529000249793
2362,46706.18935050066,48185.38110091773,0,3007,5.9079,1880.8,113.19,132.6,121.56,43.810649499344436,17.61889908226658
2363,46695.17713592941,48179.368772961025,0,3008,4.0032,3327.6,111.71,142.55,128.11,43.822864070589276,17.631227038978977
2364,3081.064887974821,13244.356487355171,0,3009,4.3895,3682.6,120.61,64.285,142.49,43.835112025179114,17.64351264482866
2365,46700.164887974825,48184.35648735517,0,3009,6.5606,1909.7,103.44,97.325,136.44,43.835112025179114,17.64351264482866
2366,3073.2526065987818,13244.34424432575,0,3010,5.4477,2434.5,123.68,122.4,128.56,43.84739340121814,17.65575567425003
2367,22336.152606598782,48782.34424432575,0,3010,8.1612,3197.1,114.34,63.756,142.77,43.84739340121814,17.65575567425003
2368,46708.152606598785,48191.34424432575,0,3010,3.6919999999999997,3581.8,114.76,226.12,124.69,43.84739340121814,17.65575567425003
2369,3071.940291763186,13250.33204409832,0,3011,3.435,4796.6,127.96,112.83,135.52,43.859708236814186,17.667955901679306
2370,3086.7279434299467,13245.31988689845,0,3012,3.9358,4433.5,111.15,40.853,149.52,43.872056570053246,17.680113101550887
2371,46683.12794342995,48199.31988689845,0,3012,4.7144,2813.6,109.9,138.49,132.14,43.872056570053246,17.680113101550887
2372,3084.215561560946,13253.30777295169,0,3013,4.2934,3998.8,112.45,93.48200000000001,150.31,43.884438439054065,17.692227048310087
2373,22323.115561560946,48788.30777295169,0,3013,11.273,2020.3,108.29,61.28,136.08,43.884438439054065,17.692227048310087
2374,46687.115561560946,48203.30777295169,0,3013,4.8694,2938.5,111.73,94.743,138.93,43.884438439054065,17.692227048310087
2375,3078.30314611809,13248.295702483612,0,3014,4.9984,2872.3,120.35,87.854,134.69,43.89685388190992,17.70429751638767
2376,46704.10314611809,48191.295702483614,0,3014,3.5766,3992.4,113.11,169.08,130.42,43.89685388190992,17.70429751638767
2377,3086.5906970632823,13248.283675719777,0,3015,6.0408,2550.2,110.73,59.83,148.8,43.90930293671772,17.71632428022349
2378,46699.09069706328,48190.28367571978,0,3015,3.7293,3634.2,118.88,212.68,125.96,43.90930293671772,17.71632428022349
2379,3085.478214358411,13245.27169288575,0,3016,5.399,2794.6,113.43,85.34200000000001,143.16,43.92178564158894,17.72830711425013
2380,46701.07821435841,48195.27169288575,0,3016,4.8025,2774.1,110.33,86.12,132.92,43.92178564158894,17.72830711425013
2381,3071.2656979653866,13245.25975420709,0,3017,3.5895,4513.8,129.44,63.506,134.93,43.93430203461321,17.740245792909263
2382,46700.06569796539,48189.25975420709,0,3017,4.8165,2735.9,117.39,122.56,130.21,43.93430203461321,17.740245792909263
2383,3079.353147846098,13245.247859909365,0,3018,3.7060000000000004,4586.1,116.68,105.35,143.53,43.946852153902,17.752140090635294
2384,12457.053147846098,18487.247859909367,0,3018,6.297999999999999,2063.9,107.85,66.884,136.37,43.946852153902,17.752140090635294
2385,46709.0531478461,48200.24785990937,0,3018,3.5615,3993.4,114.59,158.08,129.58,43.946852153902,17.752140090635294
2386,46708.04056396244,48200.236010218134,0,3019,3.8888,3425.1,113.93,163.29,126.77,43.9594360375595,17.763989781868077
2387,3073.727946276317,13238.224205358958,0,3020,6.8433,2308.1,113.46,27.515,153.38,43.97205372368262,17.775794641042012
2388,8221.427946276317,2799.624205358958,0,3020,3.6968,3985.3,126.16,181.52,130.51,43.97205372368262,17.775794641042012
2389,46715.027946276314,48194.22420535896,0,3020,4.0659,3364.3,114.65,156.52,129.95,43.97205372368262,17.775794641042012
2390,8213.815294749627,2805.012445557407,0,3021,3.7672,3698.5,128.16,188.39,126.07,43.98470525037192,17.78755444259332
2391,46708.015294749624,48199.21244555741,0,3021,4.1965,3127.0,112.61,157.94,127.81,43.98470525037192,17.78755444259332
2392,8246.60260934428,2805.700731039038,0,3022,3.3535,5093.9,136.59,137.8,137.33,43.997390655720665,17.799268960961854
2393,46699.00260934428,48195.20073103904,0,3022,2.6112,5807.2,125.1,400.64,123.27,43.997390655720665,17.799268960961854
2394,8249.389890022148,2812.589062029418,0,3023,2.6566,6873.3,137.02,208.97,136.74,44.01010997785124,17.810937970582017
2395,46695.989890022145,48189.189062029414,0,3023,2.6374,5843.3,129.12,454.27,124.14,44.01010997785124,17.810937970582017
2396,8244.677136745158,2810.0774387541064,0,3024,3.8033,3975.8,128.67,138.09,132.36,44.02286325484238,17.822561245893667
2397,8239.364349475187,2808.565861438669,0,3025,2.7217,6601.4,135.01,233.03,135.47,44.03565052481281,17.8341385613312
2398,46701.96434947519,48196.16586143867,0,3025,3.9177,3736.1,111.37,137.91,135.48,44.03565052481281,17.8341385613312
2399,8241.551528174141,2806.9543303086675,0,3026,2.4378,7304.8,134.69,288.12,131.99,44.04847182585945,17.84566969133266
2400,8236.838672803924,2808.542845589666,0,3027,2.3269,7884.5,138.09,310.09,132.21,44.06132719607558,17.85715441033426
2401,46691.938672803924,48187.14284558967,0,3027,3.7665,3552.9,126.77,264.73,123.49,44.06132719607558,17.85715441033426
2402,8236.625783326432,2806.3314075072276,0,3028,2.3759,7739.5,130.89,259.72,134.44,44.074216673569026,17.868592492772223
2403,8246.51285970355,2813.7200162869135,0,3029,4.8131,2856.5,121.72,131.22,131.79,44.08714029645125,17.879983713086403
2404,46689.912859703545,48186.12001628691,0,3029,3.3652,4659.1,118.95,160.64,135.15,44.08714029645125,17.879983713086403
2405,8232.699901897198,2800.408672154287,0,3030,3.4018,4698.2,127.91,136.34,134.81,44.100098102800985,17.891327845713022
2406,46690.899901897195,48187.10867215429,0,3030,4.1948,3368.6,112.86,120.92,133.92,44.100098102800985,17.891327845713022
2407,8242.686909869259,2811.19737533491,0,3031,2.8079,6080.2,128.71,243.45,133.54,44.1130901307406,17.902624665090116
2408,46694.88690986926,48191.09737533491,0,3031,3.3331,4599.6,109.24,149.66,135.22,44.1130901307406,17.902624665090116
2409,8247.473883581637,2811.4861260543516,0,3032,3.2327,5202.8,123.52,145.1,138.76,44.12611641836338,17.913873945648447
2410,46701.87388358163,48191.08612605435,0,3032,3.5164,3943.3,115.19,215.47,127.07,44.12611641836338,17.913873945648447
2411,8241.560822996227,2813.974924538165,0,3033,3.7539,3895.8,131.34,195.55,128.81,44.13917700377351,17.92507546183515
2412,8248.447728074932,2815.963771011921,0,3034,3.97,3825.2,136.14,158.2,132.33,44.15227192506791,17.936228988079165
