,frame,intensity [photon],loglikelihood,offset [photon],sigma [nm],uncertainty [nm],x [nm],y [nm],z [nm],dx [nm],dy [nm]
59,105,4069.0,126.79,140.47,133.44,3.8415,10416.54851768542,42350.76396454213,0,0.45148231458006194,0.23603545787045732
60,105,3732.6,101.66,138.03,136.53,4.188,15106.54851768542,32596.76396454213,0,0.45148231458006194,0.23603545787045732
61,105,2708.7,91.456,117.99,136.43,5.1554,15442.54851768542,18298.76396454213,0,0.45148231458006194,0.23603545787045732
62,105,1739.3,113.88,126.45,126.3,6.9655,16929.54851768542,29110.76396454213,0,0.45148231458006194,0.23603545787045732
63,105,4276.8,151.49,116.12,129.6,3.4102,18329.54851768542,2585.2639645421295,0,0.45148231458006194,0.23603545787045732
64,105,3083.6,103.57,122.61,164.28,5.9994,21868.54851768542,43266.76396454213,0,0.45148231458006194,0.23603545787045732
65,105,1623.0,85.38600000000001,116.35,124.55,6.9518,25804.54851768542,18057.76396454213,0,0.45148231458006194,0.23603545787045732
66,105,1608.5,132.12,122.02,121.91,6.9311,27080.54851768542,23279.76396454213,0,0.45148231458006194,0.23603545787045732
67,105,4052.5,113.56,144.39,138.28,4.0468,31547.54851768542,42831.76396454213,0,0.45148231458006194,0.23603545787045732
68,105,6796.8,299.87,140.25,131.69,2.5886,35459.54851768542,29394.76396454213,0,0.45148231458006194,0.23603545787045732
69,105,3997.2,91.37200000000001,125.94,139.5,3.984,46272.54851768542,6887.963964542129,0,0.45148231458006194,0.23603545787045732
70,105,3821.1,111.69,130.59,136.48,4.0584,46274.54851768542,6888.2639645421295,0,0.45148231458006194,0.23603545787045732
71,106,1629.5,138.59,112.12,118.31,6.435,5771.4590136596635,451.3483933517954,0,0.5409863403365307,0.28160664820461534
72,106,4208.3,69.858,127.69,147.71,4.1214,10402.459013659663,42357.718393351795,0,0.5409863403365307,0.28160664820461534
73,106,5601.0,211.66,136.93,131.18,2.9351,15117.459013659663,32584.718393351795,0,0.5409863403365307,0.28160664820461534
74,106,2190.3,75.98899999999999,120.02,129.67,5.7691,15449.459013659663,18293.718393351795,0,0.5409863403365307,0.28160664820461534
75,106,5556.5,83.869,138.6,145.26,3.3318,16993.459013659663,26797.718393351795,0,0.5409863403365307,0.28160664820461534
76,106,4788.2,145.25,115.55,131.73,3.1995,18310.459013659663,2581.418393351795,0,0.5409863403365307,0.28160664820461534
77,106,3225.0,87.675,126.25,154.67,5.3691,21860.459013659663,43294.718393351795,0,0.5409863403365307,0.28160664820461534
78,106,4919.7,102.47,134.25,152.47,3.8483,31551.459013659663,42832.718393351795,0,0.5409863403365307,0.28160664820461534
79,106,3737.6,146.41,132.05,141.29,4.3149,46283.45901365967,6891.918393351795,0,0.5409863403365307,0.28160664820461534
80,107,3010.7,129.88,112.98,127.13,4.3113,5769.169772689665,460.55336307445293,0,0.6302273103356129,0.3266369255470636
81,107,4219.8,115.85,136.94,134.51,3.7432,10398.369772689664,42346.67336307446,0,0.6302273103356129,0.3266369255470636
82,107,5190.1,186.56,141.4,131.42,3.1378,15121.369772689664,32563.673363074453,0,0.6302273103356129,0.3266369255470636
83,107,3549.0,113.62,122.29,133.25,4.0951,15451.369772689664,18300.673363074453,0,0.6302273103356129,0.3266369255470636
84,107,4210.8,67.708,128.22,152.3,4.258,16974.369772689664,26784.673363074453,0,0.6302273103356129,0.3266369255470636
85,107,6179.2,192.43,131.64,131.0,2.7139,18325.369772689664,2582.473363074453,0,0.6302273103356129,0.3266369255470636
86,107,3057.2,75.72,125.37,160.26,5.8617,21860.369772689664,43281.67336307446,0,0.6302273103356129,0.3266369255470636
87,107,1428.4,139.89,117.89,111.41,6.7424,25809.369772689664,18050.673363074453,0,0.6302273103356129,0.3266369255470636
88,107,4803.1,92.06299999999999,142.86,142.59,3.6709,31545.369772689664,42838.67336307446,0,0.6302273103356129,0.3266369255470636
89,107,6723.6,436.13,147.28,125.93,2.5054,35453.369772689664,29393.673363074453,0,0.6302273103356129,0.3266369255470636
90,107,5858.3,174.45,138.13,139.62,3.0585,46287.369772689664,6899.273363074453,0,0.6302273103356129,0.3266369255470636
91,108,3426.9,292.84,114.73,116.83,3.5445,5770.880794308288,460.4388718297765,0,0.7192056917119771,0.3711281702235283
92,108,5495.4,77.134,125.48,144.96,3.2792,15116.280794308288,32561.628871829776,0,0.7192056917119771,0.3711281702235283
93,108,1934.2,101.62,125.94,127.97,6.4745,16908.280794308288,29100.628871829776,0,0.7192056917119771,0.3711281702235283
94,108,6237.7,109.23,136.23,145.93,3.0585,16987.280794308288,26789.628871829776,0,0.7192056917119771,0.3711281702235283
95,108,2844.2,145.17,120.47,127.31,4.6067,18313.280794308288,2581.7288718297764,0,0.7192056917119771,0.3711281702235283
96,108,2419.4,60.75899999999999,134.24,142.38,6.226,21882.280794308288,43275.62887182977,0,0.7192056917119771,0.3711281702235283
97,108,5036.9,124.72,146.56,141.33,3.5282,31541.280794308288,42831.62887182977,0,0.7192056917119771,0.3711281702235283
98,108,6281.4,388.86,141.74,125.05,2.5898,35459.28079430829,29393.628871829776,0,0.7192056917119771,0.3711281702235283
99,108,4458.7,156.26,135.62,143.69,3.8714,46279.28079430829,6893.528871829776,0,0.7192056917119771,0.3711281702235283
100,109,2164.2,114.92,110.09,126.95,5.5458,5777.292078048396,462.5749177374403,0,0.8079219516039302,0.4150822625597357
101,109,5599.1,145.84,140.31,135.38,3.0631,15126.192078048396,32572.58491773744,0,0.8079219516039302,0.4150822625597357
102,109,1642.2,100.55,127.62,123.81,7.1497,16901.192078048396,29103.58491773744,0,0.8079219516039302,0.4150822625597357
103,109,5406.9,210.46,145.55,130.38,3.0318,16987.192078048396,26780.58491773744,0,0.8079219516039302,0.4150822625597357
104,109,2416.3,96.40100000000001,129.63,143.36,6.2225,21867.192078048396,43277.58491773744,0,0.8079219516039302,0.4150822625597357
105,109,4375.9,88.542,142.19,143.66,3.9733,31553.192078048396,42844.58491773744,0,0.8079219516039302,0.4150822625597357
106,109,6534.0,329.66,151.84,128.0,2.6125,46285.19207804839,6892.684917737441,0,0.8079219516039302,0.4150822625597357
107,110,2169.8,102.39,111.46,125.49,5.4733,5767.103623442865,458.891498917115,0,0.8963765571352269,0.45850108288505
108,110,5361.2,89.70100000000001,130.5,140.56,3.2463,15124.103623442865,32578.541498917115,0,0.8963765571352269,0.45850108288505
109,110,3629.8,76.361,123.45,155.75,4.8619,16967.103623442865,26780.541498917115,0,0.8963765571352269,0.45850108288505
110,110,1680.3,113.62,127.72,123.69,7.0026,16922.103623442865,29098.541498917115,0,0.8963765571352269,0.45850108288505
111,110,2382.8,60.825,134.91,138.21,6.0857,21866.103623442865,43271.54149891711,0,0.8963765571352269,0.45850108288505
112,110,1560.8,85.024,115.9,123.57,7.1026,25791.103623442865,18055.541498917115,0,0.8963765571352269,0.45850108288505
113,110,4750.6,85.20700000000001,147.36,144.99,3.8077,31546.103623442865,42839.54149891711,0,0.8963765571352269,0.45850108288505
114,110,4402.5,66.896,124.82,145.44,3.88,46271.10362344286,6894.441498917115,0,0.8963765571352269,0.45850108288505
115,111,1804.6,102.77,108.02,126.34,6.3537,5781.4154300245555,459.9486134884675,0,0.9845699754441739,0.5013865115324734
116,111,5167.5,146.64,130.74,134.5,3.1754,15125.015430024556,32561.498613488468,0,0.9845699754441739,0.5013865115324734
117,111,1540.7,128.9,129.51,116.75,7.0378,16914.015430024556,29104.498613488468,0,0.9845699754441739,0.5013865115324734
118,111,2150.4,45.053000000000004,136.11,147.67,7.2438,21002.015430024556,23455.498613488468,0,0.9845699754441739,0.5013865115324734
119,111,2652.6,65.669,130.05,148.87,6.0565,21870.015430024556,43283.49861348847,0,0.9845699754441739,0.5013865115324734
120,111,2538.7,133.94,129.42,126.73,5.0972,27083.015430024556,23278.498613488468,0,0.9845699754441739,0.5013865115324734
121,111,4431.2,160.15,147.42,147.66,4.11,31551.015430024556,42839.49861348847,0,0.9845699754441739,0.5013865115324734
122,111,4004.8,188.04,138.77,127.16,3.6675,35454.015430024556,29393.498613488468,0,0.9845699754441739,0.5013865115324734
123,111,2471.1,79.47399999999999,121.43,139.58,5.7615,46291.015430024556,6896.398613488467,0,0.9845699754441739,0.5013865115324734
124,112,1691.5,119.77,106.74,120.37,6.2788,5780.627497326353,447.9662595711941,0,1.07250267364725,0.5437404288059042
125,112,5888.3,217.18,140.44,131.01,2.8452,15113.927497326353,32562.456259571194,0,1.07250267364725,0.5437404288059042
126,112,3190.1,79.368,127.4,156.85,5.5525,21867.927497326353,43271.45625957119,0,1.07250267364725,0.5437404288059042
127,112,2027.1,173.41,126.57,118.48,5.5827,27087.927497326353,23277.456259571194,0,1.07250267364725,0.5437404288059042
128,112,4899.5,113.38,137.83,148.7,3.7685,31554.927497326353,42839.45625957119,0,1.07250267364725,0.5437404288059042
129,112,2353.5,78.183,121.35,141.65,6.1117,46280.92749732635,6891.456259571194,0,1.07250267364725,0.5437404288059042
130,113,1760.6,124.22,111.28,118.43,6.0313,5774.939824881103,458.0544352849362,0,1.160175118897314,0.5855647150638106
131,113,3689.7,126.18,130.09,137.44,4.1992,15118.839824881103,32560.414435284936,0,1.160175118897314,0.5855647150638106
132,113,3090.0,72.556,124.43,152.08,5.4255,21863.839824881103,43275.41443528494,0,1.160175118897314,0.5855647150638106
133,113,2427.8,174.49,134.42,119.25,4.9510000000000005,27078.839824881103,23291.414435284936,0,1.160175118897314,0.5855647150638106
134,113,4791.0,102.43,139.56,142.31,3.6468,31553.839824881103,42845.41443528494,0,1.160175118897314,0.5855647150638106
135,113,3890.1,238.21,136.1,123.41,3.6009,35453.8398248811,29385.414435284936,0,1.160175118897314,0.5855647150638106
136,113,5584.8,123.64,133.89,143.58,3.2538,46278.8398248811,6887.614435284936,0,1.160175118897314,0.5855647150638106
137,114,3045.6,233.32,117.33,118.01,3.9462,5772.452412221685,467.63313874939354,0,1.2475877783144824,0.6268612506064528
138,114,3489.5,64.975,132.34,160.22,5.3163,16980.752412221686,26763.373138749394,0,1.2475877783144824,0.6268612506064528
139,114,2898.3,57.102,128.17,153.02,5.8134,21866.752412221686,43276.37313874939,0,1.2475877783144824,0.6268612506064528
140,114,1699.6,141.56,123.41,116.51,6.2688,27083.752412221686,23282.373138749394,0,1.2475877783144824,0.6268612506064528
141,114,4811.4,85.258,140.58,147.77,3.8113,31558.752412221686,42843.37313874939,0,1.2475877783144824,0.6268612506064528
142,114,3496.0,150.4,128.28,127.89,4.0173,35456.752412221686,29382.373138749394,0,1.2475877783144824,0.6268612506064528
143,114,4626.2,199.64,145.69,134.98,3.5604,46270.752412221686,6888.773138749393,0,1.2475877783144824,0.6268612506064528
144,115,3805.0,297.81,117.57,116.23,3.2782,5777.365258880977,464.4023680842441,0,1.3347411190225102,0.6676319157559192
145,115,4736.9,156.34,127.4,170.16,4.4913,17005.665258880977,26792.332368084244,0,1.3347411190225102,0.6676319157559192
146,115,2553.1,70.69800000000001,123.84,149.34,6.1746,20985.665258880977,23448.332368084244,0,1.3347411190225102,0.6676319157559192
147,115,3336.7,105.38,119.69,160.06,5.407,21876.665258880977,43275.332368084244,0,1.3347411190225102,0.6676319157559192
148,115,2083.9,135.42,124.81,122.28,5.6551,27085.665258880977,23280.332368084244,0,1.3347411190225102,0.6676319157559192
149,115,5454.2,77.985,134.64,151.95,3.5442,31556.665258880977,42839.332368084244,0,1.3347411190225102,0.6676319157559192
150,115,3714.3,172.89,139.72,128.1,3.9274,35450.66525888098,29387.332368084244,0,1.3347411190225102,0.6676319157559192
151,115,5449.5,209.68,150.07,138.3,3.2586,46281.66525888098,6889.632368084244,0,1.3347411190225102,0.6676319157559192
152,116,3512.6,140.28,110.51,127.87,3.8392,5774.178364391833,470.54212140914024,0,1.42163560816698,0.7078785908597638
153,116,4751.5,85.83200000000001,128.74,155.86,3.9983,16985.578364391833,26772.29212140914,0,1.42163560816698,0.7078785908597638
154,116,2401.8,98.1,125.63,147.63,6.4369,21004.578364391833,23449.29212140914,0,1.42163560816698,0.7078785908597638
155,116,3124.6,66.71300000000001,123.74,155.25,5.5211,21871.578364391833,43268.29212140914,0,1.42163560816698,0.7078785908597638
156,116,2453.8,141.35,118.2,126.59,5.093,27083.578364391833,23277.29212140914,0,1.42163560816698,0.7078785908597638
157,116,4657.7,104.75,142.6,152.3,4.0713,31554.578364391833,42837.29212140914,0,1.42163560816698,0.7078785908597638
158,116,4588.0,352.28,143.8,119.3,3.0949,35448.57836439183,29385.29212140914,0,1.42163560816698,0.7078785908597638
159,116,4331.0,125.47,127.95,141.52,3.8268,46270.57836439183,6893.49212140914,0,1.42163560816698,0.7078785908597638
160,117,3488.6,251.98,114.92,119.21,3.5845,5775.2917282871285,469.8723968437672,0,1.5082717128716467,0.7476031562327989
161,117,3105.0,85.163,134.02,154.16,5.5822,16979.49172828713,26798.252396843767,0,1.5082717128716467,0.7476031562327989
162,117,3007.6,73.788,125.94,162.65,6.08,20992.49172828713,23451.252396843767,0,1.5082717128716467,0.7476031562327989
163,117,3095.2,115.25,126.57,166.09,6.1266,21867.49172828713,43272.25239684377,0,1.5082717128716467,0.7476031562327989
164,117,2858.6,78.91,126.0,135.83,5.0102,27084.49172828713,23289.252396843767,0,1.5082717128716467,0.7476031562327989
165,117,4323.5,81.14399999999999,142.99,146.43,4.1112,31550.49172828713,42843.25239684377,0,1.5082717128716467,0.7476031562327989
166,117,4050.6,253.45,134.16,126.44,3.5815,35456.49172828713,29394.252396843767,0,1.5082717128716467,0.7476031562327989
167,117,5277.3,108.32,129.53,145.98,3.4298,46267.49172828713,6889.552396843767,0,1.5082717128716467,0.7476031562327989
168,118,4322.6,283.95,113.27,121.49,3.1169,5774.405350099736,465.4531925078029,0,1.594649900263903,0.7868074921971129
169,118,1816.8,79.551,121.11,136.09,7.2852,16924.405350099736,29110.213192507803,0,1.594649900263903,0.7868074921971129
170,118,2584.2,73.074,130.82,150.79,6.3331,21000.405350099736,23470.213192507803,0,1.594649900263903,0.7868074921971129
171,118,2895.5,76.443,127.37,153.83,5.8535,21872.405350099736,43278.2131925078,0,1.594649900263903,0.7868074921971129
172,118,2275.4,178.4,134.01,116.11,5.0424,27072.405350099736,23286.213192507803,0,1.594649900263903,0.7868074921971129
173,118,4238.5,43.473,138.26,148.95,4.2236,31551.405350099736,42844.2131925078,0,1.594649900263903,0.7868074921971129
174,118,2915.8,167.44,131.89,123.98,4.489,35444.40535009974,29388.213192507803,0,1.594649900263903,0.7868074921971129
175,118,4578.7,139.31,130.39,139.72,3.6344,46274.40535009974,6887.813192507803,0,1.594649900263903,0.7868074921971129
176,119,3299.0,222.95,116.32,118.42,3.7203,5773.519229362521,464.25450652092155,0,1.6807706374784175,0.8254934790784318
177,119,3809.8,136.48,118.62,172.03,5.2659,16989.31922936252,26795.17450652092,0,1.6807706374784175,0.8254934790784318
178,119,2398.4,115.25,122.05,158.35,6.9895,20987.31922936252,23463.17450652092,0,1.6807706374784175,0.8254934790784318
179,119,3054.2,73.04,123.2,164.25,6.0367,21864.31922936252,43278.174506520925,0,1.6807706374784175,0.8254934790784318
180,119,1819.2,128.75,127.59,116.77,6.0056,25244.31922936252,26535.17450652092,0,1.6807706374784175,0.8254934790784318
181,119,4461.6,95.04700000000001,139.68,151.99,4.176,31551.31922936252,42835.174506520925,0,1.6807706374784175,0.8254934790784318
182,119,6305.8,468.29,149.26,119.67,2.4819,35447.31922936252,29388.17450652092,0,1.6807706374784175,0.8254934790784318
183,119,3817.6,154.3,133.2,132.49,3.9372,46276.31922936252,6892.374506520921,0,1.6807706374784175,0.8254934790784318
184,120,3503.3,177.93,110.49,125.73,3.7708,5780.033365608343,466.80633700277934,0,1.766634391657135,0.863662997220672
185,120,1633.8,93.241,125.05,121.95,7.0028,16914.233365608343,29107.13633700278,0,1.766634391657135,0.863662997220672
186,120,4592.4,107.49,135.46,141.3,3.6973,16979.233365608343,26780.13633700278,0,1.766634391657135,0.863662997220672
187,120,2671.4,55.62,130.72,154.01,6.3574,21002.233365608343,23461.13633700278,0,1.766634391657135,0.863662997220672
188,120,2564.9,68.043,131.48,149.14,6.2632,21863.233365608343,43272.13633700278,0,1.766634391657135,0.863662997220672
189,120,6121.4,465.58,146.55,118.44,2.4856,25254.233365608343,26521.13633700278,0,1.766634391657135,0.863662997220672
190,120,2169.2,139.63,127.74,121.2,5.4495,27080.233365608343,23292.13633700278,0,1.766634391657135,0.863662997220672
191,120,4853.1,99.46,135.75,154.4,3.9545,31550.233365608343,42842.13633700278,0,1.766634391657135,0.863662997220672
192,120,4031.2,241.73,135.94,123.21,3.4969,35455.23336560834,29395.13633700278,0,1.766634391657135,0.863662997220672
193,120,4322.9,143.3,136.04,135.36,3.6918,46282.23336560834,6889.536337002779,0,1.766634391657135,0.863662997220672
194,121,4124.5,163.32,116.77,126.55,3.4082,5777.547758370087,467.20868207307956,0,1.8522416299128963,0.9013179269204556
195,121,6687.6,159.17,144.9,136.1,2.7209,16972.147758370087,26776.09868207308,0,1.8522416299128963,0.9013179269204556
196,121,3171.5,118.39,120.86,170.52,6.1237,21864.147758370087,43275.098682073076,0,1.8522416299128963,0.9013179269204556
197,121,6314.6,483.23,153.52,118.13,2.4477,25250.147758370087,26524.09868207308,0,1.8522416299128963,0.9013179269204556
198,121,4474.4,88.83,140.89,146.93,4.0053,31553.147758370087,42840.098682073076,0,1.8522416299128963,0.9013179269204556
199,121,2095.1,145.21,132.0,118.84,5.5583,35441.14775837009,29376.09868207308,0,1.8522416299128963,0.9013179269204556
200,121,4707.3,112.38,127.06,142.4,3.6153,46275.14775837009,6890.69868207308,0,1.8522416299128963,0.9013179269204556
201,122,3371.2,184.47,112.04,124.27,3.8402,5772.062407180616,466.3715398514783,0,1.9375928193840082,0.938460148521699
202,122,3513.0,93.054,126.7,154.21,5.0123,21865.062407180616,43277.06153985148,0,1.9375928193840082,0.938460148521699
203,122,5020.5,333.44,138.9,121.76,2.9277,25246.062407180616,26528.06153985148,0,1.9375928193840082,0.938460148521699
204,122,2120.6,89.59899999999999,117.24,141.12,6.5577,25430.062407180616,32696.06153985148,0,1.9375928193840082,0.938460148521699
205,122,4539.0,110.66,142.91,147.3,3.9881,31547.062407180616,42838.06153985148,0,1.9375928193840082,0.938460148521699
206,122,4748.9,377.18,143.29,119.78,3.0283,35449.062407180616,29393.06153985148,0,1.9375928193840082,0.938460148521699
207,122,3980.4,91.807,125.69,143.03,4.1119,46260.062407180616,6889.161539851479,0,1.9375928193840082,0.938460148521699
208,123,2584.5,128.05,109.89,125.41,4.7413,5775.677311572795,461.86490845764985,0,2.0226884272051393,0.9750915423501283
209,123,2885.2,84.051,133.81,139.99,5.2442,16977.977311572795,26784.02490845765,0,2.0226884272051393,0.9750915423501283
210,123,2742.8,117.7,127.68,139.34,5.3876,21001.977311572795,23458.02490845765,0,2.0226884272051393,0.9750915423501283
211,123,2946.9,63.518,123.02,152.94,5.6586,21863.977311572795,43278.02490845765,0,2.0226884272051393,0.9750915423501283
212,123,6013.8,374.34,146.08,121.99,2.6027,25248.977311572795,26523.02490845765,0,2.0226884272051393,0.9750915423501283
213,123,5083.7,90.678,142.69,151.07,3.7658,31550.977311572795,42841.02490845765,0,2.0226884272051393,0.9750915423501283
214,123,5016.7,380.49,139.5,122.76,2.9748,35452.977311572795,29393.02490845765,0,2.0226884272051393,0.9750915423501283
215,123,4324.7,223.07,145.83,127.62,3.5045,46268.977311572795,6891.9249084576495,0,2.0226884272051393,0.9750915423501283
216,124,2073.5,193.32,109.78,114.53,5.0465,5762.392471079496,454.6087860112758,0,2.1075289205036825,1.0112139887241938
217,124,7289.6,242.12,146.42,132.61,2.4905,16976.892471079496,26777.988786011276,0,2.1075289205036825,1.0112139887241938
218,124,2267.3,103.36,124.13,133.12,5.8784,20998.892471079496,23459.988786011276,0,2.1075289205036825,1.0112139887241938
219,124,2741.9,75.188,129.0,157.66,6.3338,21864.892471079496,43283.98878601128,0,2.1075289205036825,1.0112139887241938
220,124,4509.9,292.82,138.31,120.61,3.1310000000000002,25250.892471079496,26524.988786011276,0,2.1075289205036825,1.0112139887241938
221,124,4580.8,82.963,144.73,144.09,3.8682,31552.892471079496,42842.98878601128,0,2.1075289205036825,1.0112139887241938
222,124,3902.0,212.99,130.49,128.5,3.7283,35448.892471079496,29387.988786011276,0,2.1075289205036825,1.0112139887241938
223,124,5179.4,151.03,134.51,137.89,3.2844,46270.892471079496,6891.288786011276,0,2.1075289205036825,1.0112139887241938
224,125,3495.6,207.18,108.98,124.03,3.7042,5782.207885233593,465.0931706320267,0,2.1921147664070304,1.0468293679732597
