,frame,intensity [photon],loglikelihood,offset [photon],sigma [nm],uncertainty [nm],x [nm],y [nm],z [nm],dx [nm],dy [nm]
4662,1610,4249.3,70.317,134.06,153.24,4.3638,31549.082160291862,42832.77523129207,0,53.91783970813776,-35.77523129207111
4663,1611,4099.8,75.745,132.63,148.27,4.322,31556.06650006904,42843.803546257885,0,53.93349993096126,-35.80354625788095
4664,1612,4292.6,79.956,130.26,155.31,4.3393,31564.05081647109,42838.831975951034,0,53.94918352891182,-35.83197595103047
4665,1613,1478.8,120.05,125.28,115.15,7.0576,16921.035109494744,29109.860519368434,0,53.964890505256335,-35.860519368434325
4666,1613,4218.2,66.70100000000001,127.18,153.87,4.3536,31551.035109494744,42836.860519368434,0,53.964890505256335,-35.860519368434325
4667,1614,1571.3,79.44800000000001,121.68,131.48,7.8686,16923.019379136724,29102.889175507054,0,53.98062086327627,-35.88917550705446
4668,1614,4178.6,92.76100000000001,136.35,159.46,4.691,31555.019379136724,42842.88917550705,0,53.98062086327627,-35.88917550705446
4669,1615,1538.3,78.351,125.77,125.96,7.6718,16899.003625393754,29117.917943363827,0,53.99637460624581,-35.91794336382736
4670,1615,3983.8,104.14,138.15,147.69,4.4212,31552.003625393754,42838.91794336383,0,53.99637460624581,-35.91794336382736
4671,1615,3963.2,113.81,138.84,147.44,4.44,31553.003625393754,42837.91794336383,0,53.99637460624581,-35.91794336382736
4672,1616,1971.2,99.81,122.38,129.94,6.4174,16908.987848262554,29110.946821935704,0,54.0121517374464,-35.946821935704065
4673,1616,4165.2,79.077,136.18,145.47,4.1733,31553.987848262554,42841.94682193571,0,54.0121517374464,-35.946821935704065
4674,1617,1352.8,99.759,123.3,119.95,7.9809,16919.97204773986,29103.97581021961,0,54.02795226014132,-35.97581021961014
4675,1617,4304.8,82.461,129.79,155.83,4.3698,31542.97204773986,42838.97581021961,0,54.02795226014132,-35.97581021961014
4676,1618,1427.5,93.915,126.32,120.91,7.7675,16916.956223822384,29111.004907212493,0,54.043776177615655,-36.00490721249298
4677,1618,4232.3,97.829,135.54,150.93,4.3345,31549.956223822384,42844.0049072125,0,54.043776177615655,-36.00490721249298
4678,1619,4051.3,80.35600000000001,137.98,146.46,4.3148,31551.94037650686,42836.03411191131,0,54.05962349313995,-36.034111911307264
4679,1620,4726.4,102.16,126.13,162.21,4.2582,31549.924505790004,42840.06342331299,0,54.07549420999567,-36.06342331298947
4680,1621,1221.8,113.28,128.25,113.45,8.217,16915.90861166855,29104.092840414476,0,54.09138833144971,-36.092840414476086
4681,1621,3748.2,74.503,128.74,147.88,4.5553,31551.90861166855,42839.09284041448,0,54.09138833144971,-36.092840414476086
4682,1622,1468.4,81.533,125.81,127.13,8.0654,16907.89269413922,29094.122362212718,0,54.10730586077989,-36.122362212718144
4683,1622,3783.4,68.749,136.03,148.18,4.6228,31551.89269413922,42847.122362212715,0,54.10730586077989,-36.122362212718144
4684,1623,4404.7,72.676,132.01,151.28,4.163,31551.876753198732,42837.15198770465,0,54.12324680126767,-36.15198770465577
4685,1624,1460.7,86.193,124.98,124.33,7.862,16911.860788843816,29104.181715887225,0,54.13921115618359,-36.18171588722544
4686,1624,4224.5,101.6,132.71,150.5,4.2782,31553.860788843816,42834.18171588723,0,54.13921115618359,-36.18171588722544
4687,1625,1387.7,99.552,126.48,118.44,7.752000000000001,16913.844801071198,29110.211545757385,0,54.15519892880184,-36.211545757385466
4688,1625,4245.9,86.335,138.53,146.5,4.1647,31549.844801071198,42837.21154575738,0,54.15519892880184,-36.211545757385466
4689,1626,1532.9,107.93,118.97,122.92,7.3113,16886.8287898776,29108.241476312054,0,54.171210122400225,-36.24147631205415
4690,1626,3913.0,87.03200000000001,132.54,143.25,4.2586,31544.8287898776,42836.241476312054,0,54.171210122400225,-36.24147631205415
4691,1627,1500.0,109.62,126.73,122.4,7.5601,16902.81275525974,29095.27150654819,0,54.18724474026021,-36.27150654818979
4692,1627,4202.2,94.99,135.1,151.43,4.3426,31555.81275525974,42849.27150654819,0,54.18724474026021,-36.27150654818979
4693,1628,1661.8,103.8,121.81,124.77,7.0175,16907.796697214355,29107.301635462736,0,54.203302785645064,-36.30163546273616
4694,1628,4123.1,113.91,132.98,149.73,4.3446,31548.796697214355,42854.30163546273,0,54.203302785645064,-36.30163546273616
4695,1629,1426.0,91.447,123.16,125.12,8.0413,16899.780615738164,29093.331862052637,0,54.21938426183624,-36.33186205263701
4696,1629,4015.1,119.44,136.68,146.66,4.3381,31546.780615738164,42840.33186205264,0,54.21938426183624,-36.33186205263701
4697,1630,1319.2,132.84,126.55,117.33,7.9979,16908.76451082789,29108.362185314825,0,54.235489172111556,-36.36218531482518
4698,1630,4043.7,74.123,135.5,150.3,4.4493,31553.76451082789,42844.36218531482,0,54.235489172111556,-36.36218531482518
4699,1631,1666.7,99.24700000000001,119.87,131.79,7.4639999999999995,16903.748382480255,29101.392604246248,0,54.251617519745196,-36.392604246248084
4700,1631,4284.0,87.649,132.87,150.91,4.2494,31551.748382480255,42842.39260424625,0,54.251617519745196,-36.392604246248084
4701,1632,4137.4,80.029,135.01,153.15,4.4721,31554.732230691992,42841.423117843864,0,54.2677693080077,-36.42311784386038
4702,1633,1650.5,88.801,123.29,125.31,7.1349,16901.716055459812,29122.45372510458,0,54.283944540187804,-36.45372510458037
4703,1633,4364.0,102.37,131.37,157.08,4.4172,31545.716055459812,42845.453725104584,0,54.283944540187804,-36.45372510458037
4704,1634,2096.0,132.88,129.29,127.0,6.0245,16908.69985678046,29103.48442502537,0,54.300143219541496,-36.48442502537
4705,1634,4236.2,89.34700000000001,131.08,154.49,4.3959,31547.69985678046,42843.48442502537,0,54.300143219541496,-36.48442502537
4706,1635,1535.8,77.176,123.72,129.88,7.9428,16914.68363465064,29106.515216603155,0,54.31636534936115,-36.51521660315484
4707,1635,4097.7,101.82,133.15,150.43,4.3833,31549.68363465064,42845.515216603155,0,54.31636534936115,-36.51521660315484
4708,1636,1640.1,100.94,122.89,124.61,7.1062,16915.66738906709,29106.546098834908,0,54.33261093291003,-36.54609883490775
4709,1636,4311.1,86.339,133.64,147.06,4.0907,31543.66738906709,42838.54609883491,0,54.33261093291003,-36.54609883490775
4710,1637,1433.3,111.78,128.1,115.55,7.3313,16907.651120026527,29106.57707071754,0,54.34887997347323,-36.577070717539755
4711,1637,4514.2,73.602,131.88,150.18,4.0668,31551.651120026527,42847.57707071754,0,54.34887997347323,-36.577070717539755
4712,1638,1416.3,88.87899999999999,124.66,120.09,7.7119,16901.63482752568,29106.60813124801,0,54.3651724743213,-36.60813124800916
4713,1638,4126.6,84.431,140.86,147.41,4.3032,31559.63482752568,42851.60813124801,0,54.3651724743213,-36.60813124800916
4714,1639,4141.3,53.211999999999996,136.71,144.56,4.1791,31550.61851156127,42846.63927942325,0,54.38148843872841,-36.63927942325245
4715,1640,4002.2,96.76100000000001,137.52,144.11,4.2826,31554.602172130024,42849.67051424021,0,54.39782786997603,-36.67051424021338
4716,1641,1462.7,122.79,124.32,121.4,7.6085,16913.58580922866,29114.701834695843,0,54.414190771338326,-36.70183469584299
4717,1641,4267.7,86.993,131.65,147.45,4.1316,31554.58580922866,42840.70183469584,0,54.414190771338326,-36.70183469584299
4718,1642,1553.9,111.85,119.59,129.98,7.8133,16912.569422853918,29112.73323978707,0,54.430577146082214,-36.73323978707049
4719,1642,4536.0,78.905,131.12,153.15,4.1266,31549.569422853918,42843.73323978707,0,54.430577146082214,-36.73323978707049
4720,1643,1432.7,73.14699999999999,124.9,123.97,7.9675,16910.55301300251,29113.76472851085,0,54.44698699748915,-36.764728510850546
4721,1643,3655.9,104.55,144.86,139.7,4.4824,31553.55301300251,42845.764728510854,0,54.44698699748915,-36.764728510850546
4722,1644,1862.0,103.97,123.12,128.91,6.6749,16899.536579671163,29113.796299864116,0,54.463420328836946,-36.79629986411601
4723,1644,4335.7,99.712,132.09,149.21,4.1746,31557.536579671163,42841.796299864116,0,54.463420328836946,-36.79629986411601
4724,1645,1538.5,91.79799999999999,122.16,130.76,7.9665,16915.520122856604,29107.827952843814,0,54.47987714339615,-36.82795284381427
4725,1645,3644.4,74.464,142.61,145.4,4.7071,31544.520122856604,42841.827952843814,0,54.47987714339615,-36.82795284381427
4726,1646,1822.0,61.422,116.36,130.9,6.7999,16910.503642555555,29099.85968644689,0,54.496357444444584,-36.8596864468891
4727,1646,4268.6,81.013,137.66,151.61,4.3508,31548.503642555555,42842.859686446885,0,54.496357444444584,-36.8596864468891
4728,1647,1724.8,80.255,124.59,136.69,7.7012,16911.487138764736,29106.891499670284,0,54.5128612352637,-36.89149967028425
4729,1647,4301.4,63.232,128.41,152.8,4.2603,31549.487138764736,42838.89149967028,0,54.5128612352637,-36.89149967028425
4730,1648,1328.6,134.42,127.62,117.07,7.9488,16916.47061148088,29105.923391510943,0,54.5293885191204,-36.923391510943475
4731,1648,4767.9,119.01,128.15,157.93,4.1363,31552.47061148088,42845.92339151094,0,54.5293885191204,-36.923391510943475
4732,1649,1506.6,85.495,122.13,122.97,7.487,16914.454060700704,29098.95536096579,0,54.54593929929615,-36.955360965788714
4733,1649,3936.8,122.88,138.62,144.15,4.3257,31543.454060700704,42842.95536096579,0,54.54593929929615,-36.955360965788714
4734,1650,1336.6,141.7,130.41,111.25,7.4581,16908.437486420942,29108.987407031793,0,54.56251357905785,-36.98740703179283
4735,1650,4437.0,111.04,128.22,152.95,4.1634,31547.437486420942,42843.98740703179,0,54.56251357905785,-36.98740703179283
4736,1651,1511.4,83.194,124.76,121.94,7.4356,16911.420888638306,29094.01952870588,0,54.57911136169423,-37.019528705881385
4737,1651,4465.7,95.49799999999999,132.32,148.33,4.0189,31546.420888638306,42844.01952870588,0,54.57911136169423,-37.019528705881385
4738,1652,4308.1,97.244,134.47,149.93,4.1897,31533.404267349535,42835.05172498501,0,54.595732650464925,-37.05172498500542
4739,1653,1429.6,111.39,128.71,117.83,7.5575,16917.38762255134,29119.0839948661,0,54.61237744865866,-37.08399486610142
4740,1653,4266.4,74.288,129.79,154.48,4.3869,31548.38762255134,42846.0839948661,0,54.61237744865866,-37.08399486610142
4741,1653,4397.6,224.44,150.06,123.45,3.4603,41104.38762255134,36120.0839948661,0,54.61237744865866,-37.08399486610142
4742,1654,1563.7,106.88,120.03,126.92,7.5195,16924.37095424046,29109.11633734611,0,54.62904575953871,-37.1163373461095
4743,1654,4377.8,83.274,130.37,155.36,4.3086,31548.37095424046,42838.11633734611,0,54.62904575953871,-37.1163373461095
4744,1654,4668.2,117.82,135.15,132.4,3.4939999999999998,41112.37095424046,36143.11633734611,0,54.62904575953871,-37.1163373461095
4745,1655,3920.7,94.86399999999999,140.1,148.64,4.5482,31547.354262413606,42846.148751421984,0,54.64573758639381,-37.14875142198434
4746,1655,2408.3,156.61,134.42,127.09,5.5521,41177.3542624136,36147.148751421984,0,54.64573758639381,-37.14875142198434
4747,1656,1648.1,102.01,123.58,124.31,7.0689,16905.33754706751,29112.18123609065,0,54.66245293249085,-37.18123609065151
4748,1656,4416.5,95.037,132.46,149.52,4.0921,31545.33754706751,42841.18123609065,0,54.66245293249085,-37.18123609065151
4749,1656,2554.3,100.56,130.17,138.43,5.88,41161.33754706751,36147.18123609065,0,54.66245293249085,-37.18123609065151
4750,1657,1520.3,95.53200000000001,122.98,120.31,7.2458,16909.32080819889,29110.213790349062,0,54.6791918011113,-37.21379034906204
4751,1657,4452.4,70.514,128.85,153.62,4.1852,31552.32080819889,42841.213790349066,0,54.6791918011113,-37.21379034906204
4752,1657,3188.7,124.86,135.2,129.35,4.5729,41156.320808198885,36149.213790349066,0,54.6791918011113,-37.21379034906204
4753,1658,1460.4,97.087,122.51,123.68,7.7664,16908.304045804474,29119.24641319417,0,54.6959541955257,-37.2464131941706
4754,1658,4191.1,66.992,132.19,151.09,4.3176,31546.304045804474,42843.24641319417,0,54.6959541955257,-37.2464131941706
4755,1658,2819.8,68.887,131.94,135.56,5.2964,41139.30404580447,36127.24641319417,0,54.6959541955257,-37.2464131941706
4756,1659,1362.3,122.63,130.08,118.06,7.9143,16910.28725988099,29104.279103622895,0,54.71274011900823,-37.27910362289549
4757,1659,3708.6,89.042,136.81,146.54,4.6324,31543.28725988099,42844.279103622895,0,54.71274011900823,-37.27910362289549
4758,1659,2477.2,166.11,142.58,117.89,5.0744,41071.28725988099,36072.279103622895,0,54.71274011900823,-37.27910362289549
4759,1660,4053.6,109.42,131.86,153.59,4.5295,31550.270450425163,42847.311860632195,0,54.72954957483671,-37.31186063219866
4760,1660,2593.7,83.742,135.4,125.21,5.1427,41068.27045042516,36091.311860632195,0,54.72954957483671,-37.31186063219866
4761,1661,1417.7,82.772,123.07,128.67,8.3839,16908.25361743371,29100.34468321902,0,54.74638256628896,-37.344683219020226
4762,1661,4260.0,91.348,132.57,150.04,4.2297,31547.25361743371,42843.344683219024,0,54.74638256628896,-37.344683219020226
4763,1661,3689.2,142.88,145.24,126.13,4.0198,41085.253617433715,36078.344683219024,0,54.74638256628896,-37.344683219020226
4764,1662,1577.3,78.866,121.15,131.84,7.8441,16904.23676090336,29085.377570380293,0,54.763239096639154,-37.37757038029304
4765,1662,4810.4,95.146,133.38,150.63,3.8754,31545.23676090336,42840.3775703803,0,54.763239096639154,-37.37757038029304
4766,1662,3992.0,213.17,146.97,124.97,3.7553,41097.23676090336,36095.3775703803,0,54.763239096639154,-37.37757038029304
4767,1663,1259.4,104.25,127.48,112.65,7.9197,16911.21988083084,29112.410521112968,0,54.78011916916148,-37.41052111296813
4768,1663,4459.1,74.493,127.48,157.1,4.2946,31556.21988083084,42840.410521112964,0,54.78011916916148,-37.41052111296813
4769,1663,3224.1,218.58,145.28,119.16,4.1911,41096.21988083084,36087.410521112964,0,54.78011916916148,-37.41052111296813
4770,1664,1629.4,81.48899999999999,121.63,131.6,7.6375,16909.20297721287,29110.443534413982,0,54.79702278713012,-37.44353441398198
4771,1664,4452.1,88.146,135.23,155.94,4.3161,31550.20297721287,42835.44353441398,0,54.79702278713012,-37.44353441398198
4772,1664,1689.7,176.63,133.81,119.25,6.9152,41076.20297721287,36090.44353441398,0,54.79702278713012,-37.44353441398198
4773,1665,4273.2,105.95,136.24,150.11,4.2476,31555.186050046173,42851.47660928029,0,54.81394995382652,-37.47660928028927
4774,1665,2863.0,239.0,144.08,118.7,4.5724,41088.18605004618,36083.47660928029,0,54.81394995382652,-37.47660928028927
4775,1666,1320.8,120.6,123.47,117.28,7.9189,16936.169099327482,29107.509744708816,0,54.8309006725176,-37.50974470881556
4776,1666,4265.6,110.91,130.47,156.32,4.4388,31550.169099327482,42844.50974470882,0,54.8309006725176,-37.50974470881556
4777,1667,1523.7,104.25,121.53,125.32,7.5888,16925.15212505351,29101.54293969652,0,54.847874946488446,-37.54293969651917
4778,1667,4192.0,106.34,134.3,149.47,4.3115,31555.15212505351,42841.54293969652,0,54.847874946488446,-37.54293969651917
4779,1667,2689.3,213.81,138.46,115.5,4.6075,41100.152125053515,36084.54293969652,0,54.847874946488446,-37.54293969651917
4780,1668,1797.3,90.336,123.19,140.2,7.6491,16916.135127220998,29095.576193240337,0,54.864872779002326,-37.57619324033658
4781,1668,4170.3,49.703,135.29,149.76,4.3226,31556.135127220998,42839.57619324034,0,54.864872779002326,-37.57619324033658
4782,1668,1633.0,118.73,130.75,120.07,7.148,41092.135127221,36083.57619324034,0,54.864872779002326,-37.57619324033658
4783,1669,1755.9,68.58800000000001,121.91,140.09,7.7619,16915.118105826656,29086.6095043372,0,54.881894173344335,-37.60950433720063
4784,1669,4721.6,98.432,126.34,158.5,4.1752,31556.118105826656,42848.609504337204,0,54.881894173344335,-37.60950433720063
4785,1669,2196.2,122.63,132.2,124.37,5.8456,41100.11810582665,36081.609504337204,0,54.881894173344335,-37.60950433720063
4786,1670,1415.9,96.065,120.23,120.65,7.662000000000001,16905.10106086721,29101.642871984073,0,54.898939132788655,-37.64287198407328
4787,1670,4817.7,84.296,138.54,149.26,3.8655,31564.10106086721,42844.64287198408,0,54.898939132788655,-37.64287198407328
4788,1670,2173.2,127.0,137.7,121.45,5.7434,41051.10106086721,36078.64287198408,0,54.898939132788655,-37.64287198407328
4789,1671,1736.2,50.07899999999999,120.68,143.54,8.0686,16914.083992339394,29102.67629517788,0,54.91600766060583,-37.67629517788009
4790,1671,4416.1,88.508,144.14,148.47,4.1446,31554.083992339394,42854.67629517788,0,54.91600766060583,-37.67629517788009
4791,1672,4985.0,82.35700000000001,138.03,152.12,3.8652,31556.06690023992,42843.70977291558,0,54.93309976008095,-37.70977291557574
4792,1672,3097.3,118.99,126.95,133.42,4.7758,41110.06690023992,36021.70977291558,0,54.93309976008095,-37.70977291557574
4793,1673,3009.1,109.75,129.47,133.35,4.7465,5842.849784565516,46259.74330419409,0,54.95021543448456,-37.74330419408943
4794,1673,5564.1,130.96,147.73,151.73,3.5848,31558.049784565515,42856.74330419409,0,54.95021543448456,-37.74330419408943
4795,1673,2152.7,42.794,133.25,131.01,6.37,41126.04978456552,35990.74330419409,0,54.95021543448456,-37.74330419408943
4796,1674,2643.5,84.19200000000001,123.86,136.76,5.3634,5816.932645312916,46272.776888010376,0,54.96735468708357,-37.77688801037584
4797,1674,1489.8,86.678,123.54,123.22,7.6068,16923.032645312916,29095.776888010376,0,54.96735468708357,-37.77688801037584
4798,1674,4880.0,113.64,130.81,153.01,3.9268,31558.032645312916,42847.776888010376,0,54.96735468708357,-37.77688801037584
4799,1674,1438.9,114.8,133.5,118.09,7.585,41221.03264531292,35911.776888010376,0,54.96735468708357,-37.77688801037584
4800,1675,3032.5,87.665,124.24,141.05,4.9978,5816.415482478833,46263.81052336138,0,54.98451752116671,-37.810523361382366
4801,1675,1498.0,96.49600000000001,124.87,119.94,7.3455,16923.015482478833,29106.810523361382,0,54.98451752116671,-37.810523361382366
4802,1675,4039.3,105.05,136.6,147.31,4.3473,31553.015482478833,42839.81052336138,0,54.98451752116671,-37.810523361382366
4803,1675,2015.7,147.37,139.7,127.03,6.3606,41242.01548247883,35913.81052336138,0,54.98451752116671,-37.810523361382366
4804,1676,2993.1,118.94,128.17,136.48,4.8968,5831.5982960599995,46260.84420924404,0,55.00170394000088,-37.84420924403821
4805,1676,1653.4,74.05,123.06,128.34,7.3384,16922.99829606,29114.84420924404,0,55.00170394000088,-37.84420924403821
4806,1676,4417.4,96.74700000000001,137.92,145.09,3.9788,31541.99829606,42832.84420924404,0,55.00170394000088,-37.84420924403821
4807,1676,2735.6,172.55,136.99,123.19,4.7523,41220.99829606,35926.84420924404,0,55.00170394000088,-37.84420924403821
4808,1677,2688.6,123.8,130.12,132.96,5.1837,5836.781086053129,46264.87794465529,0,55.01891394687118,-37.87794465528714
4809,1677,1621.1,117.06,122.76,124.53,7.1575,16909.98108605313,29090.877944655287,0,55.01891394687118,-37.87794465528714
4810,1677,4504.8,69.646,138.11,146.17,3.9597,31546.98108605313,42829.87794465529,0,55.01891394687118,-37.87794465528714
4811,1677,1856.3,199.74,134.73,113.37,5.8183,41235.98108605313,35914.87794465529,0,55.01891394687118,-37.87794465528714
4812,1678,2831.0,240.7,136.37,119.13,4.4013,5826.163852454966,46259.91172859208,0,55.0361475450336,-37.91172859207654
4813,1678,1754.9,65.373,121.12,137.83,7.5991,16918.963852454966,29104.911728592077,0,55.0361475450336,-37.91172859207654
4814,1678,4357.7,97.094,132.15,155.66,4.3507,31549.963852454966,42833.91172859208,0,55.0361475450336,-37.91172859207654
4815,1678,1714.6,131.61,132.04,121.74,6.7923,41169.96385245497,35885.91172859208,0,55.0361475450336,-37.91172859207654
4816,1679,4601.6,86.402,135.75,149.84,3.9963,31542.946595262216,42833.945560051354,0,55.05340473778415,-37.94556005135382
4817,1680,2721.2,86.27600000000001,121.07,141.65,5.4401,5822.629314471614,46267.979438030045,0,55.07068552838609,-37.979438030048186
4818,1680,1607.6,90.219,126.68,121.37,7.0275,25192.929314471614,29404.97943803005,0,55.07068552838609,-37.979438030048186
4819,1680,4240.7,78.33,140.92,146.37,4.1742,31539.929314471614,42834.979438030045,0,55.07068552838609,-37.979438030048186
4820,1680,2077.1,70.185,127.25,133.32,6.3656,41317.929314471614,35761.979438030045,0,55.07068552838609,-37.979438030048186
4821,1681,1993.4,113.05,123.27,126.37,6.1009,5813.712010079876,46263.01336152511,0,55.08798992012453,-38.013361525114306
4822,1681,4364.3,314.63,135.58,119.67,3.1762,25211.912010079875,29408.013361525114,0,55.08798992012453,-38.013361525114306
4823,1681,4637.4,93.536,132.08,148.82,3.9143,31544.912010079875,42836.01336152511,0,55.08798992012453,-38.013361525114306
4824,1682,1485.0,111.3,120.96,120.97,7.3291,4035.69468208373,15048.047329533492,0,55.105317916269996,-38.0473295334923
4825,1682,2711.0,126.9,137.55,134.47,5.3112,5834.69468208373,46271.047329533496,0,55.105317916269996,-38.0473295334923
4826,1682,5252.4,412.82,139.38,117.81,2.7381,25209.89468208373,29405.047329533492,0,55.105317916269996,-38.0473295334923
4827,1682,4758.7,93.70299999999999,129.95,156.08,4.0612,31548.89468208373,42838.047329533496,0,55.105317916269996,-38.0473295334923
4828,1683,4257.5,146.0,126.15,131.01,3.5368,25217.87733047991,29409.081341052115,0,55.1226695200894,-38.08134105211502
4829,1683,4617.4,90.535,130.74,155.79,4.1524,31547.87733047991,42839.081341052115,0,55.1226695200894,-38.08134105211502
4830,1684,1889.6,55.897,124.83,134.76,6.9479,5850.859955265121,46242.11539507793,0,55.14004473487876,-38.1153950779335
4831,1684,1437.8,93.34200000000001,123.48,123.17,7.8402,16910.85995526512,29106.115395077933,0,55.14004473487876,-38.1153950779335
4832,1684,5826.8,338.34,140.1,123.44,2.6828,25216.85995526512,29408.115395077933,0,55.14004473487876,-38.1153950779335
4833,1684,4819.3,81.48,128.69,159.24,4.1143,31550.85995526512,42831.11539507793,0,55.14004473487876,-38.1153950779335
4834,1685,5255.2,317.91,137.68,121.35,2.8249,25211.842556436106,29406.1494906079,0,55.15744356389405,-38.14949060789877
4835,1685,4568.7,87.16799999999999,130.94,154.11,4.1339,31550.842556436106,42837.1494906079,0,55.15744356389405,-38.14949060789877
4836,1686,3595.0,134.34,130.92,132.69,4.121,5831.92513398958,46259.183626638944,0,55.174866010420374,-38.18362663894004
4837,1686,3810.0,312.89,139.54,116.6,3.4331,25222.82513398958,29417.18362663894,0,55.174866010420374,-38.18362663894004
4838,1686,4793.5,89.084,134.72,150.88,3.8960000000000004,31540.82513398958,42832.183626638944,0,55.174866010420374,-38.18362663894004
4839,1687,3936.1,116.81,128.42,137.56,3.9927,5826.207687922268,46252.217802168,0,55.19231207773191,-38.21780216800471
4840,1687,1532.2,57.403,123.42,132.15,8.1351,16910.807687922268,29112.217802168005,0,55.19231207773191,-38.21780216800471
4841,1687,3729.0,253.92,131.89,119.59,3.5504,25213.807687922268,29399.217802168005,0,55.19231207773191,-38.21780216800471
4842,1687,4346.9,119.63,133.64,148.05,4.0958,31539.807687922268,42837.217802168,0,55.19231207773191,-38.21780216800471
4843,1688,2483.1,99.929,134.35,133.0,5.5833,5840.090218230905,46250.252016192026,0,55.20978176909557,-38.25201619202926
4844,1688,1753.2,57.278999999999996,117.39,138.67,7.5823,16916.790218230904,29100.25201619203,0,55.20978176909557,-38.25201619202926
4845,1688,1962.7,97.85600000000001,124.1,133.68,6.6736,25213.790218230904,29413.25201619203,0,55.20978176909557,-38.25201619202926
4846,1688,4459.8,76.252,135.44,147.15,4.0091,31552.790218230904,42831.252016192026,0,55.20978176909557,-38.25201619202926
4847,1689,2984.6,103.81,129.73,136.87,4.9421,5828.0727249122,46249.28626770797,0,55.22727508780008,-38.286267707972
4848,1689,1384.4,106.72,124.77,122.44,8.0745,16920.7727249122,29115.286267707972,0,55.22727508780008,-38.286267707972
4849,1689,4660.6,92.369,135.62,147.0,3.8576,31534.7727249122,42830.28626770797,0,55.22727508780008,-38.286267707972
4850,1690,1670.8,81.839,117.82,131.28,7.37,16922.755207962888,29096.320555712762,0,55.24479203711235,-38.32055571276214
4851,1690,4169.4,106.04,142.04,146.08,4.2239,31535.755207962888,42828.320555712766,0,55.24479203711235,-38.32055571276214
4852,1691,1309.6,106.19,124.42,114.85,7.7796,16925.73766737969,29103.354879203343,0,55.26233262031019,-38.354879203343444
4853,1691,4556.9,78.126,131.75,149.43,3.9845,31546.73766737969,42828.35487920334,0,55.26233262031019,-38.354879203343444
4854,1692,3151.2,100.06,122.18,141.66,4.8552,5833.220103159321,46258.38923717667,0,55.2798968406787,-38.389237176670576
4855,1692,1720.5,102.29,118.72,125.34,6.7997,16925.72010315932,29104.38923717667,0,55.2798968406787,-38.389237176670576
4856,1692,4880.4,69.08800000000001,133.83,148.9,3.7792,31547.72010315932,42824.38923717667,0,55.2798968406787,-38.389237176670576
4857,1693,4531.4,149.45,126.35,139.35,3.6268,5823.8025152985265,46261.423628629665,0,55.29748470147388,-38.423628629661835
4858,1693,1481.0,98.155,123.1,118.94,7.2999,16902.702515298526,29107.423628629662,0,55.29748470147388,-38.423628629661835
4859,1693,3018.9,191.15,120.99,120.43,4.0934,20061.702515298526,1620.6236286296619,0,55.29748470147388,-38.423628629661835
4860,1693,4433.3,116.58,134.36,143.89,3.8966,31538.702515298526,42822.423628629665,0,55.29748470147388,-38.423628629661835
4861,1694,3970.1,157.15,128.38,132.88,3.8047,5827.784903794012,46255.45805255929,0,55.315096205988084,-38.45805255928644
4862,1694,4319.3,91.90899999999999,136.97,148.47,4.1566,31539.684903794012,42833.45805255929,0,55.315096205988084,-38.45805255928644
4863,1695,2865.1,105.6,121.1,135.69,4.9498,5824.767268642512,46256.492507962466,0,55.33273135748823,-38.492507962466334
4864,1695,1456.8,83.635,126.08,122.76,7.771,16916.66726864251,29099.492507962466,0,55.33273135748823,-38.492507962466334
4865,1695,1993.9,161.35,114.47,117.17,5.4065,20064.66726864251,1627.6925079624664,0,55.33273135748823,-38.492507962466334
4866,1695,4154.0,96.022,138.85,141.45,4.0518,31544.66726864251,42825.492507962466,0,55.33273135748823,-38.492507962466334
4867,1696,3465.1,73.346,123.0,145.15,4.6529,5827.249609840752,46255.52699383616,0,55.35039015924849,-38.526993836163456
4868,1696,4461.0,93.33200000000001,130.19,155.68,4.2465,31543.64960984075,42831.52699383616,0,55.35039015924849,-38.526993836163456
4869,1697,2064.3,129.14,124.47,124.87,5.8576,5814.331927385453,46277.56150917731,0,55.36807261454669,-38.561509177307016
4870,1697,1603.3,130.03,126.2,115.88,6.6586,16903.631927385453,29112.561509177307,0,55.36807261454669,-38.561509177307016
4871,1697,4370.4,104.04,136.27,146.26,4.0373,31542.631927385453,42822.56150917731,0,55.36807261454669,-38.561509177307016
4872,1698,3319.1,89.32,124.29,140.51,4.6368,5828.3142212733355,46260.59605298284,0,55.385778726664284,-38.596052982837136
4873,1698,1663.9,83.012,120.98,127.38,7.18,16916.614221273336,29101.596052982837,0,55.385778726664284,-38.596052982837136
4874,1698,4282.8,82.429,131.5,149.35,4.1769,31548.614221273336,42831.59605298284,0,55.385778726664284,-38.596052982837136
4875,1699,2475.9,99.338,136.25,135.01,5.73,5836.396491501125,46256.63062424971,0,55.40350849887545,-38.63062424971213
4876,1699,1534.9,75.858,121.8,131.77,8.0564,16923.596491501125,29108.630624249712,0,55.40350849887545,-38.63062424971213
4877,1699,3958.8,85.11399999999999,139.91,146.0,4.3828,31543.596491501125,42824.63062424971,0,55.40350849887545,-38.63062424971213
4878,1700,3102.5,230.58,136.93,121.08,4.1831,5825.678738065553,46248.66522197485,0,55.4212619344471,-38.66522197485028
4879,1700,4197.2,114.58,133.94,147.76,4.2075,31551.578738065553,42818.66522197485,0,55.4212619344471,-38.66522197485028
4880,1701,1732.8,80.39399999999999,118.1,132.98,7.2669,16910.560960963347,29092.699845155228,0,55.43903903665341,-38.699845155228104
